fid,fname,fruntime,certificate,fbudget,fopening,fcumlative,fGross,fimdb_rating,fimdb_votes,fimd,fdirector,fwriter,flocation,fproduction,fassistant_directors,fcinematographers,fcomposers,feditors,fproducer,fenglish,fmulti_lang,fus,fmulti_country,fcomedy,fadult,fdocumentary,fmystery,fadventure,fbiography,fshort,fnews,fthriller,ffamily,fhistory,fcrime,fhorror,ftalk-show,fwar,fgame-show,freality-tv,fwestern,faction,fmusical,fsport,fmusic,fanimation,fromance,fsci-fi,ffantasy,fdrama,act1,act2,actW,nominated,Won,month,year
tt0273302,Junk,83.0,R,,,,,5.4,1057.0,0.55,0.0,2.0,Japan,other,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2000
tt0373469,Kiss Kiss Bang Bang,103.0,R,15000000,180660.0,15785148.0,4243756.0,7.5,205456.0,0.75,0.0,0.0,France,Warner Bros,1.0,1.5,1.5,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,3.0,9.0,,,Nov,2005
tt0373469,Kiss Kiss Bang Bang,103.0,R,15000000,180660.0,15785148.0,4243756.0,7.5,205457.0,0.75,0.0,0.0,France,Warner Bros,1.0,1.5,1.5,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,3.0,9.0,,,Nov,2005
tt0272822,Skyline Cruisers,89.0,NOT RATED,,,,,5.2,275.0,0.53,0.0,0.0,Hong Kong,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Nov,2000
tt0214959,Marty's World,89.0,Unrated,,,60243.0,,6.9,147.0,0.6799999999999999,0.0,0.0,France,other,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,3.0,,,Jan,2000
tt0255473,The Ruination of Men,106.0,Not Rated,,,,,6.7,272.0,0.6900000000000001,0.0,3.5,Spain,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Nov,2000
tt0257939,The Guava House,100.0,,,,42250.0,,7.5,95.0,0.74,0.0,2.5,France,other,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Apr,2002
tt0264079,"Tainah, an Amazon Adventure",90.0,,BRL4000000,,,,5.0,295.0,0.51,0.0,0.0,Brazil,other,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,,,Jan,2001
tt2825596,The Pretenders,95.0,,,,,,5.0,149.0,0.51,48.0,2.5,USA,other,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,0.0,24.0,,,Sep,2019
tt0205718,Coconut Heads,95.0,,,,,,4.4,129.0,0.43,0.0,0.0,Italy,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Nov,2000
tt0212958,The Lady of Hamre,,,,,,,5.6,74.0,0.5599999999999999,0.0,0.0,Denmark,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,May,2000
tt0232831,Perfect Sight,83.0,,,,,,5.6,61.0,0.5700000000000001,0.0,1.0,Germany,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,May,2001
tt0219152,Bleeder,86.0,,,,,,7.3,72.0,0.72,0.0,0.0,,other,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Sep,2000
tt3379736,Jie hei qian,90.0,,,,,,,,,0.0,0.0,Hong Kong,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Aug,2000
tt0260898,An Unusual Love,,,,,,,7.5,8.0,0.67,0.0,1.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Sep,2000
tt0294438,Those Facing Us,92.0,,,,3141.0,,6.6,21.0,0.6599999999999999,0.0,0.0,France,other,0.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Sep,2001
tt0284075,Duck Ugly,65.0,,,,,,6.2,13.0,0.54,0.0,1.0,France,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,,Jun,2005
tt0243483,Little Darling,106.0,,,,,,6.0,141.0,0.62,0.0,0.0,France,other,0.0,0.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,May,2000
tt3062096,Inferno,121.0,PG-13,75000000,14860425.0,220021259,34343574.0,6.2,143831.0,0.62,0.0,0.0,Indonesia,Columbia Pictures,0.0,0.5,25.0,0.0,0.0,1.0,4.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.0,6.0,29.0,,,Oct,2016
tt3062096,Inferno,121.0,PG-13,75000000,14860425.0,220021259,34343574.0,6.2,143834.0,0.62,0.0,0.0,Indonesia,Columbia Pictures,0.0,0.5,25.0,0.0,0.0,1.0,4.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.0,6.0,29.0,,,Oct,2016
tt0364100,The Monkey Queen,90.0,,,,,,5.4,11.0,0.44000000000000006,0.0,1.0,Greece,other,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Apr,2001
tt0970179,Hugo,126.0,PG,150000000,11364505.0,185770160.0,73864507,7.5,289448.0,0.75,0.0,4.0,Canada,Paramount Pictures,0.0,7.5,12.5,9.5,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23.0,14.0,37.0,11.0,1.0,Nov,2011
tt0970179,Hugo,126.0,PG,150000000,11364505.0,185770160.0,73864507,7.5,289458.0,0.75,0.0,4.0,Canada,Paramount Pictures,0.0,7.5,12.5,9.5,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23.0,14.0,37.0,11.0,1.0,Nov,2011
tt0244990,"Seaside, Dusk",91.0,,,,,,6.6,52.0,0.64,0.0,0.0,Hungary,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Oct,2000
tt5217644,Let's Talk,101.0,,,,582563.0,,6.3,329.0,0.62,0.0,1.0,Italy,other,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,8.0,,,Nov,2015
tt0434239,The Man Who Saw Too Much,100.0,,,,,,5.0,5,0.5,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,
tt0236738,Shooting Star,96.0,,,,,,,,,0.0,0.0,,other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,3.0,,,Jan,2000
tt0266705,The Child and the Soldier,90.0,,,,3806.0,,6.9,51.0,0.6900000000000001,0.0,0.0,Canada,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,
tt0243898,Scenery,114.0,,,,,,6.8,6.0,0.5700000000000001,0.0,4.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2000
tt0260996,Happy Angels,,,,,,,5.4,5,0.54,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2000
tt9665402,Sita,161.0,Not Rated,,,6954.0,,4.8,346.0,0.5599999999999999,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,May,2019
tt0252252,Father's Toy,52.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jul,2000
tt9315438,Yajamana,164.0,Unrated,,,,,7.0,870.0,0.82,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Mar,2019
tt0241527,Harry Potter and the Sorcerer's Stone,152.0,PG,125000000,90294621.0,978087613,318087620,7.6,585670.0,0.76,0.0,0.0,Canada,Warner Bros,0.0,6.5,5.5,2.5,0.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,4.0,10.0,3.0,0.0,Nov,2001
tt0120737,The Lord of the Rings: The Fellowship of the Ring,178.0,PG-13,93000000,47211490.0,872491916,315544750,8.8,1551084.0,0.8800000000000001,0.0,0.0,Austria,New Line Cinema,0.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,13.0,1.0,Dec,2001
tt0198781,"Monsters, Inc.",92.0,G,115000000,62577067.0,632316649,289916256,8.0,761468.0,0.8,0.0,1.0,USA,other,0.0,0.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,8.0,10.0,4.0,1.0,Nov,2001
tt0221027,Blow,124.0,R,53000000,12443461.0,83282296,52990775,7.6,228227.0,0.76,0.0,0.0,USA,other,0.0,1.0,3.5,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3.0,8.0,,,Apr,2001
tt0245429,Spirited Away,125.0,PG,19000000,449839.0,347742810.0,13750644,8.6,578137.0,0.86,0.0,3.5,Japan,other,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,Mar,2003
tt0247638,The Princess Diaries,111.0,G,26000000,22862269.0,165335153,108248956,6.3,119222.0,0.63,0.0,0.0,USA,Walt Disney Pictures,0.0,2.0,0.5,0.0,0.5,1.0,3.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0.0,5.0,,,Aug,2001
tt0277371,Not Another Teen Movie,89.0,R,15000000,12615116.0,66468332,38252284,5.7,92402.0,0.5700000000000001,0.0,0.0,USA,Columbia Pictures,0.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2001
tt0246578,Donnie Darko,113.0,R,6000000,110494.0,4269636,1478493,8.0,709444.0,0.8,0.0,0.0,France,other,0.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,,,Jan,2002
tt0213149,Pearl Harbor,183.0,PG-13,140000000,59078912.0,449220945,198542554,6.2,297913.0,0.62,0.0,2.5,Canada,Touchstone Pictures,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1.0,0.0,1.0,4.0,1.0,May,2001
tt0268978,A Beautiful Mind,135.0,PG-13,58000000,367151.0,316791257,170742341,8.2,790977.0,0.82,0.0,1.0,Canada,Universal Pictures,0.0,2.0,2.0,0.0,2.5,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,4.0,11.0,8.0,1.0,Jan,2002
tt0265086,Black Hawk Down,144.0,R,92000000,179823.0,172989651,108638745,7.7,346265.0,0.77,0.0,0.0,Hong Kong,other,0.0,4.5,3.0,1.5,0.5,1.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,4.0,1.0,Jan,2002
tt0126029,Shrek,90.0,PG,60000000,42347760.0,484409218,267665011,7.8,577022.0,0.78,0.0,1.0,USA,other,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,6.0,8.0,2.0,1.0,May,2001
tt0139654,Training Day,122.0,R,45000000,22550788.0,104876233,76631907,7.7,364463.0,0.77,0.0,0.0,USA,Warner Bros,0.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.0,1.0,Oct,2001
tt0280707,Gosford Park,131.0,R,19800000,241219.0,87754044,41308615,7.2,75277.0,0.72,0.0,0.0,Canada,other,0.0,2.0,4.5,1.0,23.0,1.0,1.0,1.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,2.0,6.0,7.0,1.0,Jan,2002
tt0166924,Mulholland Drive,147.0,R,15000000,587591.0,20129557.0,7220243,7.9,297598.0,0.79,0.0,13.5,USA,other,0.0,1.0,3.0,1.5,0.0,1.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,Oct,2001
tt0240772,Ocean's Eleven,116.0,PG-13,85000000,38107822.0,450717150,183417150,7.8,483785.0,0.78,0.0,0.5,Canada,Warner Bros,0.0,10.0,0.5,0.5,0.0,1.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Dec,2001
tt0203009,Moulin Rouge!,127.0,PG-13,50000000,167540.0,184928135,57386607,7.6,255699.0,0.76,0.0,7.0,Australia,Twentieth Century Fox,1.0,1.5,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,0.0,4.0,,,Jun,2001
tt0250494,Legally Blonde,96.0,PG-13,18000000,20377426.0,141774679,96520674,6.2,170625.0,0.62,0.0,0.0,USA,other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1.0,6.0,,,Jul,2001
tt0230011,Atlantis: The Lost Empire,95.0,PG,120000000,329011.0,186053725,84056472,6.9,95247.0,0.6900000000000001,0.0,1.5,United Arab Emirates,other,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0.0,0.0,,,Jun,2001
tt0232500,The Fast and the Furious,106.0,PG-13,38000000,40089015.0,207284863,144533925,6.8,327861.0,0.6799999999999999,0.0,0.0,USA,Universal Pictures,0.0,0.0,0.0,4.5,0.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2001
tt0232500,The Fast and the Furious,106.0,PG-13,38000000,40089015.0,207284863,144533925,6.8,327861.0,0.6799999999999999,0.0,0.0,USA,Universal Pictures,0.0,0.0,0.0,4.5,0.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2001
tt0232500,The Fast and the Furious,106.0,PG-13,38000000,40089015.0,207284863,144533925,6.8,327861.0,0.6799999999999999,0.0,0.0,USA,Universal Pictures,0.0,0.0,0.0,4.5,0.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2001
tt0232500,The Fast and the Furious,106.0,PG-13,38000000,40089015.0,207284863,144533925,6.8,327861.0,0.6799999999999999,0.0,0.0,USA,Universal Pictures,0.0,0.0,0.0,4.5,0.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2001
tt0243655,Wet Hot American Summer,97.0,R,5000000,17481.0,295206,295206,6.6,51280.0,0.6599999999999999,0.0,0.5,Czech Republic,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0,,,Apr,2002
tt0211915,Amélie,122.0,R,10000000,136470.0,173924742,33225499,8.3,666375.0,0.8300000000000001,0.0,0.0,Belgium,other,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,2.0,,,Feb,2002
tt0211915,Amélie,122.0,R,10000000,136470.0,173924742,33225499,8.3,666383.0,0.8300000000000001,0.0,0.0,Belgium,other,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,2.0,,,Feb,2002
tt0183790,A Knight's Tale,132.0,PG-13,65000000,16511391.0,117487473,56569702,6.9,160784.0,0.6900000000000001,0.0,11.0,USA,Columbia Pictures,0.0,4.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,May,2001
tt0196229,Zoolander,90.0,PG-13,28000000,15525043.0,60780981,45172250,6.5,235391.0,0.65,0.0,1.5,USA,Paramount Pictures,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,,,Sep,2001
tt0245574,Y Tu Mamá También,106.0,R,2000000,408091.0,33616692,13839658,7.6,109175.0,0.76,0.0,0.0,Mexico,other,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Apr,2002
tt0212720,A.I. Artificial Intelligence,146.0,PG-13,100000000,29352630.0,235926552.0,78616689,7.2,278769.0,0.72,0.0,0.0,Canada,Warner Bros,0.0,3.5,5.5,1.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10.0,0.0,10.0,2.0,0.0,Jun,2001
tt0227538,Spy Kids,88.0,PG,35000000,26546881.0,147934180,112719001,5.4,102102.0,0.54,0.0,13.5,USA,Dimension Films,0.0,0.0,0.5,13.5,0.0,1.0,2.0,1.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.0,0.0,8.0,,,Mar,2001
tt0265666,The Royal Tenenbaums,110.0,R,21000000,276981.0,71441250,52364010,7.6,250553.0,0.76,0.0,2.0,USA,Touchstone Pictures,0.0,0.0,2.0,1.5,2.0,1.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0.0,11.0,1.0,0.0,Jan,2002
tt0257106,Scary Movie 2,83.0,R,45000000,20503356.0,141220678,71308997,5.3,141876.0,0.53,0.0,1.0,USA,Dimension Films,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jul,2001
tt0230600,The Others,101.0,PG-13,17000000,14089952.0,209947037,96522687,7.6,319904.0,0.76,0.0,8.5,Portugal,other,0.0,9.0,8.5,1.0,0.0,1.0,2.0,1.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,4.0,,,Aug,2001
tt0230600,The Others,101.0,PG-13,17000000,14089952.0,209947037,96522687,7.6,319916.0,0.76,0.0,8.5,Portugal,other,0.0,9.0,8.5,1.0,0.0,1.0,2.0,1.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,4.0,,,Aug,2001
tt0133152,Planet of the Apes,119.0,PG-13,100000000,68532960.0,362211740,180011740,5.7,203893.0,0.5700000000000001,0.0,2.0,Hong Kong,Twentieth Century Fox,0.0,6.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,11.0,12.0,,,Jul,2001
tt0133152,Planet of the Apes,119.0,PG-13,100000000,68532960.0,362211740,180011740,5.7,203896.0,0.5700000000000001,0.0,2.0,Hong Kong,Twentieth Century Fox,0.0,6.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,11.0,12.0,,,Jul,2001
tt0218922,Original Sin,116.0,R,42000000,6402741.0,35402320,16534221,6.1,51384.0,0.61,0.0,0.5,France,other,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.0,4.0,12.0,,,Aug,2001
tt0259711,Vanilla Sky,136.0,R,68000000,25015518.0,203388341,100618344,6.9,237683.0,0.6900000000000001,0.0,8.5,USA,Paramount Pictures,0.0,8.0,1.5,2.0,0.0,1.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,12.0,3.0,15.0,1.0,0.0,Dec,2001
tt0243155,Bridget Jones's Diary,97.0,R,25000000,10733933.0,281929795,71543427,6.7,211302.0,0.67,0.0,0.0,Canada,other,0.0,7.5,4.5,0.0,2.0,1.0,1.0,1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0.0,3.0,1.0,0.0,Apr,2001
tt0146316,Lara Croft: Tomb Raider,100.0,PG-13,115000000,47735743.0,274703340,131168070,5.8,189189.0,0.58,0.0,0.0,Singapore,Paramount Pictures,0.0,0.0,3.5,0.0,0.5,1.0,1.0,1.0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,8.0,12.0,,,Jun,2001
tt0254455,Sex and Lucía,128.0,R,,47591.0,7640680.0,1594779,7.1,33579.0,0.71,0.0,13.0,Spain,other,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Aug,2001
tt0162346,Ghost World,111.0,R,7000000,98791.0,8764007,6217849,7.3,108350.0,0.73,0.0,0.0,USA,other,0.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,3.0,1.0,0.0,Sep,2001
tt0215750,Enemy at the Gates,131.0,R,68000000,13810266.0,96976270,51401758,7.6,229107.0,0.76,0.0,6.0,Belgium,other,0.0,2.5,2.0,0.5,6.0,1.0,3.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,4.0,7.0,,,Mar,2001
