fid,fname,fruntime,fimdb_rating,fimdb_votes,fimd,fdirector,fwriter,fassistant_directors,fcinematographers,fcomposers,feditors,fproducer,fenglish,fmulti_lang,fus,fmulti_country,fmystery,fadventure,ffamily,fromance,fthriller,fwestern,fhistory,fmusical,fdrama,fwar,ffantasy,fcrime,fanimation,fsport,faction,fbiography,fcomedy,fsci-fi,fhorror,fmusic,actW,nominated,Won,month,year,certificate_G,certificate_PG,certificate_PG-13,certificate_R,certificate_Unrated,fproduction_BBC Films,fproduction_Columbia Pictures,fproduction_Dimension Films,fproduction_DreamWorks,fproduction_Fox Searchlight Pictures,fproduction_Lionsgate,fproduction_Millennium Films,fproduction_New Line Cinema,fproduction_Paramount Pictures,fproduction_Screen Gems,fproduction_Summit Entertainment,fproduction_Twentieth Century Fox,fproduction_Universal Pictures,fproduction_Walt Disney Pictures,fproduction_other,fGross_y,fbudget_y,fcumlative_y
tt0417148,Snakes on a Plane,105.0,5.4,127647.0,0.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11.0,0.0,0.0,8,2006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34020814.0,33000000.0,62022014.0
tt0417189,Time to Leave,81.0,7.1,8214.0,0.71,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,11,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117686.0,13354602.4,2893462.0
tt0417217,Two for the Money,122.0,6.3,41609.0,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15.0,0.0,0.0,10,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22991379.0,35000000.0,30526509.0
tt0417225,Idlewild,121.0,6.2,5033.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,8,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12571185.0,15000000.0,12643027.0
tt0417385,12 and Holding,94.0,7.5,6537.0,0.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96464.0,400000.0,119195.0
tt0417397,9th Company,139.0,7.1,18917.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,9,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252442709.9,9500000.0,26146165.0
tt0417433,Annapolis,108.0,5.9,19766.0,0.5900000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17127992.0,26000000.0,17496992.0
tt0417658,Factotum,94.0,6.6,13416.0,0.6599999999999999,6.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17.0,0.0,0.0,4,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,808221.0,1000000.0,2708087.0
tt0417745,Headspace,89.0,4.6,1814.0,0.46,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,9,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1650.0,5213710.0,1650.0
tt0417791,Rory O'Shea Was Here,104.0,7.8,13760.0,0.78,16.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,10,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23844.0,59185486.3,1226577.0
tt0418110,Romanzo Criminale,152.0,7.2,7979.0,0.72,6.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,0.0,0.0,9,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266565745.6,10473941.5,8116128.0
tt0418239,Tickets,109.0,7.0,2413.0,0.7,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9.0,0.0,0.0,3,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282409068.4,9206033.0,367072.0
tt0418279,Transformers,144.0,7.0,576639.0,0.7,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3.0,0.0,7,2007,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,319246193.0,150000000.0,709709780.0
tt0418309,Waiting for the Clouds,90.0,6.7,723.0,0.6799999999999999,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248768861.5,2229400.0,49910.0
tt0418362,Mujhse Shaadi Karogi,163.0,6.7,12472.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,7,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,915728.0,37538578.2,1998096.0
tt0418455,Adam's Apples,94.0,7.8,42672.0,0.78,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.0,0.0,0.0,4,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1305.0,72618905.8,2421577.0
tt0418460,Aitraaz,160.0,6.6,9054.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,11,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91998.0,10410947.4,440684.0
tt0418586,The Cake Eaters,86.0,6.3,6637.0,0.63,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,3,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292537335.8,9940833.7,7820.0
tt0418586,The Cake Eaters,86.0,6.3,6641.0,0.63,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,3,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292537335.8,9940833.7,7820.0
tt0418599,Christmas in Love,118.0,4.2,851.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,12,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312478797.1,9754102.9,22668087.0
tt0418647,Dreamer: Inspired by a True Story,106.0,6.8,11560.0,0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,10,2005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32751093.0,32000000.0,38741732.0
tt0418689,Flags of our Fathers,135.0,7.1,112829.0,0.71,25.0,3.0,0.0,0.0,25.0,0.0,25.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,6.0,0.0,0.0,10,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33602376.0,90000000.0,65900249.0
tt0418763,Jarhead,125.0,7.0,164266.0,0.7,0.0,3.0,0.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3.0,0.0,0.0,11,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62658220.0,72000000.0,96889998.0
tt0418773,Junebug,106.0,6.9,21507.0,0.6900000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,9,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2678691.0,1000000.0,3399228.0
tt0418819,Land of the Dead,93.0,6.2,88399.0,0.62,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.0,0.0,0.0,6,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20700082.0,15000000.0,46770602.0
tt0418832,Lie with Me,93.0,5.3,13732.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,322580564.2,1694658.0,172087.0
tt0419058,Phir Hera Pheri,153.0,6.7,13989.0,0.67,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268294419.4,68656160.5,887272.0
tt0419146,A Soap,104.0,6.5,1793.0,0.65,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,4,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4164.0,3902192.8,192030.0
tt0419198,The Tiger and the Snow,114.0,7.1,12968.0,0.71,30.0,30.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,31.0,0.0,0.0,10,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10167.0,35000000.0,25460023.0
tt0419256,Wah-Wah,120.0,6.8,2832.0,0.6900000000000001,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15.0,0.0,0.0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234750.0,7000000.0,2846148.0
tt0419294,Three Burials,121.0,7.4,37456.0,0.74,8.0,3.0,0.0,9.0,0.0,0.0,10.0,1.0,2.0,1.0,3.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10.0,0.0,0.0,2,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5027684.0,15000000.0,9045364.0
tt0419420,Adam & Paul,83.0,7.1,2772.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,8,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253751882.0,6346712.1,313973.0
tt0419641,Chromophobia,136.0,6.1,1881.0,0.62,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,5,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273262726.3,10000000.0,489046.0
tt0419663,Cruel World,88.0,3.9,1225.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.0,0.0,0.0,10,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17986.0,2000000.0,17986.0
tt0419677,Dead Man's Shoes,90.0,7.6,46963.0,0.76,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0.0,10,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6408.0,910714.0,203450.0
tt0419677,Dead Man's Shoes,90.0,7.6,47032.0,0.76,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0.0,10,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6408.0,910714.0,203450.0
tt0419706,Doom,105.0,5.2,101482.0,0.52,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,4.0,0.0,0.0,10,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28212337.0,60000000.0,55987321.0
tt0419749,Find Me Guilty,125.0,7.0,31442.0,0.7,15.0,15.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1173643.0,13000000.0,2636637.0
tt0419843,In the Land of Women,97.0,6.4,30274.0,0.64,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,4,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11052958.0,10000000.0,17562071.0
tt0419887,The Kite Runner,128.0,7.6,75174.0,0.76,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,1.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1,2008,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15800078.0,20000000.0,74634825.0
tt0419946,The Marine,92.0,4.7,31221.0,0.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,10,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18844784.0,20000000.0,22164661.0
tt0419984,Mr. Woodcock,87.0,5.1,34169.0,0.51,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22.0,0.0,0.0,9,2007,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25799486.0,22000000.0,33621851.0
tt0420015,Nine Lives,115.0,6.7,6371.0,0.67,2.0,2.0,0.0,0.0,3.0,0.0,17.0,1.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,9,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,478830.0,500000.0,1591523.0
tt0420087,A Prairie Home Companion,105.0,6.7,21218.0,0.67,33.0,1.0,0.0,6.0,1.0,1.0,33.0,1.0,2.0,1.0,1.0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3.0,0.0,0.0,6,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20342852.0,10000000.0,25986072.0
tt0420206,Summer Storm,98.0,7.2,12858.0,0.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2.0,0.0,0.0,9,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95204.0,3009690.0,2096892.0
tt0420223,Stranger Than Fiction,113.0,7.6,210268.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,11,2006,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40660952.0,30000000.0,53653224.0
tt0420223,Stranger Than Fiction,113.0,7.6,210247.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,11,2006,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40660952.0,30000000.0,53653224.0
tt0420238,The Tale of Despereaux,93.0,6.1,34480.0,0.61,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,24.0,0.0,0.0,12,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50877145.0,60000000.0,86947965.0
tt0420251,Three... Extremes,118.0,7.0,17956.0,0.7,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,8,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77532.0,35589731.4,516930.0
tt0420291,Keane,100.0,6.9,5167.0,0.6900000000000001,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,9,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33256.0,850000.0,476630.0
tt0420293,The Stanford Prison Experiment,122.0,6.9,33661.0,0.6900000000000001,5.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8.0,0.0,0.0,7,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,660561.0,116404023.2,663114.0
tt0420294,The Texas Chainsaw Massacre: The Beginning,91.0,5.8,65305.0,0.58,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,10,2006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39517763.0,16000000.0,51764406.0
tt0420550,Christmas at Maxwell's,94.0,5.7,86.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,12,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12781.0,3000000.0,12781.0
tt0420555,How Much Do You Love Me?,95.0,5.7,6202.0,0.5700000000000001,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,10,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351304094.6,11147000.0,6769754.0
tt0420609,Infamous,110.0,7.0,15779.0,0.7,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,12.0,0.0,0.0,10,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1151330.0,13000000.0,2613717.0
tt0420740,A Little Trip to Heaven,98.0,6.0,4524.0,0.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,12,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269101726.8,12000000.0,132050.0
tt0420757,Man About Town,96.0,5.6,7384.0,0.5599999999999999,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,0.0,0.0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,287633169.8,13867572.4,1165186.0
tt0420835,Opal Dream,85.0,6.6,895.0,0.6599999999999999,15.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,11,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14443.0,7926879.0,144964.0
tt0421054,Domino,127.0,5.9,63048.0,0.5900000000000001,0.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3.0,0.0,0.0,10,2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10169202.0,50000000.0,22984628.0
tt0421068,Kontakt,120.0,7.0,266.0,0.71,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253549414.3,188345.9,12787.0
tt0421073,Street Kings,109.0,6.8,104004.0,0.6799999999999999,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,40.0,0.0,0.0,4,2008,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26418667.0,20000000.0,65572887.0
tt0421082,Control,122.0,7.7,58792.0,0.77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8.0,0.0,0.0,9,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,872252.0,5016150.0,8159508.0
tt0421090,Zerophilia,90.0,6.1,2192.0,0.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,10,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7763.0,450000.0,7763.0
tt0421090,Zerophilia,90.0,6.1,2194.0,0.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,10,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7763.0,450000.0,7763.0
tt0421206,Gridiron Gang,125.0,6.9,44828.0,0.6900000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,9,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38432823.0,30000000.0,41480851.0
tt0421206,Gridiron Gang,125.0,6.9,44822.0,0.6900000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,9,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38432823.0,30000000.0,41480851.0
tt0421229,Mrs. Palfrey at the Claremont,108.0,7.6,3104.0,0.76,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,5,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1720953.0,750000.0,4009677.0
tt0421229,Mrs. Palfrey at the Claremont,108.0,7.6,3125.0,0.76,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,5,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1720953.0,750000.0,4009677.0
tt0421238,The Proposition,104.0,7.4,48119.0,0.74,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,0.0,0.0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1903434.0,2000000.0,5048693.0
tt0421239,Red Eye,85.0,6.4,107276.0,0.64,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,8,2005,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57891803.0,26000000.0,95577774.0
tt0421239,Red Eye,85.0,6.4,107278.0,0.64,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,8,2005,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57891803.0,26000000.0,95577774.0
