Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Princess and the Frog,2009,G,11 Dec 2009,97 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","Ron Clements (story by), John Musker (story by), Greg Erb (story by), Jason Oremland (story by), Ron Clements (screenplay by), John Musker (screenplay by), Rob Edwards (screenplay by), E.D. Baker (story inspired in part by ""The Frog Princess"" by)","Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","English, French",USA,Nominated for 3 Oscars. Another 11 wins & 38 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.1,"112,745",tt0780521,movie,16 Mar 2010,"$104,374,107",Walt Disney Pictures,N/A,True
The Lovely Bones,2009,PG-13,15 Jan 2010,135 min,"Drama, Fantasy, Thriller",Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Alice Sebold (novel)","Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci",Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,English,"USA, UK, New Zealand",Nominated for 1 Oscar. Another 10 wins & 45 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.7,"147,449",tt0380510,movie,20 Apr 2010,"$43,982,842",Paramount Pictures,N/A,True
Sherlock Holmes,2009,PG-13,25 Dec 2009,128 min,"Action, Adventure, Crime, Mystery, Thriller",Guy Ritchie,"Michael Robert Johnson (screenplay), Anthony Peckham (screenplay), Simon Kinberg (screenplay), Lionel Wigram (screen story), Michael Robert Johnson (screen story), Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)","Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,"English, French","USA, Germany, UK",Nominated for 2 Oscars. Another 10 wins & 27 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.6,"557,029",tt0988045,movie,30 Mar 2010,"$208,711,166",Warner Bros. Pictures/Village Roadshow,N/A,True
Couples Retreat,2009,PG-13,09 Oct 2009,113 min,Comedy,Peter Billingsley,"Jon Favreau, Vince Vaughn, Dana Fox","Vince Vaughn, Jason Bateman, Faizon Love, Jon Favreau","A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.","English, Ukrainian",USA,1 win & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,5.5,"97,180",tt1078940,movie,09 Feb 2010,"$109,176,215",Universal Pictures,N/A,True
He's Just Not That Into You,2009,PG-13,06 Feb 2009,129 min,"Comedy, Drama, Romance",Ken Kwapis,"Abby Kohn, Marc Silverstein, Greg Behrendt (book), Liz Tuccillo (book)","Morgan Lily, Trenton Rogers, Michelle Carmichael, Jasmine Woods",This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,English,"Germany, USA",1 win & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"151,799",tt1001508,movie,02 Jun 2009,"$93,800,000",Warner Bros. Pictures/New Line Cinema,N/A,True
2012,2009,PG-13,13 Nov 2009,158 min,"Action, Adventure, Sci-Fi",Roland Emmerich,"Roland Emmerich, Harald Kloser","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,"English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian, Spanish",USA,5 wins & 21 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.8,"333,818",tt1190080,movie,02 Mar 2010,"$166,112,167",Sony Pictures/Columbia,N/A,True
G.I. Joe: The Rise of Cobra,2009,PG-13,07 Aug 2009,118 min,"Action, Adventure, Sci-Fi, Thriller",Stephen Sommers,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael B. Gordon (story), Stuart Beattie (story), Stephen Sommers (story)","Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt","An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.","English, French, Scottish Gaelic","USA, Czech Republic",3 wins & 16 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.8,"192,452",tt1046173,movie,03 Nov 2009,"$150,167,630",Paramount Pictures,N/A,True
Coraline,2009,PG,06 Feb 2009,100 min,"Animation, Drama, Fantasy, Thriller",Henry Selick,"Henry Selick (screenplay), Neil Gaiman (book)","Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","English, Russian",USA,Nominated for 1 Oscar. Another 7 wins & 43 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.7,"181,143",tt0327597,movie,21 Jul 2009,"$75,169,351",Focus Features,N/A,True
X-Men Origins: Wolverine,2009,PG-13,01 May 2009,107 min,"Action, Adventure, Sci-Fi",Gavin Hood,"David Benioff (screenplay), Skip Woods (screenplay)","Hugh Jackman, Liev Schreiber, Danny Huston, Will.i.am","The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",English,"USA, UK",3 wins & 18 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.6,"445,234",tt0458525,movie,15 Sep 2009,"$179,737,340",20th Century Fox,N/A,True
3 Idiots,2009,PG-13,25 Dec 2009,170 min,"Comedy, Drama",Rajkumar Hirani,"Rajkumar Hirani (screenplay), Abhijat Joshi (screenplay), Vidhu Vinod Chopra (screenplay associate), Abhijat Joshi (story), Chetan Bhagat (novel)","Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","Hindi, English",India,26 wins & 13 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,8.4,"309,164",tt1187043,movie,26 Apr 2011,"$6,500,000",Big Pictures,N/A,True
Jennifer's Body,2009,R,18 Sep 2009,102 min,"Comedy, Horror",Karyn Kusama,Diablo Cody,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,"English, Spanish",USA,3 wins & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.2,"108,415",tt1131734,movie,29 Dec 2009,"$16,031,583",20th Century Fox,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
A Christmas Carol,2009,PG,06 Nov 2009,96 min,"Animation, Drama, Family, Fantasy",Robert Zemeckis,"Robert Zemeckis (screenplay), Charles Dickens (novel)","Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan","An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.",English,USA,3 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"93,591",tt1067106,movie,16 Nov 2010,"$137,816,456",Walt Disney Studios,N/A,True
Fantastic Mr. Fox,2009,PG,25 Nov 2009,87 min,"Animation, Adventure, Comedy, Crime, Drama, Family",Wes Anderson,"Roald Dahl (novel), Wes Anderson (screenplay), Noah Baumbach (screenplay)","George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"English, French","USA, UK",Nominated for 2 Oscars. Another 32 wins & 60 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.8,"180,181",tt0432283,movie,23 Mar 2010,"$21,000,000",20th Century Fox,N/A,True
District 9,2009,R,14 Aug 2009,112 min,"Action, Sci-Fi, Thriller",Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho","South Africa, USA, New Zealand, Canada",Nominated for 4 Oscars. Another 30 wins & 110 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.9,"612,382",tt1136608,movie,22 Dec 2009,"$115,646,235",Sony Pictures/Screen Gems,N/A,True
The Road,2009,R,25 Nov 2009,111 min,Drama,John Hillcoat,"Joe Penhall (screenplay by), Cormac McCarthy (based on the book by)","Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall, Guy Pearce","In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",English,USA,Nominated for 1 BAFTA Film Award. Another 5 wins & 31 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.2,"211,191",tt0898367,movie,25 May 2010,"$8,025,059",The Weinstein Co./Dimension,N/A,True
Law Abiding Citizen,2009,R,16 Oct 2009,109 min,"Action, Crime, Drama, Thriller",F. Gary Gray,Kurt Wimmer,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,English,USA,3 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,7.4,"256,917",tt1197624,movie,16 Feb 2010,"$73,343,413",Overture Films,N/A,True
Orphan,2009,R,24 Jul 2009,123 min,"Horror, Mystery, Thriller",Jaume Collet-Serra,"David Leslie Johnson-McGoldrick (screenplay), Alex Mace (story)","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be.,"English, American Sign Language, Estonian","USA, Canada, Germany",1 win & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.9,"178,511",tt1148204,movie,27 Oct 2009,"$41,472,886",Warner Bros. Pictures,N/A,True
Antichrist,2009,Not Rated,20 May 2009,108 min,"Drama, Horror",Lars von Trier,Lars von Trier,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse.",English,"Denmark, Germany, France, Sweden, Italy, Poland",21 wins & 30 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.6,"108,956",tt0870984,movie,01 Mar 2010,"$228,568",IFC Films,N/A,True
500 Days of Summer,2009,PG-13,07 Aug 2009,95 min,"Comedy, Drama, Romance",Marc Webb,"Scott Neustadter, Michael H. Weber","Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.","English, French, Swedish",USA,Nominated for 2 Golden Globes. Another 17 wins & 54 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.7,"448,055",tt1022603,movie,22 Dec 2009,"$32,118,648",Fox Searchlight Pictures,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
The Human Centipede (First Sequence),2009,R,28 Apr 2010,92 min,Horror,Tom Six,Tom Six,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura","A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.","English, German, Japanese",Netherlands,8 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,4.4,"68,836",tt1467304,movie,05 Oct 2010,N/A,IFC Films,N/A,True
The Twilight Saga: New Moon,2009,PG-13,20 Nov 2009,130 min,"Adventure, Drama, Fantasy, Mystery, Romance",Chris Weitz,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.","English, Italian",USA,20 wins & 24 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,4.7,"252,245",tt1259571,movie,20 Mar 2010,"$296,593,070",Summit Entertainment,N/A,True
Angels,2009,N/A,N/A,3 min,"Short, Drama, Fantasy, Sci-Fi","Josh Martinez, Joshua Martinez","Alexia Aleman (story), Alexia Aleman","Alexia Aleman, Blaine Moir, Robin Sydney, Stephen DeWitt White",A story about sisters that find themselves on opposing paths.,English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,5,tt1521673,movie,N/A,N/A,N/A,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Enter the Void,2009,Not Rated,05 May 2010,161 min,"Drama, Fantasy",Gaspar Noé,"Gaspar Noé, Lucile Hadzihalilovic (with the help of)","Paz de la Huerta, Nathaniel Brown, Cyril Roy, Olly Alexander","A French drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection.","English, Japanese","France, Germany, Italy, Canada, Japan",3 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.3,"63,145",tt1191111,movie,25 Jan 2011,"$336,467",IFC Films,N/A,True
Moon,2009,R,10 Jul 2009,97 min,"Drama, Mystery, Sci-Fi",Duncan Jones,"Duncan Jones (story), Nathan Parker","Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.","English, Spanish","UK, USA",Won 1 BAFTA Film Award. Another 26 wins & 33 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.9,"316,891",tt1182345,movie,12 Jan 2010,"$4,785,434",Sony Pictures Classics,N/A,True
Public Enemies,2009,R,01 Jul 2009,140 min,"Biography, Crime, Drama, History",Michael Mann,"Ronan Bennett (screenplay), Michael Mann (screenplay), Ann Biderman (screenplay), Bryan Burrough (book)","Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",English,"USA, Japan",1 win & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.0,"265,152",tt1152836,movie,08 Dec 2009,"$97,000,000",Universal Studios,N/A,True
It's Complicated,2009,R,25 Dec 2009,120 min,"Comedy, Drama, Romance",Nancy Meyers,Nancy Meyers,"Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski","When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.","English, French","USA, Japan",Nominated for 3 Golden Globes. Another 8 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.5,"81,938",tt1230414,movie,27 Apr 2010,"$112,703,470",Universal Pictures,N/A,True
Transformers: Revenge of the Fallen,2009,PG-13,24 Jun 2009,150 min,"Action, Adventure, Sci-Fi",Michael Bay,"Ehren Kruger, Roberto Orci, Alex Kurtzman","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","English, Spanish",USA,Nominated for 1 Oscar. Another 15 wins & 27 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.0,"369,693",tt1055369,movie,20 Oct 2009,"$402,076,689",Paramount/Dreamworks,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Mr. Nobody,2009,R,26 Sep 2013,141 min,"Drama, Fantasy, Romance, Sci-Fi",Jaco Van Dormael,Jaco Van Dormael,"Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.","English, Mohawk","Belgium, Germany, Canada, France, USA, UK",11 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.8,"202,017",tt0485947,movie,25 Feb 2014,"$3,600",Magnolia Pictures,N/A,True
The Proposal,2009,PG-13,19 Jun 2009,108 min,"Comedy, Drama, Romance",Anne Fletcher,Peter Chiarelli,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,English,USA,Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.7,"277,145",tt1041829,movie,13 Oct 2009,"$163,900,057",Walt Disney Pictures,N/A,True
