Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Hotel Rwanda,2004,PG-13,04 Feb 2005,121 min,"Biography, Drama, History, War",Terry George,"Keir Pearson, Terry George","Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim",Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.,"English, French","UK, South Africa, Italy",Nominated for 3 Oscars. Another 16 wins & 45 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.1,"318,661",tt0395169,movie,12 Apr 2005,"$23,472,900",MGM,N/A,True
Scooby-Doo 2: Monsters Unleashed,2004,PG,26 Mar 2004,93 min,"Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi",Raja Gosnell,"William Hanna (characters), Joseph Barbera (characters), James Gunn","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini","The Mystery Inc. gang must save Coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to ""unmask"" the gang.",English,"USA, Canada",1 win & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.0,"44,197",tt0331632,movie,14 Sep 2004,"$84,045,006",Warner Bros. Pictures,N/A,True
Before Sunset,2004,R,30 Jul 2004,80 min,"Drama, Romance",Richard Linklater,"Richard Linklater (screenplay), Julie Delpy (screenplay), Ethan Hawke (screenplay), Richard Linklater (story), Kim Krizan (story), Richard Linklater (characters), Kim Krizan (characters)","Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","English, French","USA, France",Nominated for 1 Oscar. Another 9 wins & 30 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,8.0,"214,086",tt0381681,movie,09 Nov 2004,"$5,600,000",Warner Independent Pictures,N/A,True
Friday Night Lights,2004,PG-13,08 Oct 2004,118 min,"Action, Drama, Sport",Peter Berg,"Buzz Bissinger (book), David Aaron Cohen (screenplay), Peter Berg (screenplay)","Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke","Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers.",English,"Germany, USA",2 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.2,"55,253",tt0390022,movie,18 Jan 2005,"$60,600,000",Universal Pictures,N/A,True
The Perfect Score,2004,PG-13,30 Jan 2004,93 min,"Comedy, Crime",Brian Robbins,"Marc Hyman (story), Jon Zack (story), Mark Schwahn (screenplay), Marc Hyman (screenplay), Jon Zack (screenplay)","Erika Christensen, Chris Evans, Bryan Greenberg, Scarlett Johansson",Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,English,"USA, Germany",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.7,"22,600",tt0314498,movie,29 Jun 2004,"$10,279,192",Paramount Pictures,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Team America: World Police,2004,R,15 Oct 2004,98 min,"Action, Comedy",Trey Parker,"Trey Parker, Matt Stone, Pam Brady","Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo","Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love.","English, French, Klingon, Korean, Arabic","USA, Germany",1 win & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.2,"152,783",tt0372588,movie,17 May 2005,"$32,700,000",Paramount Pictures,N/A,True
Taxi,2004,PG-13,06 Oct 2004,97 min,"Action, Comedy, Crime, Thriller",Tim Story,"Luc Besson (earlier screenplay), Robert Ben Garant (screenplay), Thomas Lennon (screenplay), Jim Kouf (screenplay)","Queen Latifah, Jimmy Fallon, Henry Simmons, Jennifer Esposito",A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,"English, Portuguese, Spanish","USA, France",3 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,4.5,"38,384",tt0316732,movie,15 Feb 2005,N/A,20th Century Fox,N/A,True
Sideways,2004,R,21 Jan 2005,127 min,"Comedy, Drama, Romance",Alexander Payne,"Rex Pickett (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.","English, Armenian","USA, Hungary",Won 1 Oscar. Another 122 wins & 87 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.5,"171,355",tt0375063,movie,05 Apr 2005,"$71,444,367",Fox Searchlight Pictures,N/A,True
Sleepover,2004,PG,09 Jul 2004,89 min,"Comedy, Family, Romance",Joe Nussbaum,Elisa Bell,"Alexa PenaVega, Mika Boorem, Jane Lynch, Sam Huntington","Four best friends, desperate to improve their social status, enter into an all-night scavenger hunt against the popular clique in their school.",English,USA,1 win & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.3,"14,543",tt0368975,movie,23 Nov 2004,"$8,070,311",MGM,N/A,True
Starsky & Hutch,2004,PG-13,05 Mar 2004,101 min,"Comedy, Crime",Todd Phillips,"William Blinn (characters), Stevie Long (story), John O'Brien (story), John O'Brien (screenplay), Todd Phillips (screenplay), Scot Armstrong (screenplay)","Ben Stiller, Owen Wilson, Snoop Dogg, Fred Williamson","Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".","English, Korean",USA,3 wins & 10 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.1,"133,566",tt0335438,movie,20 Jul 2004,"$87,100,000",Warner Bros. Pictures,N/A,True
Catwoman,2004,PG-13,23 Jul 2004,104 min,"Action, Crime, Fantasy",Pitof,"Bob Kane (characters), Theresa Rebeck (story), John Brancato (story), Michael Ferris (story), John Brancato (screenplay), Michael Ferris (screenplay), John Rogers (screenplay)","Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson","A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.","English, Spanish",USA,13 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,3.3,"104,576",tt0327554,movie,18 Jan 2005,"$40,200,000",Warner Bros. Pictures,N/A,True
The Manchurian Candidate,2004,R,30 Jul 2004,129 min,"Drama, Mystery, Sci-Fi, Thriller",Jonathan Demme,"Richard Condon (novel), George Axelrod, Daniel Pyne (screenplay), Dean Georgaris (screenplay)","Jeffrey Wright, Pablo Schreiber, Anthony Mackie, Dorian Missick","In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes.",English,USA,Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.6,"98,591",tt0368008,movie,21 Dec 2004,"$65,700,000",Paramount Pictures,N/A,True
Finding Neverland,2004,PG,17 Dec 2004,106 min,"Biography, Drama, Family",Marc Forster,"Allan Knee (play), David Magee (screenplay)","Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,English,"USA, UK",Won 1 Oscar. Another 19 wins & 80 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.7,"192,408",tt0308644,movie,22 Mar 2005,N/A,Miramax Films,N/A,True
Resident Evil: Apocalypse,2004,R,10 Sep 2004,94 min,"Action, Horror, Sci-Fi, Thriller",Alexander Witt,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann",Alice wakes up in Racoon city hospital after the city has been overrun by zombies. Alice must now make it out of the city before a mucilage bomb is dropped on the city.,English,"Germany, France, UK, Canada, USA",6 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.2,"177,567",tt0318627,movie,04 Sep 2007,"$50,600,000",Sony Pictures,N/A,True
Without a Paddle,2004,PG-13,20 Aug 2004,95 min,"Adventure, Comedy, Mystery",Steven Brill,"Fred Wolf (story), Harris Goldberg (story), Tom Nursall (story), Jay Leggett (screenplay), Mitch Rouse (screenplay)","Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell","After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results.",English,"USA, New Zealand",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.9,"42,494",tt0364751,movie,11 Jan 2005,"$58,156,435",Paramount Pictures,N/A,True
Primer,2004,PG-13,27 May 2005,77 min,"Drama, Sci-Fi, Thriller",Shane Carruth,Shane Carruth,"Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya","Four friends/fledgling entrepreneurs, knowing that there's something bigger and more innovative than the different error-checking devices they've built, wrestle over their new invention.","English, French",USA,3 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"91,252",tt0390384,movie,05 Apr 2005,"$392,420",ThinkFilm,N/A,True
Saved!,2004,PG-13,11 Jun 2004,92 min,"Comedy, Drama",Brian Dannelly,"Brian Dannelly, Michael Urban","Jena Malone, Mandy Moore, Macaulay Culkin, Patrick Fugit","When a girl attending a Christian high school becomes pregnant, she finds herself ostracized and demonized, as all of her former friends turn on her.",English,"USA, Canada",1 win & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.7,"43,318",tt0332375,movie,05 Oct 2004,"$8,786,715",MGM,N/A,True
Secret Window,2004,PG-13,12 Mar 2004,96 min,"Drama, Mystery, Thriller",David Koepp,"Stephen King (novel), David Koepp (screenplay)","Johnny Depp, John Turturro, Maria Bello, Timothy Hutton",A successful writer in the midst of a painful divorce is stalked at his remote lake house by a would-be scribe who accuses him of plagiarism.,English,USA,3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.6,"172,910",tt0363988,movie,22 Jun 2004,"$47,781,388",Columbia Pictures,N/A,True
Meet the Fockers,2004,PG-13,22 Dec 2004,115 min,"Comedy, Romance",Jay Roach,"Greg Glienna (characters), Mary Ruth Clarke (characters), Jim Herzfeld (story), Marc Hyman (story), Jim Herzfeld (screenplay), John Hamburg (screenplay)","Robert De Niro, Ben Stiller, Dustin Hoffman, Barbra Streisand",All hell breaks loose when the Byrnes family meets the Focker family for the first time.,"English, Spanish, Hebrew",USA,2 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.3,"241,223",tt0290002,movie,26 Apr 2005,"$279,167,575",Universal Pictures,N/A,True
Taking Lives,2004,R,19 Mar 2004,103 min,"Crime, Mystery, Thriller",D.J. Caruso,"Michael Pye (novel), Jon Bokenkamp (screen story), Jon Bokenkamp (screenplay)","Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands",An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,"English, French",USA,4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.2,"76,039",tt0364045,movie,17 Aug 2004,"$32,634,479",Warner Bros.,N/A,True
Ella Enchanted,2004,PG,09 Apr 2004,96 min,"Comedy, Family, Fantasy, Romance",Tommy O'Haver,"Laurie Craig (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Jennifer Heath (screenplay), Michele J. Wolff (screenplay), Gail Carson Levine (based on the book by)","Anne Hathaway, Hugh Dancy, Cary Elwes, Aidan McArdle","Ella is under a spell to be constantly obedient, a fact she must hide from her new step-family in order to protect the prince of the land, her friend for whom she's falling.",English,"USA, Ireland, UK",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.2,"58,377",tt0327679,movie,24 Aug 2004,"$22,811,339",Miramax Films,N/A,True
The Ladykillers,2004,R,26 Mar 2004,104 min,"Comedy, Crime, Thriller","Ethan Coen, Joel Coen","Joel Coen (screenplay), Ethan Coen (screenplay), William Rose (movie ""The Ladykillers"")","Tom Hanks, Irma P. Hall, Marlon Wayans, J.K. Simmons","An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.","English, Vietnamese",USA,5 wins & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.2,"95,184",tt0335245,movie,07 Sep 2004,N/A,Buena Vista Pictures,N/A,True
Dirty Dancing: Havana Nights,2004,PG-13,27 Feb 2004,86 min,"Drama, Music, Romance",Guy Ferland,"Kate Gunzinger (story), Peter Sagal (story), Boaz Yakin (screenplay), Victoria Arch (screenplay)","Diego Luna, Romola Garai, Sela Ward, John Slattery","High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.","English, Spanish",USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.0,"25,550",tt0338096,movie,20 Jul 2004,"$14,140,215",Artisan Entertainment,N/A,True
Garden State,2004,R,20 Aug 2004,102 min,"Comedy, Drama, Romance",Zach Braff,Zach Braff,"Zach Braff, Kenneth Graymez, George C. Wolfe, Austin Lysy",A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.,"English, Klingon",USA,13 wins & 38 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.4,"202,298",tt0333766,movie,28 Dec 2004,"$26,706,668",Fox Searchlight,N/A,True
Vanity Fair,2004,PG-13,01 Sep 2004,141 min,Drama,Mira Nair,"Matthew Faulk (screenplay), Mark Skeet (screenplay), Julian Fellowes (screenplay), William Makepeace Thackeray (novel)","Gabriel Byrne, Angelica Mandy, Roger Lloyd Pack, Ruth Sheen","Growing up poor in London, Becky Sharp defies her poverty-stricken background and ascends the social ladder alongside her best friend, Amelia.","English, French, German","USA, UK, India",2 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.2,"19,832",tt0241025,movie,01 Feb 2005,"$16,052,032",Focus Features,N/A,True
Raise Your Voice,2004,PG,08 Oct 2004,103 min,"Family, Music, Musical, Romance",Sean McNamara,"Mitch Rotter (story), Sam Schreiber (screenplay)","Hilary Duff, Oliver James, David Keith, Dana Davis",A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.,"English, French",USA,2 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.9,"25,798",tt0361696,movie,15 Feb 2005,"$10,411,980",New Line Cinema,N/A,True
Ray,2004,PG-13,29 Oct 2004,152 min,"Biography, Drama, Music",Taylor Hackford,"Taylor Hackford (story), James L. White (story), James L. White (screenplay)","Jamie Foxx, Kerry Washington, Regina King, Clifton Powell","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",English,USA,Won 2 Oscars. Another 52 wins & 54 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.7,"129,858",tt0350258,movie,01 Feb 2005,"$75,000,000",Universal Pictures,N/A,True
Chasing Liberty,2004,PG-13,09 Jan 2004,111 min,"Comedy, Romance",Andy Cadiff,"Derek Guiley, David Schneiderman","Mandy Moore, Stark Sands, Tony Jayawardena, Jeremy Piven",Anna wants to be like other girls her age (18): date a guy etc. but she's the US president's daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.,"English, French, German, Hebrew, Italian, Spanish","USA, UK",5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.1,"34,714",tt0360139,movie,28 Sep 2004,N/A,N/A,N/A,True
Un long dimanche de fiançailles: le making-of,2004,N/A,30 Oct 2004,26 min,Documentary,Julien Lecat,N/A,"Dominique Bettenfeld, Aline Bonetto, Alain Carsoux, Marion Cotillard",N/A,French,France,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,49,tt0447666,movie,N/A,N/A,N/A,N/A,True
Anacondas: The Hunt for the Blood Orchid,2004,PG-13,27 Aug 2004,97 min,"Action, Adventure, Horror, Thriller",Dwight H. Little,"Hans Bauer, Jim Cash, Jack Epps Jr., Hans Bauer (story), Jim Cash (story), Jack Epps Jr. (story), John Claflin (screenplay), Daniel Zelman (screenplay), Michael Miner (screenplay), Edward Neumeier (screenplay)","Johnny Messner, KaDee Strickland, Matthew Marsden, Nicholas Gonzalez","A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other.","English, Indonesian",USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,4.6,"26,813",tt0366174,movie,21 Dec 2004,"$31,500,000",Sony Pictures Releasing,N/A,True
Speak,2004,PG-13,20 Jan 2004,89 min,Drama,Jessica Sharzer,"Laurie Halse Anderson (novel), Jessica Sharzer (screenplay), Annie Young Frisbie (screenplay)","Kristen Stewart, Elizabeth Perkins, Dick Hagerman, Allison Siko","After a blurred trauma over the summer, Melinda enters high school a selective mute. Struggling with school, friends, and family, she tells the dark tale of her experiences, and why she has chosen not to speak.",English,USA,2 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"23,574",tt0378793,movie,27 Sep 2005,N/A,Fred Berner Films,N/A,True
Club Dread,2004,R,27 Feb 2004,104 min,"Comedy, Horror, Mystery, Thriller",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","Elena Lyons, Dan Montgomery Jr., Tanja Reichert, Nat Faxon",When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,English,"USA, Mexico",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.7,"27,021",tt0331953,movie,25 May 2004,"$4,559,739",Fox Searchlight Pictures,N/A,True
Along Came Polly,2004,PG-13,16 Jan 2004,90 min,"Comedy, Romance",John Hamburg,John Hamburg,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing",A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.,"English, Spanish",USA,1 win & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.9,"120,231",tt0343135,movie,08 Jun 2004,"$87,856,565",Universal Pictures,N/A,True
Shall We Dance,2004,PG-13,15 Oct 2004,106 min,"Comedy, Drama, Music, Romance",Peter Chelsom,"Masayuki Suo, Audrey Wells (screenplay)","Richard Gere, Jennifer Lopez, Susan Sarandon, Lisa Ann Walter","A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.",English,USA,7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.1,"41,221",tt0358135,movie,01 Feb 2005,"$57,825,111",Miramax Films,N/A,True
Spanglish,2004,PG-13,17 Dec 2004,131 min,"Comedy, Drama, Romance",James L. Brooks,James L. Brooks,"Adam Sandler, Téa Leoni, Paz Vega, Cloris Leachman","A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.","English, Spanish",USA,Nominated for 1 Golden Globe. Another 5 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.4,"74,759",tt0371246,movie,05 Apr 2005,"$42,044,321",Sony Pictures Entertainment,N/A,True
After the Sunset,2004,PG-13,12 Nov 2004,97 min,"Action, Comedy, Crime, Drama",Brett Ratner,"Paul Zbyszewski (story), Paul Zbyszewski (screenplay), Craig Rosenberg (screenplay)","Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle","The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that.",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.3,"42,779",tt0367479,movie,29 Mar 2005,"$28,300,000",New Line Cinema,N/A,True
The Manchurian Candidate,2004,R,30 Jul 2004,129 min,"Drama, Mystery, Sci-Fi, Thriller",Jonathan Demme,"Richard Condon (novel), George Axelrod, Daniel Pyne (screenplay), Dean Georgaris (screenplay)","Jeffrey Wright, Pablo Schreiber, Anthony Mackie, Dorian Missick","In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes.",English,USA,Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.6,"98,591",tt0368008,movie,21 Dec 2004,"$65,700,000",Paramount Pictures,N/A,True
Finding Neverland,2004,PG,17 Dec 2004,106 min,"Biography, Drama, Family",Marc Forster,"Allan Knee (play), David Magee (screenplay)","Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,English,"USA, UK",Won 1 Oscar. Another 19 wins & 80 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.7,"192,408",tt0308644,movie,22 Mar 2005,N/A,Miramax Films,N/A,True
Resident Evil: Apocalypse,2004,R,10 Sep 2004,94 min,"Action, Horror, Sci-Fi, Thriller",Alexander Witt,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann",Alice wakes up in Racoon city hospital after the city has been overrun by zombies. Alice must now make it out of the city before a mucilage bomb is dropped on the city.,English,"Germany, France, UK, Canada, USA",6 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.2,"177,567",tt0318627,movie,04 Sep 2007,"$50,600,000",Sony Pictures,N/A,True
Without a Paddle,2004,PG-13,20 Aug 2004,95 min,"Adventure, Comedy, Mystery",Steven Brill,"Fred Wolf (story), Harris Goldberg (story), Tom Nursall (story), Jay Leggett (screenplay), Mitch Rouse (screenplay)","Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell","After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results.",English,"USA, New Zealand",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.9,"42,494",tt0364751,movie,11 Jan 2005,"$58,156,435",Paramount Pictures,N/A,True
Primer,2004,PG-13,27 May 2005,77 min,"Drama, Sci-Fi, Thriller",Shane Carruth,Shane Carruth,"Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya","Four friends/fledgling entrepreneurs, knowing that there's something bigger and more innovative than the different error-checking devices they've built, wrestle over their new invention.","English, French",USA,3 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"91,252",tt0390384,movie,05 Apr 2005,"$392,420",ThinkFilm,N/A,True
