Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Slumdog Millionaire,2008,R,25 Dec 2008,120 min,"Drama, Romance","Danny Boyle, Loveleen Tandan(co-director)","Simon Beaufoy (screenplay), Vikas Swarup (novel)","Dev Patel, Saurabh Shukla, Anil Kapoor, Raj Zutshi","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""","English, Hindi, French, German","UK, India",Won 8 Oscars. Another 144 wins & 126 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.0,"758,682",tt1010048,movie,31 Mar 2009,"$141,243,551",Fox Searchlight Pictures,N/A,True
Mamma Mia!,2008,PG-13,18 Jul 2008,108 min,"Comedy, Musical, Romance",Phyllida Lloyd,"Catherine Johnson (screenplay), Catherine Johnson (musical book)","Amanda Seyfried, Stellan Skarsgård, Pierce Brosnan, Nancy Baldwin",The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,"English, Greek","USA, UK, Germany",Nominated for 2 Golden Globes. Another 15 wins & 24 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.4,"199,261",tt0795421,movie,16 Dec 2008,"$143,704,210",Universal Pictures,N/A,True
The Chronicles of Narnia: Prince Caspian,2008,PG,16 May 2008,150 min,"Action, Adventure, Family, Fantasy",Andrew Adamson,"Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (novel)","Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley","The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",English,"USA, Poland, Slovenia, Czech Republic, UK",2 wins & 20 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.5,"183,066",tt0499448,movie,02 Dec 2008,"$141,614,023",Walt Disney Pictures,N/A,True
"Synecdoche, New York",2008,R,21 Nov 2008,124 min,"Comedy, Drama",Charlie Kaufman,Charlie Kaufman,"Philip Seymour Hoffman, Catherine Keener, Sadie Goldstein, Tom Noonan","A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.","English, German",USA,8 wins & 28 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.6,"74,259",tt0383028,movie,31 Mar 2009,"$3,000,000",Sydney Kimmel Entertainment,N/A,True
Get Smart,2008,PG-13,20 Jun 2008,110 min,"Action, Adventure, Comedy",Peter Segal,"Tom J. Astle, Matt Ember, Mel Brooks (characters), Buck Henry (characters)","Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin","Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.","English, Russian, Punjabi, Arabic",USA,2 wins & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.5,"193,456",tt0425061,movie,04 Nov 2008,"$130,246,343",Warner Bros. Pictures,N/A,True
Taken,2008,PG-13,30 Jan 2009,94 min,"Action, Thriller",Pierre Morel,"Luc Besson, Robert Mark Kamen","Liam Neeson, Maggie Grace, Leland Orser, Jon Gries","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","English, French, Albanian, Arabic","France, USA",2 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.8,"543,827",tt0936501,movie,12 May 2009,"$144,924,285",20th Century Fox,N/A,True
Star Wars: The Clone Wars,2008,PG,15 Aug 2008,98 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",Dave Filoni,"Henry Gilroy, Steven Melching, Scott Murphy","Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker","After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission.",English,USA,3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.9,"51,129",tt1185834,movie,11 Nov 2008,"$35,089,551",Warner Bros. Pictures,N/A,True
In Bruges,2008,R,29 Feb 2008,107 min,"Comedy, Crime, Drama, Thriller",Martin McDonagh,Martin McDonagh,"Elizabeth Berrington, Rudy Blomme, Olivier Bonjour, Mark Donovan","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",English,"UK, USA",Nominated for 1 Oscar. Another 24 wins & 53 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.9,"369,337",tt0780536,movie,24 Jun 2008,"$7,550,836",Focus Features,N/A,True
Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,22 May 2008,122 min,"Action, Adventure",Steven Spielberg,"David Koepp (screenplay), George Lucas (story), Jeff Nathanson (story), George Lucas (characters), Philip Kaufman (characters)","Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf","In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.","English, German, Russian",USA,Nominated for 1 BAFTA Film Award. Another 10 wins & 35 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.1,"400,596",tt0367882,movie,14 Oct 2008,"$316,957,122",Paramount Pictures,N/A,True
Gran Torino,2008,R,09 Jan 2009,116 min,Drama,Clint Eastwood,"Nick Schenk (screenplay), Dave Johannson (story), Nick Schenk (story)","Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her","Disgruntled Korean War veteran Walt Kowalski (Clint Eastwood) sets out to reform his neighbor, Thao Lor (Bee Vang), a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","English, Hmong","Germany, USA",Nominated for 1 Golden Globe. Another 20 wins & 17 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,8.1,"681,826",tt1205489,movie,09 Jun 2009,"$148,055,047",Warner Bros. Pictures/Village Roadshow,N/A,True
Forgetting Sarah Marshall,2008,R,18 Apr 2008,111 min,"Comedy, Drama, Romance",Nicholas Stoller,Jason Segel,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.","English, Hawaiian, German, Japanese",USA,4 wins & 19 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.1,"251,235",tt0800039,movie,05 Oct 2008,"$62,900,000",Universal Pictures,N/A,True
Body of Lies,2008,R,10 Oct 2008,128 min,"Action, Drama, Thriller",Ridley Scott,"William Monahan (screenplay), David Ignatius (novel)","Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani",A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,"English, Arabic","USA, UK",2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.1,"201,771",tt0758774,movie,17 Feb 2009,"$39,380,442",Warner Bros. Pictures,N/A,True
Yes Man,2008,PG-13,19 Dec 2008,104 min,"Comedy, Romance",Peyton Reed,"Nicholas Stoller (screenplay), Jarrad Paul (screenplay), Andrew Mogel (screenplay), Danny Wallace (book)","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins","A man challenges himself to say ""yes"" to everything for an entire year.","English, Korean, Estonian","USA, UK",3 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.8,"315,671",tt1068680,movie,07 Apr 2009,"$97,600,000",Warner Bros. Pictures/Village Roadshow,N/A,True
Martyrs,2008,R,03 Sep 2008,99 min,Horror,Pascal Laugier,Pascal Laugier,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin, Robert Toupin","A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",French,"France, Canada",7 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",N/A,7.1,"76,554",tt1029234,movie,24 Mar 2009,N/A,Bir Film,N/A,True
Revolutionary Road,2008,R,23 Jan 2009,119 min,"Drama, Romance",Sam Mendes,"Justin Haythe (screenplay), Richard Yates (novel)","Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie",A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,English,"USA, UK",Nominated for 3 Oscars. Another 19 wins & 67 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.3,"181,855",tt0959337,movie,02 Jun 2009,"$22,877,808",Paramount Vantage,N/A,True
Hancock,2008,PG-13,02 Jul 2008,92 min,"Action, Fantasy",Peter Berg,"Vincent Ngo, Vince Gilligan","Will Smith, Charlize Theron, Jason Bateman, Jae Head",Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,"Vietnamese, English, Japanese",USA,4 wins & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.4,"418,921",tt0448157,movie,25 Nov 2008,"$227,946,274",Columbia Pictures,N/A,True
Quantum of Solace,2008,PG-13,14 Nov 2008,106 min,"Action, Adventure, Thriller",Marc Forster,"Paul Haggis, Neal Purvis, Robert Wade","Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.,"English, Spanish, Italian, French, Swiss German, German","UK, USA",Nominated for 2 BAFTA Film Awards. Another 4 wins & 30 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"382,719",tt0830515,movie,24 Mar 2009,"$168,400,000",Sony/MGM,N/A,True
Journey to the Center of the Earth,2008,PG,11 Jul 2008,93 min,"Action, Adventure, Family, Fantasy, Sci-Fi",Eric Brevig,"Michael D. Weiss (screenplay), Jennifer Flackett (screenplay), Mark Levin (screenplay), Jules Verne (novel)","Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","English, Icelandic, Italian",USA,3 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.8,"106,297",tt0373051,movie,28 Oct 2008,"$101,653,320",Warner Bros. Pictures,N/A,True
Wanted,2008,R,27 Jun 2008,110 min,"Action, Crime, Fantasy, Thriller",Timur Bekmambetov,"Michael Brandt (screenplay), Derek Haas (screenplay), Chris Morgan (screenplay), Michael Brandt (story), Derek Haas (story), Mark Millar (comic book series), J.G. Jones (comic book series)","James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp",A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,English,"USA, Germany",Nominated for 2 Oscars. Another 4 wins & 20 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.7,"345,795",tt0493464,movie,02 Dec 2008,"$134,294,280",Universal Pictures,N/A,True
Kung Fu Panda,2008,PG,06 Jun 2008,92 min,"Animation, Action, Adventure, Comedy, Family","Mark Osborne, John Stevenson","Jonathan Aibel (screenplay), Glenn Berger (screenplay), Ethan Reiff (story), Cyrus Voris (story)","Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",English,USA,Nominated for 1 Oscar. Another 14 wins & 37 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.5,"391,529",tt0441773,movie,09 Nov 2008,"$215,395,021",Paramount Pictures,N/A,True
Disaster Movie,2008,PG-13,29 Aug 2008,87 min,Comedy,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Matt Lanter, Vanessa Lachey, Gary 'G. Thang' Johnson, Nicole Parker","Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.",English,USA,1 win & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '1.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",15,1.9,"83,799",tt1213644,movie,06 Jan 2009,"$14,174,654",Lionsgate,N/A,True
You Don't Mess with the Zohan,2008,PG-13,06 Jun 2008,113 min,Comedy,Dennis Dugan,"Adam Sandler, Robert Smigel, Judd Apatow","Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,"English, Hebrew",USA,2 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.5,"179,175",tt0960144,movie,07 Oct 2008,"$100,018,837",Sony Pictures,N/A,True
Sex and the City,2008,R,30 May 2008,145 min,"Comedy, Drama, Romance",Michael Patrick King,"Michael Patrick King, Candace Bushnell (book), Darren Star (television series creator)","Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,English,USA,2 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.6,"111,832",tt1000774,movie,23 Sep 2008,"$152,595,674",Warner Bros. Pictures,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,
21,2008,PG-13,28 Mar 2008,123 min,"Crime, Drama, History, Thriller",Robert Luketic,"Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",English,USA,1 win & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.8,"216,750",tt0478087,movie,22 Jul 2008,"$81,159,365",Sony/Columbia Pictures,N/A,True
The Reader,2008,R,30 Jan 2009,124 min,"Drama, Romance",Stephen Daldry,"David Hare (screenplay), Bernhard Schlink (book)","Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet","Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.","English, German, Greek, Latin","Germany, USA",Won 1 Oscar. Another 25 wins & 47 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.6,"220,192",tt0976051,movie,14 Apr 2009,"$34,111,418",The Weinstein Co./MGM,N/A,True
Seven Pounds,2008,PG-13,19 Dec 2008,123 min,Drama,Gabriele Muccino,Grant Nieporte,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy",A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,"English, Spanish",USA,5 wins & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,7.6,"272,226",tt0814314,movie,31 Mar 2009,"$69,951,824",Sony Pictures,N/A,True
The House Bunny,2008,PG-13,22 Aug 2008,97 min,"Comedy, Romance",Fred Wolf,"Karen McCullah, Kirsten Smith","Anna Faris, Colin Hanks, Emma Stone, Kat Dennings","After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,5.5,"75,562",tt0852713,movie,19 Dec 2008,"$48,237,389",Sony Pictures/Columbia,N/A,True
Burn After Reading,2008,R,12 Sep 2008,96 min,"Comedy, Crime, Drama, Thriller","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","George Clooney, Frances McDormand, Brad Pitt, John Malkovich",A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,English,"USA, UK, France",Nominated for 2 Golden Globes. Another 5 wins & 27 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,"292,892",tt0887883,movie,21 Dec 2008,"$60,338,891",Focus Features,N/A,True
Sex Drive,2008,R,17 Oct 2008,109 min,"Comedy, Romance",Sean Anders,"Sean Anders (screenplay), John Morris (screenplay), Andy Behrens (book)","Josh Zuckerman, Amanda Crew, Clark Duke, James Marsden",A high school senior drives cross-country with his best friends to hook up with a babe he met online.,English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.5,"80,696",tt1135985,movie,24 Feb 2009,"$8,364,827",Summit Entertainment,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Jumper,2008,PG-13,14 Feb 2008,88 min,"Action, Adventure, Sci-Fi, Thriller",Doug Liman,"David S. Goyer (screenplay), Jim Uhls (screenplay), Simon Kinberg (screenplay), Steven Gould (novel)","Hayden Christensen, Jamie Bell, Rachel Bilson, Diane Lane",A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,"English, Italian, Japanese, Mandarin","USA, Canada, Mexico, Spain, Italy",2 wins & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.1,"275,625",tt0489099,movie,10 Jun 2008,"$80,055,499",20th Century Fox,N/A,True
