id,fid,name,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects
tt1245112,1245112.0,[Rec] 2,85,"['Jonathan D. Mellor', 'Óscar Zafra', 'Ariel Casas', 'Alejandro Casaseca', 'Pablo Rosso', 'Rafa Parra', 'Pep Molina', 'Andrea Ros', 'Àlex Batllori', 'Pau Poch', 'Juli Fàbregas', 'Ferran Terraza', 'Claudia Silva', 'Martha Carbonell', 'Jorge-Yamam Serrano', 'Ana Isabel Velásquez', 'Carlos Lasarte', 'Chen Min Kao', 'Akemi Goto', 'David Vert', 'Carlos Olalla', 'Anna García Cuartero', 'Héctor Vidales', 'Lazzaro E. Oertli Ortiz', 'Alex Lameiro Blanch', 'Joan Hostench Martínez', 'Oscar Foronda', 'Manuela Velasco', 'Marga Villalonga', 'Ana Domínguez Ortiz', 'Laura Díez Mora', 'Sandra García', 'Gerard Espert', 'Jaume Balagueró', 'Paco Plaza', 'Nico Baixas', 'Javier Botet', 'Albert Grabuleda Capdevila', 'Pere Vall']","['Adventure', 'Horror', 'Mystery', 'Thriller']",['es'],['es'],R,5600000.0,,,6.5,65375.0,02 Oct 2009 (Spain),[Rec] 2,Jaume Balagueró,Jaume Balagueró,Manu Díaz,Carlos Fernández,Julio Fernández,Filmax,Televisión Española (TVE),,David Gallart,Pablo Rosso,,Adela Batiste,Rubén Algarra
tt1107860,1107860.0,The Maiden Heist,90,"['Christopher Walken', 'Joseph McKenna', 'Wynn Everett', 'Patricia B. Till', 'Marcia Gay Harden', 'Bhavesh Patel', 'Todd Weeks', 'Philip Dorn Hebert', 'Morgan Freeman', 'William H. Macy', 'Jim Chiros', 'Breckin Meyer', 'Stephen Stapinski', 'Bates Wilder', 'Anthony Cascio', 'Naheem R. Garcia', 'David J. Curtis', 'Bart A. Piscitello Jr.', 'James Welu', 'Christy Scott Cashman', 'Peter Darrigo', 'Douglass Bowen Flynn', 'Dale F. Appel', 'Ellen Becker-Gray', 'Beau C. Bedugnis', 'Eric Bruno Borgman', 'Joshua Brown', 'Gail Bruno', 'Burke Bryant', 'Lorenne Clarke', 'Vic Clay', 'Desiree April Connolly', 'Michael Anthony Coppola', 'Victoria Cyr', 'Elisangela DiAlencar', 'Roger Dillingham Jr.', 'Vincent J. Earnshaw', 'Scott C England', 'Keith Fluker', 'Shawn Fogarty', 'Jim Ford', 'David J. Garfield', 'Albert Gornie', 'Sophya Gudelman', 'Patrick Mel Hayes', 'Mark Hemphill', 'Eric Hofer', 'Lawrence Hollie', 'Edmund J. Janas', 'Marcela Jaramillo', 'Kimmie Johnson', 'Haytham Kandil', 'Glenn W. Kane', 'Jon Korzeniowski', 'Dan Marshall', 'Robert Masiello', 'Paul McGillicuddy', 'Todd Mello', 'Luis Moco', 'Tarek Moussa', ""Michael P. O'Toole"", 'Giovanni Pantaleo', 'Michael J. Peluso', 'Osmani Rodriguez', 'Edward A. Sherman IV', 'Billy Silvia', 'Lars-Erik J. Siren', 'Ben Skinner', 'Rich Skinner', 'Chuck Slavin', 'Vyvian B. Stevens', 'Kal Thompson', 'Fraser Townley', 'Amanda Wall', 'Donald Warnock', 'A.G. Wilde', 'Rob Williams', 'Jimm Wilson', 'Ashley Wolfe', 'Darryl Wooten', 'Adam Zalt']","['Comedy', 'Crime']",['us'],['en'],PG-13,20000000.0,,,6.1,14880.0,08 Jul 2010 (Portugal),The Maiden Heist,Peter Hewitt,Michael LeSieur,,Dennis Brown,Morgan Freeman,Yari Film Group (YFG),Revelations Entertainment,Rupert Gregson-Williams,Carole Kravetz Aykanian,Ueli Steiger,Lisa Nilsson,Paul F. Bernard,Briana Aeby
tt1318044,1318044.0,American Virgin,88,"['Jenna Dewan', 'Bo Burnham', 'Brianne Davis', 'Rob Schneider', 'Elan Moss-Bachrach', 'Chase Ryan Jeffery', 'Ashley Schneider', 'Ben Marten', 'Bridgette Pechman', 'Michael Dailey', 'Jean Lyle Lepard', 'Sarah Habel', 'Samantha Moltmaker', 'Matt Lockwood', 'Ruth Crawford', 'Jacquelyn Evola', 'David Fletcher', 'Andrea Langmeyer', 'Barbara Dacko', 'Brian Matthew Richardson', 'Tom Whalen', 'Alisha Gellin', 'Duncan Hursley', 'Alexander Zikakis', 'Kyra D. Jackson', 'Bettina Beckman', 'Brandan Gugula', 'Andrea Harrison', 'Connell Brown', 'Renee Scavone', 'Stephanie Scarletta', 'Karan Batta', 'Gary Wojnar', 'Jodi Gabrielle Beals', 'Ryan Buck', 'Ron Causey', 'Matthew Cieslinski', 'Tobias Dawson', 'Anna Dutcher', 'Scott Joel Gizicki', 'Dave Kilgore', 'Brad Leo Lyon', 'Mary Mac', 'William S. McIntire', 'Jessica McLarty', 'Tiffany Osborne', 'Jacqueline Pruder', 'Donald Schell', 'Patrick Shaltry', 'Carson Taylor', 'Garrett Thierry', 'Brynn Alana Titone', 'Brett VanDunk', 'Amanda Wright']",['Comedy'],['us'],['en'],R,4000000.0,,,4.3,7401.0,19 May 2010 (Philippines),American Virgin,Clare Kilner,Jeff Seeman,,S.F. Atkins,Charles Arthur Berg,,,John Hunter,Keith A. Cox,Oliver Curtis,Kim Thrasher,Paul Silver,Kent Demaine
tt0437405,437405.0,Paper Man,110,"['Lisa Kudrow', 'Jeff Daniels', 'Ryan Reynolds', 'Emma Stone', 'Kieran Culkin', 'Hunter Parrish', 'Eric Gilliland', 'Louis Rosario', 'Conrad Wolfe', 'Arabella Field', 'Chris Parnell', 'Brian T. Finney', 'Brian Patrick Russell', 'Jill Shackner', ""Violet O'Neill"", 'Michael Heintzman']","['Comedy', 'Drama']",['us'],['en'],R,,"$8,613, 25 Apr 2010",,6.6,17568.0,01 May 2014 (South Korea),Paper Man,Kieran Mulroney,Michele Mulroney,Kieran Mulroney,Guymon Casady,Dan Fireman,Artfire Films,Entertainment 360,Mark McAdam,Sam Seig,Eigil Bryld,Betsy Klompus,David Blazina,Randall Balsmeyer
tt1147684,1147684.0,Forget Me Not,103,"['Carly Schroeder', 'Cody Linley', 'Micah Alberti', 'Brie Gabrielle', 'Jillian Murray', 'Zachary Abel', 'Sean Wing', 'Chloe Bridges', 'Brittany Renee Finamore', 'Bella Thorne', 'Courtney Biggs', 'Barbara Bain', 'Dan Gauthier', 'Christopher Atkins', 'Julie Janney', 'Marc McTizic', 'Mark Kemble', 'Sam Endicott', 'Charles Dierkop', 'Alex Mauriello', 'Robby D. Bruce', 'Joey Luthman', 'Kenton Duty', 'Sacha Edwards', 'Kylie Chalfa', 'Johnny Latson', 'Saige Ryan', 'Ron Roggé', 'Ward Swan', 'Roxana Ortega', 'Fiona Goodwin', 'Jamieson Stern', 'Brian David Graves', 'Lauren Graves', 'Christina Gabrielle', 'Raven Lexy', 'Roberto Quijano', 'Wencke Synak', 'Lindsey Warm']","['Horror', 'Romance', 'Thriller']",['us'],['en'],R,1300000.0,,,5.2,5573.0,03 Aug 2011 (Philippines),Forget Me Not,Tyler Oliver,Jamieson Stern,Tyler Oliver,Charles M. Fries,Sanford Hampton,Capstone Entertainment Group,Vindicated Pictures,Elia Cmiral,Radu Ion,Eric Leach,Marcel Victor Prefontaine,Matthew Ackerson,Andrew Bardusk
tt1134629,1134629.0,The Private Lives of Pippa Lee,98,"['Robin Wright', 'Mike Binder', 'Alan Arkin', 'Winona Ryder', 'Ryan McDonald', 'Cornel West', 'Maria Bello', 'Arnie Burton', 'Tim Guinee', 'Drew Beasley', 'Madeline McNulty', 'Beckett Melville', 'Zoe Kazan', 'Billy Wheelan', 'Shirley Knight', 'Keanu Reeves', 'Joan Copeland', 'J.R. Horne', 'Blake Lively', 'Adam Shonkwiler', 'Richard DeDomenico', 'Robin Weigert', 'Julianne Moore', 'Christin Sawyer Davis', 'Dan DeLuca', 'Adam Grupper', 'Sean-Michael Bowles', 'Audrey Lynn Weston', 'Sean Casey', 'Monica Bellucci', 'Angela Trento', 'Teresa Yenque', 'Lola Pashalinski', 'Myra Lucretia Taylor', 'Annie Purcell', 'Marc Alan Austen', 'David Boston', 'Andrew Bradley', 'Edie Hofstatter', 'Marca Leigh', 'Shane Mehigan', 'Rich Rothbell', 'Harry L. Seddon']","['Comedy', 'Drama', 'Romance']",['us'],['en'],R,,,,6.4,12461.0,10 Jul 2009 (UK),The Private Lives of Pippa Lee,Rebecca Miller,Rebecca Miller,,Jean-Luc De Fanti,Jill Footlick,Grand Army Entertainment,IM Global,Michael Rohatyn,Sabine Hoffman,Declan Quinn,Cherish M. Hale,Francois Caillaud,Glen Bennett
tt1248971,1248971.0,Cherrybomb,86,"['Rupert Grint', 'Robert Sheehan', 'James Nesbitt', 'Niamh Quinn', 'Paul Kennedy', 'Conor MacNeill', 'Greer Ellison', 'Kat Kirk', 'Kimberley Nixon', 'Kathy Kiera Clarke', 'Lalor Roddy', 'Paul Garrett', 'Paul Caddell', 'Richard Orr', 'Bronach Lawlor', 'Maggie Hayes', 'Markus Allan Black']","['Drama', 'Thriller']",['gb'],['en'],Not Rated,,,,5.9,6851.0,23 Apr 2010 (UK),Cherrybomb,Lisa Barros D'Sa,Daragh Carville,,Simon Bosanquet,Michael Casey,Generator Entertainment,Green Park Films,Stephen Hilton,Nick Emerson,Damien Elliott,,Sean Roe Curran,Aled Rhys Jones
tt1268809,1268809.0,Night of the Demons,93,"['Tatyana Kanavka', 'Michael Arata', 'Shannon Elizabeth', 'Linnea Quigley', 'Bryce Arata', 'Addy Rome', 'John F. Beach', 'Michael Copon', 'Zachary James Bernard', 'Diora Baird', 'Monica Keena', 'Bobbi Sue Luther', 'Edward Furlong', 'Irina Beskaravaynaya', 'Jamie Harris', 'Delilah Donovan', 'Tiffany Shepis', 'Hans Longo', 'Tiffany Jackson', 'Erica Grant', 'Lance E. Nichols', 'Eric F. Adams', 'Noor Alhomsi', 'Garrett Allain', 'Cameron Boudreaux-Hose', 'Tony Brown', 'Deejay Buras', 'Janine Habeck', 'Levi Holiman', 'Jade Michael LaFont', 'Natalie Nicole', 'Holly Rochelle', 'Valerie Rodriguez', 'Antoine Spillers', 'Oakley Stevenson', 'Elizabeth Tranchant', 'Ben Dennis Webster']","['Action', 'Comedy', 'Horror', 'Thriller']",['us'],"['en', 'ru']",R,10000000.0,,,4.7,6813.0,26 May 2011 (Argentina),Night of the Demons,Adam Gierasch,Jace Anderson,Adam Gierasch,Michael Arata,Jerry Daigle,Cold Fusion Media Group,Parallel Media,Joseph Bishara,Andrew Cohen,Yaron Levy,Michelle Marchand II,Clay Achee,Brian Dickett
tt0910554,910554.0,Frequently Asked Questions About Time Travel,83,"[""Chris O'Dowd"", 'Marc Wootton', 'Dean Lennox Kelly', 'Anna Faris', 'Meredith MacNeill', 'Ray Gardner', 'Nick Ewans', 'Arthur Nightingale', 'Paul Adams', 'Dario Attanasio', 'John Snowden', 'John Warman']","['Comedy', 'Sci-Fi']",['gb'],['en'],PG-13,,,,7.1,30903.0,24 Apr 2009 (UK),Frequently Asked Questions About Time Travel,Gareth Carrivick,Jamie Mathieson,,Charlotte Ashby,Michas Kotz,BBC Films,Dog Lamp Films,James L. Venable,Chris Blunden,John Pardue,Tina Charad,Vicki Allen,Geoffrey R. Case
tt1183921,1183921.0,The Vicious Kind,92,"['Adam Scott', 'Brittany Snow', 'Alex Frost', 'J.K. Simmons', 'Vittorio Brahm', 'Bill Buell', 'Alysia Reiner', 'Kate Krieger', 'Jordan Reid', 'Anne Gill', 'Emily Jo', 'Jim Ford', 'Kevin Rogers', 'Rebecca Nickeas', 'Robert Bizik', 'Angela Wheaton']","['Comedy', 'Drama']",['us'],['en'],R,,,,7.0,7315.0,,The Vicious Kind,Lee Toland Krieger,Lee Toland Krieger,,Shahrzad Davani,Dallas Dickinson,72nd Street Productions,Candleridge Entertainment,Jeff Cardoni,Gino Roy,Bradley Stonesifer,,Frank Dauro,Aaron Peak
tt1135487,1135487.0,Duplicity,125,"['Clive Owen', 'Julia Roberts', 'Tom Wilkinson', 'Paul Giamatti', 'Dan Daily', 'Lisa Roberts Gillan', 'David Shumbris', 'Rick Worthy', 'Oleg Stefan', ""Denis O'Hare"", 'Kathleen Chalfant', 'Khan Baykal', 'Tom McCarthy', 'Wayne Duvall', 'Fabrizio Brienza', 'Lucia Grillo', 'Carrie Preston', 'Conan McCarty', 'Kirby Mitchell', 'Christopher Denham', 'Christopher Mann', 'Seth Kirschner', 'Karl Bury', 'Happy Anderson', 'James Cronin', 'Esther Pringle', 'Mary Anne Prevost', 'Annabel Seymour', 'Sandy Hamilton', 'Ulrich Thomsen', 'Helen Elswit', 'Samantha Stark', 'Michele Melega', 'Brandon Slagle', 'George Aloi', 'Sakinah Bingham', 'Robert Bizik', 'David Boston', 'Jackie Brown', 'Hélène Cardona', 'Peter Conboy', 'Noel Elie', 'Elli', 'Daniel Fainman', 'Ashley-Rebekah Faulkner', 'Cassidy Gard', 'Ronald E. Giles', 'Warrington Gillette', 'Philip Greene', 'Jeff Grossman', 'Jonathan Hart', 'Gina Hernandez', 'Moe Hindi', 'Michael Jeremiah', 'Edgar Jimz', 'Arnold Y. Kim', 'Emily Kincaid', 'Christopher King', 'Steven J. Klaszky', 'Ashley Klein', 'Timothy Knock', 'Stanley Krajewski', 'James Kuck', 'Frosty Lawson', 'Debbie Lay', 'Jason Levinson', 'Evan Lewis', 'Pierangeli Llinas', 'Chris Margaritis', 'Cristina Marie', 'Alexi Melvin', 'Christopher Moser', 'Ivo Nandi', 'Andrea Osvárt', 'Artie Pasquale', 'Christopher Peuler', 'Gina Priano', 'John Prudhont', 'Chris Rodriguez', 'D. Justyn Ryan', 'Michael Schwartz', 'Kent Sladyk', 'Robert T. Striem', 'Paul Thornton', 'Nico Toffoli', 'Edwin Torres', 'Tamara Torres', 'Ben Van Bergen', 'Darly Wanatick', 'Ralph A. Wilburn Jr.', 'G.K. Williams', 'Greg Williams']","['Comedy', 'Crime', 'Romance', 'Thriller']","['us', 'de']","['en', 'es', 'ru', 'de']",PG-13,60000000.0,"$13,965,110, 22 Mar 2009",81079566.0,6.1,45756.0,18 Mar 2009 (Spain),Duplicity,Tony Gilroy,Tony Gilroy,,Conchita Airoldi,Laura Bickford,Universal Pictures,Relativity Media,James Newton Howard,John Gilroy,Robert Elswit,George DeTitta Jr.,Steve Apicella,Glenn Allen
tt1327035,1327035.0,Dev.D,144,"['Abhay Deol', 'Mahie Gill', 'Kalki Koechlin', 'Dibyendu Bhattacharya', 'Gurkirtan', 'Satwant Kaur', 'Parakh Madan', 'Kuldeep Sharma', 'Jimi the Quiff', ""Ammo 'Too Sweet'"", 'Sanjay Kumar', 'Sinbad Phgura', 'Aseem Sharma', 'Shena Gamat', 'Helen Jones', 'Binnu Dhillon', 'Nawazuddin Siddiqui', 'Nitin Chainpuri', 'Aekansh Vats', 'Geeta Handa', 'Sasha Shetty', 'Anil Chopra', 'Karamjit Anmol', 'Sunil', 'Anjum Batra', 'Roopa Sood', 'Mohinder Dogra', 'Neha Kholsa', 'Vasan Bala', 'Hareesh', 'Shlok Sharma', 'Jasleen Kaur', 'Ashutosh Sharma', 'Gurdeepak Kaur', 'Ramesh Bhardwaj', 'Purshotam Hans', 'Sanjay Oberoi', 'Aakash Dahiya', 'Thani', 'Ashish R. Shukla', 'Surekha Sikri', 'Kundan', 'Sanjay Maurya', 'Ajay Rai', 'Bimal Barua', 'Navin Kaushik', 'Avtaar Singh', 'Anshul Sharma', 'Parvez Khan', 'Anurag Kashyap']","['Comedy', 'Drama', 'Romance']",['in'],"['hi', 'pa', 'en', 'fr', 'ta']",Not Rated,,,,8.0,26809.0,06 Feb 2009 (India),Dev.D,Anurag Kashyap,Saratchandra Chatterjee,,Vikas Bahl,Ashwani Chopra,Anurag Kashyap Films,UTV Motion Pictures,Amit Trivedi,Aarti Bajaj,Rajeev Ravi,,Anmol Ahuja,Ritu Chaurasia
tt1071804,1071804.0,Ink,107,"['Christopher Soren Kelly', 'Quinn Hunchar', 'Jessica Duffy', 'Jennifer Batter', 'Jeremy Make', 'Eme Ikwuakor', 'Shelby Malone', 'Shannan Steele', 'Steef Sealy', 'Steven Brown', 'Shauna Earp', 'Marty Lindsey', 'Jeffrey Richardson', 'Troy Garner', 'Maiz Lucero', 'Jason Coviello', 'Megan Heffernan', 'Scott Ward', 'Brad Newman', 'Kent Randell', 'Steve Wilkins', 'Kathy Cagney', 'LeighAnn Gould', 'David Alan Hays', 'Tyler Giallanza', 'Jenna Hawkins', 'Greg C. Vanbuskirk', 'Jodi Visser', 'Robin Snover', 'Russel Hunchar', 'Ginger Playford', 'Melissa Lacome', 'Kayla Bergholz', 'Heath C. Heine', 'Paul Blomquist', 'Cooper Sclar', 'Erika Rochelle Taylor', 'Jen Fiskum', 'T. David Rutherford', 'Nancy Fromhart', 'Raymond Andrew Bailey', 'Lorin Ball', 'Ashlee-Rose Barnett', 'Mark Bechtel', 'Adam Bradley', 'Lisa Briles', 'Jeremy Cabanaw', 'Emily Campbell', 'Nicole Campbell', 'Christie Cass', 'Steve Colligan', 'Steven Czyzewski', 'Alex Dale', 'Jillian Dale', 'Dara Domoto', 'Morgan Endner', 'Lauren Evans', 'Nathan Evans', 'Brian Landis Folkins', 'Glenn Forsey', 'Nancy Forsey', 'Michelle Fox', 'Laura Fuller', 'Brandon Garcia', 'Jennifer Gokenbach', 'Caleb Grant', 'Laurel Harris', 'Adrian Hart', 'Alex Harz', 'Sami Hauser', 'Rafael Hernández', 'Linda Houser', 'Daniel Joyce', 'Rachel Joyce', 'Sarah Joyce', 'Jazon Khazi', 'Jason Kotas', 'Stephen Lambert', 'Nathan Leite', 'Robert Markle', 'Bill Mays', 'Colin McKeever', 'Michael McMinn', 'Russell Mills', 'Robert Muratore', 'Naomi', 'Brett Nienberg', 'Jeff Pointer', 'Ellen Ranson', 'Bryn Reid', 'Will Rosecrans', 'Scott Cooper Ryan', 'Stacey Cooper Ryan', 'Courtney Sanders', 'Josh Schairer', 'Travis Smith', 'Aaron Soloman', 'Craig Stephens', 'Harrison Stephens', 'Brian Taylor', 'Joseph Teipel', 'Carol Van Natta', 'Donny Varra', 'Elisa Vasquez', 'Dan Visser', 'Scott Wagner', 'Jeremy Steven Walker', 'Robert A. Webb', 'Joe Wegner', 'Tim Wilson', 'Eli Worsencroft', 'Stephen Younger', 'John Zabawa', 'Linda Zabawa', 'Rebecca Spicher']","['Action', 'Drama', 'Fantasy', 'Sci-Fi']",['us'],['en'],Not Rated,,,,6.9,20544.0,,Ink,Jamin Winans,Jamin Winans,,Jeff Pointer,Jamin Winans,Double Edge Films,,Jamin Winans,Jamin Winans,Jeff Pointer,,Mitch Dickman,Ickles Gherkin
tt0974014,974014.0,Creation,108,"['Paul Bettany', 'Ian Kelly', 'Guy Henry', 'Martha West', 'Anabolena Rodriguez', 'Paul Campbell', 'Zak Davies', 'Teresa Churcher', 'Jennifer Connelly', 'Freya Parks', 'Jim Carter', 'Christopher Dunkin', 'Gene Goodman', 'Harrison Sansostri', 'Benedict Cumberbatch', 'Toby Jones', 'Ellie Haddington', 'Jeremy Northam', 'Richard Ridings', 'Ian Mercer', 'Robert Glenister', 'Bill Paterson', 'Catherine Terris', 'Ken Drury', 'Nigel Bowden', 'Pauline Stone']","['Biography', 'Drama', 'Romance']",['gb'],['en'],PG-13,,,,6.7,13270.0,25 Sep 2009 (UK),Creation,Jon Amiel,John Collee,,Janice Eymann,Jamie Laurenson,Recorded Picture Company,BBC Films,Christopher Young,Melanie Oliver,Jess Hall,Dominic Capon,Desho Bernard,Lucy Ainsworth-Taylor
tt1138489,1138489.0,Personal Effects,106,"['Michelle Pfeiffer', 'Ashton Kutcher', 'Kathy Bates', 'Spencer Hudson', 'John Mann', 'David Lewis', 'Rob LaBelle', 'Aleks Paunovic', 'Brian Markinson', 'Sarah Lind', 'Ali Skovbye', 'Kyle Toy', 'Dean Wray', 'Brock Johnson', 'Mary Black', 'Sarah Strange', 'Jay Brazeau', 'Jake LeDoux', 'Serge Houde', 'Garry Chalk', 'Gurdeep Beesla', 'Michelle Hewitt-Williams', 'Keith Dallas', 'Tom Pickett', 'Gale Van Cott', 'Bruce Harwood', 'Anna Mae Wills', 'Nico McEown', 'Forbes Angus', 'Justin Abdou', 'Stephen Dunlop', 'Jennifer Chan', 'Joe Costa', 'Sonal Chopria', 'Steve Elliott', 'Chris Webb', 'Topher Grace', 'J.B. McEown', 'C.B. Shaw']",['Drama'],"['us', 'de', 'ca']",['en'],R,,,,6.2,7991.0,27 Mar 2009 (Taiwan),Personal Effects,David Hollander,David Hollander,,Christian Arnold-Beutel,Kim Arnott,Insight Film Studios,TADORA Filmproduktions,Jóhann Jóhannsson,Lori Jane Coleman,Elliot Davis,Sean Jackson,Josy Capkun,James McLeod
tt1132588,1132588.0,A Ted Named Gooby,95,"['Robbie Coltrane', 'David James Elliott', 'Ingrid Kavelaars', 'Eugene Levy', 'Matthew Knight', 'Derek Scott', 'Mary Haney', 'Len Doncheff', 'Paula Boudreau', 'Elle Downs', 'Ricky Hegarty', 'Luke Bilyk', 'Alexander Conti', 'Christina Bilyk', 'Tyler Khan', 'Mathew Peart', 'Jack Duffy', 'Judy Sinclair', 'Scott Montgomery', 'Daniel DeSanto', 'Martin Roach', 'Tom Farr', 'Brad Borbridge', 'Avery Bisbee', 'Sandy Kellerman', 'Phillip MacKenzie', 'John Watson', 'Cameron Nichols']","['Family', 'Fantasy']",['ca'],['en'],PG,,,,3.1,665.0,,A Ted Named Gooby,Wilson Coneybeare,Wilson Coneybeare,,John Calvert,Wilson Coneybeare,Coneybeare Stories,Gooby Entertainment,Kevin Lau,Ellen Fine,Michael Storey,,Stephen Bélanger,Neishaw Ali
tt1100119,1100119.0,Shorts,89,"['Jimmy Bennett', 'Jake Short', 'Kat Dennings', 'Trevor Gagnon', 'Devon Gearhart', 'Jolie Vanier', 'Rebel Rodriguez', 'Leo Howard', 'Leslie Mann', 'Jon Cryer', 'William H. Macy', 'James Spader', 'Angela Lanza', 'Alejandro Rose-Garcia', 'Cambell Westmoreland', 'Zoe Webb', 'Chris Orf', 'Tina Rodriguez', 'Jackson Hurst', 'Jonathan Breck', 'Racer Rodriguez', 'Rocket Rodriguez', 'Elizabeth Avellan', 'Bianca Rodriguez', 'Paul Archer', 'Peter Armendáriz', 'Jamie Batiste', ""Ro' Black"", 'Tony Bottorff', 'Michelle Brew', 'Kelsey Buchanan', 'JenelleRae Cardenas', 'Nickolas Carl', 'John Chilleri', 'Josh Christman', 'Eric Vincent Davenport', 'Desarae A. Dotson', 'Joshua Drew', 'Pablo Flores', 'Alison Gersch', 'Troy Harris', 'Samantha Inoue Harte', 'Zach Irsik', 'Jolyn Janis', 'Ryan Lee', 'Christina Lehner', 'James Leonardo Mayberry', 'Stayce Mayfield', 'Mitchell Parrack', 'Bella Perryman', 'Micaela Phillips', 'Carlos Pina', 'Wil Pollard', 'Tori Ramert', 'Lori Ramirez', 'Patricia A. Robinson', 'Isaac Rodriguez', 'Jaime De La Rosa', 'Tommy Scott', 'Will Scoville', 'David Sharp', 'Henry J. Smith III', 'Alexis Woods']","['Comedy', 'Family', 'Fantasy']","['us', 'ae']",['en'],PG,40000000.0,"$6,410,339, 23 Aug 2009",,4.7,6477.0,07 Aug 2009 (Mexico),Shorts,Robert Rodriguez,Robert Rodriguez,,Mohamed Khalaf Al-Mazrouei,Elizabeth Avellan,Warner Bros.,Imagenation Abu Dhabi FZ,George Oldziey,Ethan Maniquis,Robert Rodriguez,Gabriella Villarreal,Brian Bettwy,Dave Isaac Santos Abuel
tt1337057,1337057.0,Rampage,85,"['Brendan Fletcher', 'Shaun Sipos', 'Michael Paré', 'Matt Frewer', 'Lynda Boyd', 'Robert Clarke', 'Malcolm Stewart', 'Steffen Mennekes', 'Katey Grace', 'Laurie Brunetti', 'Mark Brandon', 'Julie Patzwald', 'Katharine Isabelle', 'Colette Perry', 'Michaela Mann', 'Krista Charron', 'Brent Hodge', 'Pale Christian Thomas', 'Eduardo Noda']","['Action', 'Crime', 'Thriller']","['ca', 'de']",['en'],R,,,,6.3,17531.0,29 Apr 2010 (Germany),Rampage,Uwe Boll,Uwe Boll,,Uwe Boll,Dan Clarke,Event Film Distribution,Pitchblack Pictures,Jessica de Rooij,Thomas Sabinsky,Mathias Neumann,La Vonne Girard,James Bamford,Austin Basile
tt1142800,1142800.0,Madea Goes to Jail,103,"['Tyler Perry', 'Derek Luke', 'Keshia Knight Pulliam', 'David Mann', 'Tamela J. Mann', 'RonReaco Lee', 'Ion Overman', 'Vanessa Ferlito', 'Viola Davis', 'Sofía Vergara', 'Robin Coleman', 'Bobbi Baker', 'Aisha Hinds', 'Benjamín Benítez', 'Karan Kendrick', 'Njema Williams', 'Richard Malcolm Reed', 'Greg Mathis', 'Eric Williams', 'Elizabeth Diane Wells', 'Mablean Ephriam', 'Phil McGraw', 'Whoopi Goldberg', 'Tom Joyner', 'Al Sharpton', 'Michael Baisden', 'Steve Harvey', 'Wanda Smith', 'Sybil Wilkes', 'Shirley Strawberry', 'J. Anthony Brown', 'Joy Behar', 'Sherri Shepherd', 'Elisabeth Hasselbeck', 'James Sutton', 'Theroun Patterson', 'Frank Ski', 'Georgia Me', 'Rob Glidden', 'Constantine Varazo', 'Jackson Walker', 'Kevin Wayne', 'Leon Lamar', 'Allen Earls', 'Valeria Taylor', 'Sheryland Neal', 'Tony Harris', 'Mark Wilson', 'Annie Cook', 'Trey Greene', 'Nathan Standridge', 'Robert Summe', 'Ciera Payton', 'Michael Angelo', 'Robert S. Barmettler', 'Kenneth Bowen', 'Deanne Charlton', 'Frances Cobb', 'Lem Collins', 'Andre Davis', 'Anthony J. Davis', 'Orlando Davis', 'Michael Fortune', 'Reggie O. Freeman', 'Angel Glaspie', 'Cheryl Harris', 'Barry Hopkins', 'Rodney L. James', 'Dana Jay', 'Cru Jones', 'Steven C. Knapp', 'Gabby Lecea', 'Winston Mattox', 'Lynn McArthur', 'Deanna Morris', 'Dominique Nicole', 'Dominick Racano', 'Olivia D. Robinson', 'Errol Sadler', 'Greg Savage', 'Al G. Sillah', 'Gail Silva', 'Brian Spencer', 'Andy G. Strauss', 'Vanelle', 'Joe Walsh', 'Cheryl Washington']","['Comedy', 'Crime', 'Drama']",['us'],['en'],PG-13,,"$41,030,947, 22 Feb 2009",,4.4,11032.0,20 Feb 2009 (USA),Madea Goes to Jail,Tyler Perry,Tyler Perry,Tyler Perry,Roger M. Bobb,Reuben Cannon,The Tyler Perry Company,,Aaron Zigman,Maysie Hoy,Alexander Gruszynski,Lance Totten,Roger M. Bobb,Jamie Baxter
tt0951335,951335.0,The New Daughter,108,"['Kevin Costner', 'Ivana Baquero', 'Samantha Mathis', 'Gattlin Griffith', 'Erik Palladino', 'Noah Taylor', 'James Gammon', 'Sandra Ellis Lafferty', 'Margaret Anne Florence', 'Christopher Harvey', 'Brynn Massey', 'Martin Thompson', 'Nevaina Graves Rhodes', 'Rob Bonz', 'James Middleton', 'Ralph LaCorte', 'Guy Perry', 'Edmund Entin', 'Gary Entin', 'Mark Charles Davis', 'Alexis Gallagher']","['Horror', 'Thriller']",['us'],['en'],PG-13,15000000.0,,,5.3,13621.0,07 Oct 2010 (Netherlands),The New Daughter,Luiso Berdejo,John Travis,,Paul Brooks,Guy Danella,Gold Circle Films,New Daughter Productions,Javier Navarrete,Tom Elkins,Checco Varese,Chuck Potter,John D. Bert,Austin Basile
