id,fid,name,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects
tt1368440,1368440.0,Branded,106,"['Ed Stoppard', 'Leelee Sobieski', 'Jeffrey Tambor', 'Max von Sydow', 'Mariya Ignatova', 'Roman Petrenko', 'Anastasiya Nefedova', 'Nick Harvey', 'John Laskowski', 'Douglas A. Reno', 'Gary Brierley', 'Andrey Kaykov', 'Viktoriya Popova', 'Jamie Bradshaw', 'Viktor Verzhbitskiy', 'Valeriya Kogan', 'Alina Maslennikova', 'Miriam Sekhon', 'Ulyana Lapteva', 'Aleksandr Motasov', 'Yuriy Kharikov', 'Inna Kolosova', 'Ingeborga Dapkunaite', 'Aleksandr Dulerayn', 'Vladislav Kopp', 'Pavel Lychkin', 'Michael Blackburn', 'Vladimir Rodimov', 'Dmitriy Troitskiy', 'Teodor Elmazov', 'Tsvetomira Daskalova', 'Mikhail Lukashev', 'Oleg Akulich', 'Sergey Koryagin', 'Danila Kirsanov', 'Evgeniy Kim', 'Artyom Martynishin', 'Olga Dashkevich', 'Michael Everard', 'Lacey Hoff', 'Egor Popov', 'Aleksandr Kukolenko', 'Marianna Storozhenko', 'Stefan Kukolenko', 'Atanas Srebrev', 'Emma Stickgold', 'Gleb Aleynikov', 'Aleksandr Dulerayn', 'Nina Ruslanova', 'Rachel Davies', 'Chase Smith', 'Anna Abonisimova', 'Lyubo Yonchev']","['Drama', 'Fantasy', 'Thriller']","['us', 'ru']","['en', 'ru']",R,,"$240,565, 09 Sep 2012",,4.7,8581.0,07 Sep 2012 (Russia),Branded,Jamie Bradshaw,Jamie Bradshaw,,Aleksey Agranovich,Jamie Bradshaw,Mirumir,Telekanal TNT,Eduard Artemev,Michael Blackburn,Rogier Stoffers,,Petr Antokhin,Robert Grasmere
tt1928330,1928330.0,Bad Ass,90,"['Danny Trejo', 'Charles S. Dutton', 'Patrick Fabian', 'Joyful Drake', 'John Duffy', 'Harrison Page', 'Richard Riehle', 'Winter Ave Zoli', 'Tonita Castro', 'Andy Davoli', 'Patricia De Leon', 'Frank Maharajh', 'Jillian Murray', 'Shalim Ortiz', 'Craig Sheffer', 'Chris Spencer', 'Ron Perlman', 'Jessica Lee', 'John Dixon', 'Kevin Patrick Burke', 'Olivia Moss', 'Makenzie Moss', 'Jennifer Blanc-Biehn', 'Davenia McFadden', 'Larry Richardson', 'Mackenzie King', 'Austin Michael Scott', 'Brian Schlesinger', 'Christine Clayburg', 'Sam Rubin', 'Baxter', 'Craig Johnson', 'Erik Betts', 'Ezra Buzzington', 'Anthony Martins', 'Marco Morales', 'Chad Guerrero', 'Donzaleigh Abernathy', 'Heidi Kramer', 'Duane Whitaker', 'Joe Holiday', 'David A. Arnold', 'Jack Freshkin', 'Norma Michaels', 'Sebastian Valdes', 'Eddie J. Fernandez', 'Thomas Rosales Jr.', 'Tyler Tuione', 'Danny Woodburn', 'C.C. Taylor', 'Robert Sean Burke', 'Isabella Cascarano', 'Esteban Cueto', 'Brett T. Friedmann', 'Dorian Kingi', 'Craig Moss', 'Joe Ordaz', 'Mark Rhino Smith', 'Dan Snow', 'Buddy Sosthand']","['Action', 'Comedy', 'Crime', 'Drama']",['us'],['en'],R,,,,5.5,17920.0,,Bad Ass,Craig Moss,Craig Moss,,Jim Busfield,Ben Feingold,Amber Lamps,Silver Nitrate,Todd Haberman,Jim Flynn,John Barr,Travis Zariwny,Mikal Kartvedt,Christian Cardona
tt1718903,1718903.0,StreetDance 2,85,"['Falk Hentschel', 'Sofia Boutella', 'George Sampson', 'Stephanie Nguyen', 'Delphine Nguyen', 'Niek Traa', 'Elisabetta Di Carlo', 'Samuel Revell', 'Kaito Masai', 'Ali Ramdani', 'Ndedi Ma-Sellu', 'Brice Larrieu', 'Akai Osei', 'Maykel Fonts', 'Tom Conti', 'Anwar Burton', 'Christopher Toler', 'Nicholas Stewart', 'Kejamlea Howell', 'Marion Motin', 'Aziz Baki', 'Yaman Okur', 'Fabrice Labrana', ""Marie 'Poppins' Bonnevay"", 'Mehdi Ouachek', 'Flawless', 'Marlon Wallen', 'Nathan Kabongo', 'Paul Samuels', 'Anthony Duncan', 'Simon Smith', 'Leroy Dos Santos', 'Allan Kabeja', 'Christian Alozie', 'Paul Steadman', 'Nathan Gordon', 'Mick Viry', 'Erell Niane', 'Pablo Baez', 'Jennifer Silvas', 'Yovanny De Jesus', 'Moreta Felis', 'Yunaisy Farray', 'D-Lo', 'Farid Chalal', 'Steeve Watterlot', 'The Bird Gang', 'April Yarde', 'Minica Beason', 'Nadia Lumley', 'Jason Williams', 'Chaldon Williams', 'Konrad Ciechanowski', 'Ivan Blackstock', 'Simeon Qsyea', 'Kendra Horsburgh', 'Pockemon', 'Hain-Boung Billy Tean', 'Livio Romuald Junior Bordeau', 'Brahim Zaibat', 'Hyacinthe Vallerie', 'Moncef Zebiri', 'Patrick Mbala Mangu', 'Fares Baliouz', 'Riyad Fghani', 'Maxime Vicente', 'Mehdy Jose Bouhata', 'Vanessa Andrade', 'Chris Brooker', 'Abbie Hunt', 'Sandra Michelle', 'Ailema Sousa', 'Rose Wakesho', 'Sam Andé', 'Steve Anyiwo', 'Ratisha Belush', 'Sarah Bostock', 'Daniel Braveboy', 'Eric Campbell', 'Lee Craven', 'Eva Dagoo', 'Craig Davies', 'John Duggan', 'Precious Ene', 'Dale Gill', 'Christopher Hales', 'Matthew David Hearn', 'Paul Hughes', 'Joanna Jeffrees', 'Maxence Kouzoubachian', 'Chonradee Kulthap', 'Jess Liaudin', 'Matthew David McCarthy', 'Pete Meads', 'Barry Miller', 'Carl Murphy', 'Brian Niblett', ""Fredi 'Kruga' Nwaka"", 'Freddie Lee Peterkin', 'Ashley Pitter', 'James Michael Rankin', 'Penelope Read', 'Meg Robynson', 'Deborah Rosan', 'Amanda Smith', 'Sabine Soetanto', 'Tom Swacha', 'Jayme Swiftt', 'Sami Tesfay', 'Amy Jean Thomas', 'Erica Von Stein', 'Glenn Webster', 'Callum Weir', 'Matt Williams']","['Drama', 'Music', 'Romance']","['gb', 'de']",['en'],,,,,5.7,8528.0,29 Mar 2012 (Israel),StreetDance 2,Max Giwa,Jane English,,Henning Ferber,Mark Lombardo,Vertigo Films,BBC Films,,Tim Murrell,Sam McCurdy,Daisy Popham,Ben Burt,Jean-Michel Boublil
tt1827578,1827578.0,The End of Love,89,"['Isaac Love', 'Mark Webber', 'Amanda Seyfried', 'Jason Ritter', 'Shannyn Sossamon', 'Michael Cera', 'Jocelin Donahue', 'Frankie Shaw', 'Aubrey Plaza', 'Michael Angarano', 'Alia Shawkat', 'Sarah Ramos', 'Jake Johnson', 'Michael Bacall', 'Brian Groh', 'Jeff Baena', 'Alexis Toone', 'Clifford Bailey', 'Courtney Kivowitz', 'Karolyn McKenzie', 'Susannah Becket', 'Kelly Wagner', 'Dominika Posserén', 'Tim Dowlin', 'Ray Abary', 'Mimi Moss', 'Bebel Matsumiya', 'Diana Peña', 'Smyth Campbell', 'Neomi Huerta', 'Mark Levitt', 'Eduardo Orellanas Jr.']",['Drama'],['us'],['en'],Not Rated,,"$1,955, 03 Mar 2013",,5.9,1609.0,,The End of Love,Mark Webber,Mark Webber,,Liz Destro,Mollie Engelhart,Poor Rich Kids,,,Sven Pape,Patrice Lucien Cochet,,,
tt1485749,1485749.0,Mr. Pip,116,"['Hugh Laurie', 'Xzannjah Matsi', 'Healesville Joel', 'Eka Darville', 'Kerry Fox', 'Florence Korokoro', 'David Kaumara', 'Kausibona Mel', 'Sam Simiha', ""Marcellin Ampa'oi"", 'Dominic Itta', 'Grace Maibu', 'Marcella Itta', 'Ivan Siovate', 'Cindy Tibola', 'Salome Tibola', 'Pauline Tibola', 'Marceline Maliku', 'Darryl Herman', 'Francisca Semosa', 'Agnes Siboni', 'Jean Ien', 'Josephine Kauona', 'Maria Toromai', 'Theresa Koibo', 'Pauline Korokoro', 'James Gaylyn', 'Tidman Ikosi', 'Brian Manthenga', 'Joel Mouna', 'Cameron Rhodes', 'Nathaniel Lees', 'Emily Barclay', 'Mark Mitchinson', 'Carmelita Tibola', 'Hayden Frost', 'Felix Maebule', 'Tapiwa Soropa', 'Cedella Dualaasi', 'Dylan Lasua', 'Michaelyne Teona', 'Janiel Nekana', 'Nadia Sireung', 'Jesse Glenn', 'Nathan Mouvo', 'Lavinia Pate', 'Patrick Pate', 'Lois Ien', 'Peter Senack', 'Louwitje Matsi', 'Sebastien Sireung', 'Maxi Tibola', 'Stanley Ori', 'Melva Singkep', 'Zebulon Singkep', 'Jean Oriata', 'Charlene Aveni', 'Ben Pati', 'Jack Lamana', 'Ben Wartovo', 'Jobbie Justin', 'Calextus Simeon', 'Leo Don', 'Chris Imba', 'Luka Kaumara', 'Chrisopher Usura', 'Michael Danu', 'Ezekiel Neil', 'Patrick Ben', 'Ferguson Mai', 'Peter Nangu', 'Freddie Mundai', 'Roland Timo', 'Ian Dau', 'Ian Timothy', 'Toata Ananna', 'Isaiah Ken', 'Willie Miri', 'Abba Buaken', 'Marcel Meke', 'Adam Gero', 'Martin Aveni', 'Alpons Meke', 'Martin Buaken', 'Chris Tarabui', 'Moses Pate', 'Jason Danpau', 'Paul Gimana', 'Jeffrey Burin', 'Peter Marakue', 'Jesse Tibola', 'Raymond Marakui', 'John Sisiama', 'Robert Sorris', 'Ken Mangona', 'Robin Butung', 'Kevin Baibaku', 'Simon Otong', 'Leo Marakue', 'Vincent Taouna', 'Michael Morrah', 'Bill Edmonds']","['Drama', 'War']","['pg', 'au', 'nz']",['en'],PG-13,,,,7.1,3507.0,03 Oct 2013 (New Zealand),Mr. Pip,Andrew Adamson,Andrew Adamson,,Andrew Adamson,Tim Coddington,Olympus Pictures,Daydream Productions,Harry Gregson-Williams,Sim Evan-Jones,John Toon,Megan Vertelle,Simon Ambridge,Shaun Friedberg 'Pyrokinesis'
tt2215709,2215709.0,Un paradis perdu,,,['Documentary'],['fr'],['fr'],,,,,,,20 Dec 2011 (France),Un paradis perdu,Eric Bitoun,Eric Bitoun,,Eric Bitoun,Adèle Ménard,Skopia Films,,,Henri-Paul Korchia,,,,
tt2070776,2070776.0,Populaire,111,"['Romain Duris', 'Déborah François', 'Bérénice Bejo', 'Shaun Benson', 'Mélanie Bernier', 'Nicolas Bedos', 'Miou-Miou', 'Eddy Mitchell', 'Frédéric Pierrot', 'Féodor Atkine', 'Marius Colucci', 'Emeline Bayart', 'Dominique Reymond', 'Yannik Landrein', 'Nastassja Girard', 'Caroline Tillette', 'Jeanne Cohendy', 'Joan Mompart', 'Serpentine Teyssier', 'Sara Haskell', 'Béatrice Guéritaud', 'Romain Compingt', 'Pauline Morro', 'Hugo De Sousa', 'France Darry', 'Louis Merino', 'Bernard Fructus', 'Jean-Pierre Pivolot', 'Martin Loizillon', 'Manon Kneusé', 'Hortense Belhôte', 'Jeanne Lepers', 'Lena Friedrich', 'Pierre Tessier', 'Olivier Descargues', 'David Gabison', 'Pierre Grammont', 'Ken Samuels', 'Jean-Claude Donda', 'Ludovic Pinette', 'Camille Garcia', 'Fanny Sidney', 'Philippe Beau', 'Daniel Presley', 'Rupert Wynne-James', 'Ian McCamy', 'Pierre Yves Le Louarn', 'Léa Delorme', 'Caroline Attal', 'Benjamin Bernard', 'Nathalie Ortega', 'Marie Mingalon', 'Louise Gautelier', 'Anabela Dos Santos-Vincente', 'Virginie Amar', 'Sylvie Auger', 'Charlène Bawin', 'Corinne Bongrand', 'Angélique Boulay', 'Gladys Brocard', 'Yaëlle Carré-Lescarboura', 'Déborah Cavennes', 'Sarah Chiboub', 'Barbora Cokavcova', 'Laurence Defawer', 'Marie Dorazilova', 'Catherine Fett', 'Sylvie Julienne', 'Yolande Laffont', 'Christine Limayrac', 'Kristyna Marakova', 'Maddy Martinelli', 'Ety Marsan', 'Barbora Ondruchova', 'Jacqueline Peaudeau', 'Catherine Portzert', 'Lucie Renard', 'Isabelle Delia Riffaud', 'Aurélie Roobroeck', 'Sarah Scapolla', 'Brigitte Soquet', 'Lucie Tajzlerova', 'Sandra Theunissen', 'Petra Vintrlikova', 'Veronika Zetochova', 'Klara Zubajova', 'Michelle Chefneux', 'Marianne Beaumont', 'Nathalie Van Tongelen', 'Amandine Rath', 'Marine Beuret', 'Dorothée Loison', 'Catherine Le Masson', 'Karin Cieslarova', 'Karolina Foukalova', 'Simona Frankova', 'Renata Honcova', 'Petra Kinclova', 'Katerina Kunzeova', 'Erika Kvetonova', 'Marie-Pierre Majoufre', 'Veronika Mikulenkova', 'Lucie Napravnikova', 'Lucie Pavelkova', 'Jana Popelkova', 'Lisa Stirzel', 'Pavlina Seligova', 'Simona Sustkova', 'Aneta Urbanova', 'Veronika Vojkuvkova', 'Lucie Vomocilova', 'Elodie Smoos', 'Joséphine Hong Vincart', 'Romina Piccoli', 'Barbora Stejskalova', 'Barbora Sodomkova', 'Sabrina Goncalves Vieira', 'Olivia Martini', 'Tubga Gullukaya', 'Kelly Stratis', 'Irina Aleksandrova', 'Nathalie Stienen', 'Alexis Boucot', 'Thomas Chignier', 'Noël Clément', 'Siegfried Courteau', 'Alexis Heintz', 'Patrick Dray', 'Frédéric Féraud', 'Julien Francomano', 'Patrice Kornheiser', 'Marcos Adamantiadis', 'Floriane Andersen', 'Laura Jane Henry', 'Sonia Rugraff', 'Aurélien Fauconnier', 'Audrey Quoturi', 'Nathan Rippy']","['Comedy', 'Romance', 'Sport']","['fr', 'be']","['fr', 'en', 'de']",R,,,,6.9,10948.0,28 Nov 2012 (Belgium),Populaire,Régis Roinsard,Régis Roinsard,Daniel Presley,Xavier Amblard,Alain Attal,Trésor Films,"Compagnie Cinématographique Européenne, La",Robin Coudert,Laure Gardette,Guillaume Schiffman,Jimena Esteve,Marion Affolter,Philippe Aubry
tt1895484,1895484.0,Model Minority,94,"['Nichole Bloom', 'Courtney Mun', 'Jessica Tuck', 'Chris Tashima', 'Delon de Metz', 'Takayo Fischer', 'Marc Anthony Samuel', 'Helen Slater', 'Robert Bailey Jr.', 'Laura Innes', 'Taylor Boggan', 'Erin Sanders', 'Danielle Larracuente', 'Kelly Heyer', 'Michelle C. Bonilla', 'Brooks Hall', 'Lyn Alicia Henderson', 'Laurie Kilpatrick', 'Charles Noland', 'Alice Vaughn', 'Ashton Jordann Ruiz', 'Sahara Ware', 'Amanda Gallo', 'Ellen Crawford', 'Dale Dymkoski', 'Louie Liberti', 'Miguel Diaz Jr.', 'Fernando Becerra', 'Gabriel Wihl']",['Drama'],['us'],['en'],Not Rated,200000.0,,,7.7,983.0,29 Jul 2012 (USA),Model Minority,Lily Mariye,Lily Mariye,,M. Vanessa Coto,Michael Huens,Nice Girls Films,,Boney James,Meridith Sommers,John Matysiak,Jeremy Cisneros,Jared Kowalczyk,
tt2585562,2585562.0,Pizza,127,"['Vijay Sethupathi', 'Ramya Nambeeshan', 'Aadukalam Naren', 'Karunakaran', 'Jayakumar', 'Bobby Simha', 'Pooja Ramachandran', 'Veera Santhanam', 'Joy Badlani', 'Ragavendra Prasad']","['Horror', 'Thriller']",['in'],['ta'],Not Rated,,,,8.0,6053.0,19 Oct 2012 (India),Pizza,Karthik Subbaraj,,,C.V. Kumar,,Thirukumaran Entertainment,,Santhosh Narayanan,Leo John Paul,Gopi Amarnath,,Maria Nirmal,Vishakh Babu
tt2126362,2126362.0,Stitches,86,"['Ross Noble', 'Tommy Knight', 'Shane Murray-Corcoran', 'Gemma-Leah Devereux', 'Thommas Kane-Byrne', 'Eoghan McQuinn', 'Roisin Barron', 'Hugh Mulhern', 'Tommy Cullen', 'Lorna Dempsey', 'Jemma Curran', 'Ryan Burke', 'Valerie Spelman', 'Kelianne Coughlan', 'Kevin Smith', 'Callum Maloney', 'Gerald Ahern', 'Harry Behan', 'Laila Stack', 'Karl Shiels', 'John McDonnell', 'Yvonne McCloskey', 'Hilary Adam White', 'Michael McGinley', 'Tomomi Ando', 'Edel Hayes', 'Clyde Mowlds', 'Eoin Whelan', 'Linda Byrne', 'Bryan Quinn', ""Eanna O'Dowd"", 'Conal Gilmartin', 'Joseph Ryan', 'Conor Slattery', 'Jacqueline Logan', 'Lorraine Harton']","['Comedy', 'Horror']",['ie'],['en'],R,,,,5.6,8449.0,26 Oct 2012 (UK),Stitches,Conor McMahon,Conor McMahon,,Badie Ali,Hamza Ali,MPI Media Group,Tailored Films,Paul McDonnell,Chris Gill,Patrick Jordan,,John Burns,Declan Dowling
tt1541123,1541123.0,Astronaut: The Last Push,85,"['Khary Payton', 'Lance Henriksen', 'Brian Baumgartner', 'James Madio', 'Alec Gillis', 'Tom Woodruff Jr.', 'Laurent Meurette', 'Pascal Lamontagne', 'Druid Altura', 'Irwin Altura', 'Mila Altura', 'Lira Angel', 'Avery Golden', 'Arabella Hayden', 'Gavin Hayden', 'Griffin Jahr', 'Spencer Jahr', 'Sachiyo K', 'Sano Karamanga', 'Tai Wah Lim', 'Katelyn Magallon', 'Ella Pratt', 'Sadie Pratt', 'Alex Quick', 'Andrew Quick', 'Angele Quick', 'Kelly Quick', 'Kyle Quick', 'Emily Scott', 'Anette Umilinga', 'Garth Winkless']","['Drama', 'Sci-Fi']",['us'],['en'],Not Rated,,,,5.3,1493.0,16 Jun 2016 (USA),Astronaut: The Last Push,Eric Hayden,Eric Hayden,,Peter W. Clarke,Jeffrey Hayden,TMA-1 Productions,,Kimberly Hayden,,A.J. Raitano,,,Salvador Carrillo
tt1640218,1640218.0,Evidence,78,"['Ryan McCoy', 'Brett Rosenberg', 'Ashley Bracken', 'Toby Bryant', 'Abigail Richie', 'Brandon Richie', 'Keith Lewis', 'Zack Fahey', 'Andrew Varenhorst', 'Blaine Gray', 'Corey Knoebel', 'Risdon Roberts', 'Julie Givens', 'Owen Sanders', 'Daniel Wall', 'Chris Bengs', 'Joshua Boyer', 'Ben Bayouth', 'Scott Dawson', 'Stefan Hayek', 'Babette Edlund', 'Mark Hailstone']","['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",['us'],['en'],R,12464.0,,,5.0,4386.0,27 Sep 2012 (Germany),Evidence,Howie Askins,Ryan McCoy,,Ashley Bracken,Ryan McCoy,RynoRyder Productions Inc.,,,Howie Askins,Daniel Wall,,,
tt1930327,1930327.0,Dollhouse,95,"['Seána Kerslake', 'Johnny Ward', 'Kate Stanley Brennan', 'Shane Curry', 'Ciaran McCabe', 'Jack Reynor', ""Deirdre O'Kane"", 'Peter Gowen', 'Conor Neary']",['Drama'],['ie'],['en'],Not Rated,,,,4.8,377.0,07 Dec 2012 (Ireland),Dollhouse,Kirsten Sheridan,Kirsten Sheridan,,Lance Daly,Garrett Kelleher,Factory,Lightstream Entertainment,Howie B.,Kirsten Sheridan,Colin Downey,,Grace Cameron,Ben Keenan
tt2125558,2125558.0,Murder on the 13th Floor,85,"['Tessa Thompson', 'Sean Patrick Thomas', 'Jordan Ladd', 'Brennan Elliott', 'Bruno Amato', 'Terrell Ransom Jr.', 'T. Lynn Eanes', 'Eric Michael Roy', 'James Sutorius', 'Hart Turner', 'Butch Klein', 'Jason Stewart', 'Robb Reesman', 'Deborah Quayle', 'Diane Robin', 'Iona Morris', 'Douglas Howell']",['Thriller'],['us'],['en'],,,,,4.8,434.0,19 May 2012 (USA),Murder on the 13th Floor,Hanelle M. Culpepper,Steven Palmer Peterson,,Johnson Chan,Roger Corbi,Phoenix Film Productions,FishCorb Films,Jeff Toyne,Bob Joyce,Charles DeRosa,,Bob Joyce,Tom Firestone
tt1790834,1790834.0,Simon Killer,101,"['Brady Corbet', 'Nicolas Ronchi', 'Constance Rousseau', 'Lila Salet', 'Etienne Rotha Moeng', 'Yannis Calonnec', 'Johan Jacques-Andre Coquin', 'Mati Diop', 'Shaina', 'Oksana', 'Anais', 'Catie', 'Frederic Jolie', 'Alexandra Neil', 'Samir Hartouf', 'Djibril Othmane', 'Sofiane Salehi', 'Michaël Abiteboul', 'Solo', 'Pakels Koleda', 'Marc Gaviard']","['Drama', 'Thriller']","['us', 'fr']","['en', 'fr']",Not Rated,,"$5,054, 07 Apr 2013",,6.3,3900.0,12 Apr 2013 (UK),Simon Killer,Antonio Campos,Antonio Campos,,Sean Durkin,Marie-Louise Khondji,FilmHaven Entertainment,BorderLine Films,Danny Bensi,Babak Jalali,Joe Anderson,,Tomas Deckaj,
tt2319739,2319739.0,41,80,"['Chris Gibson', 'Dafna Kronental', 'David Macrae', 'Shane Lee', 'Keith Gordon', 'Nick Antoniades', 'Menik Gooneratne', 'Glen Hancox', 'Robert Plazek', 'Warwick Leeson', 'Matt Young', 'Lauren Wade', 'Anne Cordiner', 'Toby Pierpoint', 'Peter Bright', 'Bethia De Groot', 'Gordon Boyd', 'Stephanie Lillis', 'Jessica Miller', 'Elliot Cyngler', 'Rose Lewis', 'Zachary Hare', 'Clara Francesca Pagone', 'Don Bridges', 'Charlotte McDonald', 'Alan Jacobs']","['Drama', 'Sci-Fi']",['au'],['en'],PG-13,,,,6.4,1189.0,21 Jul 2015 (USA),41,Glenn Triggs,Glenn Triggs,,Fiona Eloise Bulle,Glenn Triggs,Dark Epic Films,,Heath Brown,Glenn Triggs,Glenn Triggs,,Fiona Eloise Bulle,
tt1934458,1934458.0,Under the Bed,87,"['Jonny Weston', 'Gattlin Griffith', 'Peter Holden', 'Musetta Vander', 'Kelcie Stranahan', 'Bryan Rasmussen', 'Nikki Griffin', 'Tyler Steelman', 'Sam Kindseth', 'Ivan Djurovic', 'Ron Roggé', 'Garrett Jones', 'Walter Miranda', 'Griff Kohout', 'Kris Holmes', 'Stephanie Hernandez', 'Travis Berens', 'Mario E. Garcia', 'Sarmarie Klein', 'Alyssa Elle Steinacker']","['Drama', 'Horror']",['us'],['en'],R,1000000.0,,,4.6,2522.0,03 Jul 2013 (USA),Under the Bed,Steven C. Miller,Eric Stolze,,William Clevinger,Steven C. Miller,Site B,Through the Heart,Ryan Dodson,Steven C. Miller,Joseph White,Brittany Blaise,John Milton Branton,Madison Aster
tt1989593,1989593.0,Red Hook Summer,121,"['Limary Agosto', 'Sumayya Ali', 'Turron Kofi Alleyne', ""De'Adre Aziza"", 'Jonathan Batiste', 'Quincy Tyler Bernstine', 'Daniel Breaker', 'Jules Brown', 'Charles Anthony Bryant', 'Janinah Burnett', 'Thomas Jefferson Byrd', 'Courtney D. Carey', 'Briana Swann Christie', 'Jim Davis', 'Colman Domingo', 'Shani Foster', 'Arthur French', 'Kimberly Hebert Gregory', 'Louanne Harris', 'Stephen McKinley Henderson', 'Samantha Ivers', 'Kalon Jackson', 'Tracy Camilla Johns', 'Kevin D. Johnson', 'Jackson Lee', 'Spike Lee', 'Eve Lora', 'Toni Lysaith', 'Brian K. Major', 'Lillie Marshall', 'Sakura Myers', 'Al Palagonia', 'Nate Parker', 'Clarke Peters', 'Sincere Peters', 'Mari-Yan L. Pringle', 'James Ransone', 'Gregory A. Robinson', 'Moriah Scott', 'Heather Simms', 'Charlotte Small', 'Nesean Smith', 'Tyheim Smith', 'Fred Tolliver Jr.', 'Brandon Waddles', 'Isiah Whitlock Jr.']",['Drama'],['us'],['en'],R,,"$40,070, 12 Aug 2012",,4.9,1511.0,17 May 2013 (Brazil),Red Hook Summer,Spike Lee,Spike Lee,,Spike Lee,Tim Stacker,40 Acres & A Mule Filmworks,,Bruce Hornsby,Hye Mee Na,Kerwin DeVonish,,Lionel Cineas Jr.,Joyce Boll
tt2126282,2126282.0,Ekk Deewana Tha,136,"['Prateik', 'Amy Jackson', 'Sachin Khedekar', 'Manu Rishi Chadha', 'Babu Antony', 'Tony Kattukaran', 'Lakshmi Ramakrishnan', 'Sriranjani', 'Shyam', 'Shruti Bapna', 'Subbalakshmi', 'Ashwin Kakumanu', 'Samantha Ruth Prabhu', 'Ramesh Sippy']","['Drama', 'Romance']",['in'],['hi'],PG,,,,5.9,2755.0,16 Feb 2012 (Kuwait),Ekk Deewana Tha,Goutham Vasudev Menon,Manu Rishi Chadha,,Dilip Borkar,Prasanna R. Coondapur,Photon Kathaas,R.S. Infotainment,A.R. Rahman,Anthony,M.S. Prabhu,,Sneha Agrawal,Praveen Bareria
tt1920945,1920945.0,Good Vibrations,103,"['Jodie Whittaker', 'Killian Scott', 'Liam Cunningham', 'David Wilmot', 'Richard Dormer', 'Adrian Dunbar', 'Dylan Moran', 'Kerr Logan', 'Karl Johnson', 'Andrew Simpson', 'Mark Ryder', 'Demetri Goritsas', 'Ruth McCabe', 'Conor MacNeill', 'Diarmuid Noyes', ""Patrick O'Kane"", 'Ryan McParland', 'Michael Colgan', 'Niall Wright', 'Patrick FitzSymons', 'Chris Patrick-Simpson', 'John Travers', 'Joanna Croll', 'Richard Clements', 'Una Carroll', 'Richard Doubleday', 'Allan Gildea', 'Niall Cusack', 'Mary Lindsay', 'Mark Asante', 'Colin Ash', 'Shane McCaffrey', 'Laura Hughes', 'Una C.', 'Paul Caddell', 'Robert Render', 'James Tolcher', 'Richard Hill', 'Allistair Wyndham', 'Cathal Maguire', 'Charlie Berkeley', 'Steven Donnelly', 'Pierre Adeli', 'Joseph Donnelly', 'Claire Hannaway', 'Dorian Dixon', 'Niketa Ferguson', 'Petesy Burns', 'Terri Hooley', 'Brendan Reid', 'Phillip Taggart', 'Rosalind Blair', 'Niall Doherty', 'Andrew Bleakley', 'Peter Kelly', 'James Lyttle', 'Kieran Coyle', 'Emma Ryan', 'Trevor Adams']","['Biography', 'Drama', 'Music']","['gb', 'ie']",['en'],Not Rated,,,,7.2,4503.0,29 Mar 2013 (UK),Good Vibrations,Lisa Barros D'Sa,Colin Carberry,,Bruno Charlesworth,Nathan Connolly,Canderblinks Film and Music,Revolution Films,David Holmes,Nick Emerson,Ivan McCullough,,Glenn Delaney,Colin McCusker
tt2290065,2290065.0,100 Bloody Acres,91,"['Damon Herriman', 'Angus Sampson', 'Anna McGahan', 'Oliver Ackland', 'Jamie Kristian', 'John Jarratt', 'Chrissie Page', 'Paul Blackwell', 'Ward Everaardt', 'Iain Herridge', 'Shane Darcy']","['Comedy', 'Horror']",['au'],['en'],Not Rated,,,,6.0,3546.0,01 Aug 2013 (Australia),100 Bloody Acres,Cameron Cairnes,Cameron Cairnes,,Kate Croser,Bryce Menzies,Cyan Films,Major International Pictures,,Joshua Waddell,John Brawley,,Jesse Goninon,Greg Cooper
tt1810697,1810697.0,Meeting Evil,89,"['Luke Wilson', 'Samuel L. Jackson', 'Leslie Bibb', 'Peyton List', 'Muse Watson', 'Tracie Thoms', 'Bret Roberts', 'Jason Alan Smith', 'Tina Parker', 'Danny Epper', 'Ryan Lee', 'Sam Robbins', 'Gabrielle Harvey', 'Danny Hanemann', 'Allie McConnell', 'Jillian Batherson', 'Avi Lake', 'Jimmy Townsend', 'Ritchie Montgomery', 'Charles Ferrara', 'Claire Conti', 'Dustan Costine', 'Samantha Sitzman', 'Marshall Geller', ""Sean O'Hara"", 'Cole Blaine', 'Edward J. Clare', 'Laura Flannery', 'Sebastian James', 'John C. Klein', 'Elton LeBlanc']","['Crime', 'Drama', 'Mystery', 'Thriller']",['us'],['en'],R,,"$181, 06 May 2012",,5.3,11381.0,,Meeting Evil,Chris Fisher,Thomas Berger,,Mark Bakunas,Justin Bursch,Louisiana Entertainment Screen Services - L.E.S.S.,Motion Picture Corporation of America,Ryan Beveridge,Miklos Wright,Marvin V. Rush,Alice Baker,Stanton Barrett,Ashley Fabre
