year,name,Movie_ID,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects
2010,Inception,1375666,148,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page', 'Tom Hardy', 'Ken Watanabe', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Tai-Li Lee', 'Claire Geare', 'Magnus Nolan', 'Taylor Geare', 'Johnathan Geare', 'Tohoru Masamune', 'Yuji Okumoto', 'Earl Cameron', 'Ryan Hayward', 'Miranda Nolan', 'Russ Fega', 'Tim Kelleher', 'Talulah Riley', 'Nicolas Clerc', 'Coralie Dedykere', 'Silvie Laguna', 'Virgile Bramly', 'Jean-Michel Dagory', 'Helena Cullinan', 'Mark Fleischmann', 'Shelley Lang', 'Adam Cole', 'Jack Murray', 'Kraig Thornber', 'Angela Nathenson', 'Natasha Beaumont', 'Marc Raducci', 'Carl Gilliard', 'Jill Maddrell', 'Alex Lombard', 'Nicole Pulliam', 'Peter Basham', 'Michael Gaston', 'Felix Scott', 'Andrew Pleavin', 'Lisa Reynolds', 'Jason Tendell', 'Jack Gilroy', 'Shannon Welles', 'Michael August', 'Ken Bahn', 'Hélène Cardona', 'John Ceallach', 'Garvin Cross', 'Youlanda Davis', 'Julie Eagleton', 'Seve Esposito', 'Marcus Everett', 'Zachary Christopher Fay', 'Daniel Girondeaud', 'Natalie Goldwin', 'Andrew Hoagland', 'Guy Iannacone', 'Marguerite Gioia Insolia', 'Charles Jarrell', 'Seong-hwan Jo', 'Alonzo F. Jones', 'Ben Key', 'Mobin Khan', 'Shunsaku Kudô', 'Leticia LaBelle', 'John Lawson', 'Jean-Christophe Leger', 'Arnold Montey', 'François-Marie Nivon', 'Scott Pretty', 'Benjamin Riley', 'Norman Saleet', 'Colin Smith', 'Affan Tareen']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['us', 'gb']","['en', 'ja', 'fr']","TV-14::(DLV, TV Rating.)",160000000.0,"$62,785,337, 18 Jul 2010",,8.8,1895959.0,14 Jul 2010 (Egypt),Inception,Christopher Nolan,Christopher Nolan,,Zakaria Alaoui,John Bernard,Warner Bros.,Legendary Entertainment,Hans Zimmer,Lee Smith,Wally Pfister,Larry Dias,Mohamed Essaghir Aabach,Victor Abbene
2010,Tangled,0398286,100,"['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman', 'M.C. Gainey', 'Jeffrey Tambor', 'Brad Garrett', 'Paul F. Tompkins', 'Richard Kiel', 'Delaney Rose Stein', 'Nathan Greno', 'Byron Howard', 'Tim Mertens', 'Michael Bell', 'Bob Bergen', 'Susanne Blakeslee', 'June Christopher', 'Roy Conli', 'David Cowgill', 'Terri Douglas', 'Chad Einbinder', 'Pat Fraley', 'Eddie Frierson', 'Jackie Gonneau', 'Nicholas Guest', 'Bridget Hoffman', 'Daniel Kaz', 'Anne Lockhart', 'Mona Marshall', 'Scott Menville', 'Laraine Newman', 'Paul Pape', 'Lynwood Robinson', 'Fred Tatasciore', 'Hynden Walch', 'Kari Wahlgren', 'John DiMaggio']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",['us'],['en'],TV-G,260000000.0,"$48,767,052, 28 Nov 2010",591794936.0,7.7,376816.0,24 Nov 2010 (Bangladesh),Tangled,Nathan Greno,Dan Fogelman,,Roy Conli,Glen Keane,Walt Disney Animation Studios,Walt Disney Pictures,Alan Menken,Tim Mertens,,,,Brett Achorn
2010,Tron,1104001,125,"['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde', 'Bruce Boxleitner', 'James Frain', 'Beau Garrett', 'Michael Sheen', 'Anis Cheurfa', 'Serinda Swan', 'Yaya DaCosta', 'Elizabeth Mathis', 'Kis Yurij', 'Conrad Coates', 'Daft Punk', 'Ron Selmour', 'Dan Joffre', 'Darren Dolynski', 'Kofi Yiadom', 'Steven Lisberger', 'Donnelly Rhodes', 'Belinda Montgomery', 'Owen Best', 'Matt Ward', 'Zoe Fryklund', 'Dean Redman', 'Mi-Jung Lee', 'Christopher Logan', 'Sheldon Yamkovy', 'Dale Wolfe', 'Joanne Wilson', 'Catherine Lough Haggquist', 'Thomas Bradshaw', 'Shafin Karim', 'Rob Daly', 'Mike Ching', 'Michael Teigen', 'Brent Stait', 'Shaw Madson', 'Amy Esterle', 'Cody Laudan', 'Jeffrey Nordling', 'Christine Adams', 'Kate Gajdosik', 'Jack McGee', 'Dawn Mander', 'Michael Logie', 'John Reardon', 'Edie Mirman', 'Allen Jo', 'Aaron Toney', 'Kim Do Nguyen', 'Patrick Sabongui', 'Will Erichson', 'Nicholas MacDonald', 'Cillian Murphy', 'Hugo Steele', 'Odain Watson']","['Action', 'Adventure', 'Sci-Fi']",['us'],['en'],PG,170000000.0,"$44,026,211, 19 Dec 2010",,6.8,300776.0,15 Dec 2010 (Chile),TRON: Legacy,Joseph Kosinski,Edward Kitsis,Adam Horowitz,Sean Bailey,Bruce Franklin,Walt Disney Pictures,Sean Bailey Productions,Thomas Bangalter,James Haygood,Claudio Miranda,Lin MacDonald,Michael Bishop,Mohamud Abdulkadir
2010,Shutter Island,1130884,138,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Max von Sydow', 'Michelle Williams', 'Emily Mortimer', 'Patricia Clarkson', 'Jackie Earle Haley', 'Ted Levine', 'John Carroll Lynch', 'Elias Koteas', 'Robin Bartlett', 'Christopher Denham', 'Nellie Sciutto', 'Joseph Sikora', 'Curtiss Cook', 'Raymond Anthony Thomas', 'Joseph McKenna', 'Ruby Jerins', 'Tom Kemp', 'Bates Wilder', 'Lars Gerhard', 'Matthew Cowles', 'Jill Larson', 'Ziad Akl', 'Dennis Lynch', 'John Porell', 'Aidan Cole Mitchell', 'Drew Beasley', 'Joseph P. Reidy', 'Bree Elrod', 'Thomas B. Duffy', 'Ken Cheeseman', 'Steve Witting', 'Michael E. Chapman', 'Keith Fluker', 'Darryl Wooten', 'Michael Byron', 'Gary Galone', 'Gabriel Hansen', 'Stephen Adler', 'Cassity Atkins', 'Brina', 'Luke Burnyeat', 'Todd Byron', 'Danny Carney', 'Jeffrey Corazzini', 'John Franchi', 'Robert Grant', 'Rob W. Gray', 'Guy A. Grundy', 'Cody Harter', 'Mackenzie Hawe', 'Chris Henderson', 'Mark Hetherington', 'Alexander L. Hoffman', 'Mary Koomjian', 'Sean Landergan', 'Brian Levitre', 'Daniel Lowney', 'Charles Luise', 'Stephen Marchessault', 'Evalena Marie', 'Dan Marshall', 'Robert Masiello', 'Alex Milne', 'Arnold Montey', 'Americo Presciutti', 'Donna Glee Reim', 'Eric Rollins', 'James Sanguinetti', 'Skip Shea', 'Billy Silvia', 'Claudio Lee Smith', 'Jon Robert Stafford', 'Franz Strassmann', 'Andrew C. Wiley', 'Harrison Young']","['Mystery', 'Thriller']",['us'],"['en', 'de']",R,80000000.0,"$41,062,440, 21 Feb 2010",,8.1,1038106.0,18 Feb 2010 (Australia),Shutter Island,Martin Scorsese,Laeta Kalogridis,,Chris Brigham,Bradley J. Fischer,Paramount Pictures,Phoenix Pictures,,Thelma Schoonmaker,Robert Richardson,Francesca Lo Schiavo,Ron Ames,Enrico Altmann
2010,The Town,0840361,125,"['Ben Affleck', 'Rebecca Hall', 'Jon Hamm', 'Jeremy Renner', 'Blake Lively', 'Slaine', 'Owen Burke', 'Titus Welliver', 'Pete Postlethwaite', 'Chris Cooper', 'Dennis McLaughlin', 'Corena Chase', 'Brian Scannell', 'Kerri Dunbar', 'Tony V.', 'Isaac Bordoy', 'Michael Yebba', 'Daniel Woods', 'Jimmy Joe Maher', 'Mark Berglund', 'Ralph Boutwell', 'Michael Romig', 'Michael Malvesti', 'Jack Neary', ""Ed O'Keefe"", 'Joe Lawler', 'Ben Hanson', 'Brian A. White', 'Richard Caines', 'Frank Garvin', 'Danny Ring', 'Gary Galone', 'David Catanzaro', 'Jeremiah Kissel', 'Malik McMullen', 'Charles C. Winchester III', 'Adam J. Husband', 'Danny DeMiller', 'Susan Rawlinson', 'Sean Locke', 'Peter Looney', 'Lennin Pena', 'James McKittrick', 'Ted Arcidi', 'Bryan Connolly', 'Quan Liang Chen', 'Alex Winston', 'Michael F. Murphy', 'Michele Cressinger', 'Kimberly Mahoney', 'Bobby Curcuro', 'Ginaya Green', 'Nicole Page', 'Georgia Lyman', 'Robert Boyden', 'Jamie Ghazarian', 'Chick Bernhard', 'Stephen Bishop', 'David Boston', 'Alex Bussell', 'Katelyn Cahill', 'Nick Cairis', 'Jeffrey Corazzini', 'Tommy Dallace', 'Mary A. DeBriae', 'Tom Diorio', 'Steven Fabiano', 'Mark Falvo', 'Jeffrey Feingold', 'Mugisha Feruzi', 'Keith Fluker', 'Carlos Foglia', 'Jim Ford', 'Rich Foster', 'John Franchi', 'Jonathon Frost', 'Victor Garber', 'Suzanne Gillies', 'London Hall', 'Bane Harlock', 'Louis Holmes', 'Katie Iacomini', 'Ken Kansky', 'Patrick Languzzi', 'Brian Levitre', 'Rich Manley', 'Dan Marshall', 'Jeff Martineau', 'Robert Masiello', 'Adam Masnyk', 'Kevin McCormick', 'Jim McDonough', 'Thomas McGowan', 'Ken Murray', 'Leigh Nicole', 'Joseph Oliveira', 'Thomas Olson', 'Don Orsillo', 'Chris Palermo', 'Americo Presciutti', 'Duncan B. Putney', 'Eric Ryan', 'Billy Silvia', 'Rich Skinner', 'David Struffolino', 'Joe Sullivan', 'Charlie Tacker', 'Phil Tavares', 'Alexander Tzavalas', 'Jason Venezia', 'Kayla Rae Vesce', 'George J. Vezina', ""Billy 'V' Vigeant"", 'Darryl Wooten', 'William Xifaras']","['Crime', 'Drama', 'Thriller']",['us'],['en'],R,37000000.0,"$23,808,032, 19 Sep 2010",154026136.0,7.5,329436.0,15 Sep 2010 (France),The Town,Ben Affleck,Peter Craig,Ben Affleck,Chay Carter,David Crockett,Warner Bros.,Legendary Entertainment,David Buckley,Dylan Tichenor,Robert Elswit,Maggie Martin,Peter Dress,Casey Allen
2010,Black Swan,0947798,108,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abraham Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun O'Hagan"", 'Chris Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Michelle Rodriguez Nouel', 'Kurt Froman', 'Marty Krzywonos', 'Leslie Lyles', 'John Epperson', 'Arkadiy Figlin', 'Tim Fain', 'Sarah Lane', 'Liam Flaherty', 'Patrick Heusinger', 'Marina Stavitskaya', 'Olga Kostritzky', 'Christine Redpath', 'Alexandra Damiani', 'Rebecca Azenberg', 'Laura Bowman', 'Holly L. Fusco', 'Abigail Mentzer', 'Barette Vance', 'Lillian di Piazza', 'Megan Dickinson', 'Jessy Hendrickson', 'Geneviève Lebean', 'Rachel Jambois', 'Ryoko Sadoshima', 'Kaia A. Tack', 'Lauren Fadeley', 'Sarah Hay', 'Adrianna de Svastich', 'Jamie Wolf', 'Carrie Lee Riggins', 'Gina Artese', 'Anne Bergstedt', 'Alyson Cambridge', 'Andrew Daly', 'John Farrer', 'Dj Jess', 'Tim Lacatena', 'Meredith Miles', 'Todd Miller', 'Carmella Stolyar', 'Daralina Zukoski']","['Drama', 'Thriller']",['us'],"['en', 'fr', 'it']",R,13000000.0,"$1,443,809, 05 Dec 2010",329398046.0,8.0,662690.0,17 Dec 2010 (USA),Black Swan,Darren Aronofsky,Mark Heyman,Andres Heinz,Jon Avnet,Bradley J. Fischer,Fox Searchlight Pictures,Cross Creek Pictures,Clint Mansell,Andrew Weisblum,Matthew Libatique,Tora Peterson,Amy Lauritsen,Ulysses Argetta
2010,Toy Story 3,0435761,103,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty', 'Don Rickles', 'Michael Keaton', 'Wallace Shawn', 'John Ratzenberger', 'Estelle Harris', 'John Morris', 'Jodi Benson', 'Emily Hahn', 'Laurie Metcalf', 'Blake Clark', 'Teddy Newton', 'Bud Luckey', 'Bea Miller', 'Javier Fernández-Peña', 'Timothy Dalton', 'Lori Alan', 'Charlie Bright', 'Kristen Schaal', 'Jeff Garlin', 'Bonnie Hunt', 'John Cygan', 'Jeff Pidgeon', 'Whoopi Goldberg', 'Jack Angel', 'R. Lee Ermey', 'Jan Rabson', 'Richard Kind', 'Erik von Detten', 'Amber Kroner', 'Brianna Maiwand', 'Jack Willis', 'Carlos Alazraqui', 'Teresa Ganzel', 'Jess Harnell', 'Danny Mann', 'Mickie McGowan', 'Laraine Newman', ""Colleen O'Shaughnessey"", 'Bob Peterson', 'Jerome Ranft', 'Lee Unkrich', 'Colette Whitaker', 'Constantino Bravos', 'Taiana Huff', 'Adam Joshua Jastrow', 'Leo Jergovic', 'Theodore F. Kayser', 'Gia Michailidis', 'Nikolas Michailidis', 'Aramé Scott', 'Woody Smith', 'Hannah Unkrich', 'Godfrey Gao', 'Sherry Lynn', 'Jim Ward', 'Frank Welker']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",['us'],"['en', 'es']",G,200000000.0,"$110,307,189, 20 Jun 2010",,8.3,708464.0,16 Jun 2010 (China),Toy Story 3,Lee Unkrich,John Lasseter,Andrew Stanton,Darla K. Anderson,John Lasseter,Walt Disney Pictures,Pixar Animation Studios,Randy Newman,Ken Schretzmann,Jeremy Lasky,,,Alexander Adell
2010,Iron Man 2,1228705,124,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Scarlett Johansson', 'Sam Rockwell', 'Mickey Rourke', 'Samuel L. Jackson', 'Clark Gregg', 'John Slattery', 'Garry Shandling', 'Paul Bettany', 'Kate Mara', 'Leslie Bibb', 'Jon Favreau', 'Christiane Amanpour', 'Philippe Bergeron', 'James Bethea', 'Michael Bruno', 'Kate Clark', 'Luminita Docan', 'François Duhamel', 'Larry Ellison', 'DJ AM', 'Tim Guinee', 'Eric L. Haney', 'Ali Khan', 'Evgeniy Lazarev', 'Stan Lee', 'Isaiah Guyman Martin IV', 'Helena Mattsson', 'Keith Middlebrook', 'Anya Monzikova', 'Margy Stein', 'Olivia Munn', 'Elon Musk', ""Bill O'Reilly"", 'Alejandro Patiño', 'Davin Ransom', 'Karim Saleh', 'Brian Schaeffer', 'Phillipe Simon', 'Jack White', 'Melanie Brown', 'Krystal Ellsworth', 'Victoria Gracie', 'Gina Cantrell', 'Renee Herlocker', 'Jill Ann Pineda-Arnold', 'Sandy Colton', 'Annika Ihnat', 'Jenny Robinson', 'Lindsay Dennis', 'Jennifer D. Johnson', 'Lindsay Rosenberg', 'Hannah Douglass', 'Brooke Long', 'Rachele Brooke Smith', 'Nadine Ellis', 'Kylette Zamora', 'Ted Alderman', 'Donessa Alexander', 'Martin Andris', 'Cassity Atkins', ""Ayelet'"", 'Russell Bailey', 'Gregory Baldi', 'Elya Beer', 'Jordan Bobbitt', 'Chris Borden', 'Lauren C. Brooks', 'Pete Brown', 'Basilina Butler', 'Elizabeth J. Carlisle', 'Michael Cash', 'John Ceallach', 'Katie Cleary', 'Ajarae Coleman', 'Christian Contreras', 'Rosa Costanza', 'Rick L. Dean', ""Timothy 'TJ' James Driscoll"", 'Josh Driver', 'Jasmine Dustin', 'Max Favreau', 'Sam Felman', 'Caitlin Gallo', 'Shakira Vanise Gamble', 'Paul Grace', 'Clare Grant', 'James Granville', 'Seth Green', 'Kathryn Henzler', 'Cary Huff', 'Dustin Jacobs', 'Jennifer Lynne Johnson', 'Ralph Kampshoff', 'Robert E. Kerr', 'Mark Kubr', 'Kevin Lapsley', 'Cameron Lee', 'Jee-Yun Lee', 'Waymond Lee', 'Mathew Lorenceau', 'Christopher Maleki', 'Richard Markman', 'David L. Marston', 'Matt McColm', 'Bryan McCoy', 'Heather S. Michaels', 'Tony Montalbano', 'Ed Moy', 'Kinyumba Mutakabbir', 'Aryn Nelson', 'Delka Nenkova', 'Tony Nevada', 'Nick W. Nicholson', 'Stephen P. Nick', 'Allison Ochmanek', 'Nicolas Pajon', 'Victor J.W. Pekarcik III', 'Joy Sydney Peters', 'Erin Pickett', 'Olivia Presley', 'Steven James Price', 'Kiana Prudhont', 'Kristin Quick', 'Tanner Alexander Redman', 'Tanoai Reed', 'Anthony J Sacco', 'Kelly Sarah Samuels', 'Torin Sixx', 'Peter Trenholm Smith', 'Grace Stanley', 'Douglas Swander', 'Michael A. Templeton', 'Denise Vasquez', 'Lucy Walsh', 'Peter Wrobell', 'Maria Zambrana']","['Action', 'Adventure', 'Sci-Fi']",['us'],"['en', 'fr', 'ru']",PG-13,200000000.0,"$128,122,480, 09 May 2010",,7.0,678084.0,28 Apr 2010 (Belgium),Iron Man 2,Jon Favreau,Justin Theroux,,Victoria Alonso,Louis D'Esposito,Paramount Pictures,Marvel Entertainment,John Debney,Dan Lebental,Matthew Libatique,Lauri Gaffin,Delphine Bertrand,Scott M. Adams
2010,Scott Pilgrim vs. the World,0446029,112,"['Michael Cera', 'Kieran Culkin', 'Anna Kendrick', 'Alison Pill', 'Aubrey Plaza', 'Mary Elizabeth Winstead', 'Jason Schwartzman', 'Johnny Simmons', 'Mark Webber', 'Ellen Wong', 'Satya Bhabha', 'Will Bowes', 'Celine Lepage', 'Keita Saitou', 'Mark Leroy', 'Kjartan Hewitt', 'Ben Lewis', 'Nelson Franklin', 'Kristina Pesic', 'Matt Watts', 'Ingrid Haas', 'Maurie W. Kaufmann', 'Marley Otto', 'Christine Watson', 'Chris Evans', 'Chantelle Chung', 'Don McKellar', 'Jung-Yul Kim', 'Erik Knudsen', 'Brie Larson', 'Abigail Chu', 'Mae Whitman', 'Tennessee Thomas', 'Brandon Routh', 'Emily Kassie', 'Shôta Saitô', 'Michael Lazarovitch', 'John Patrick Amedori', 'Joe Dinicol', 'Craig Stickland', 'Bill Hader', 'Alice Alexander', 'Ryan Allen', 'Alejandro Chavez', 'Clifton Collins Jr.', 'Walter Gasparovic', 'Thomas Jane', 'Reuben Langdon', 'Hope Larson', 'Chuck Little', 'Jéssica Lobo', 'Jessica Martins', 'Tara Mason', 'Jeff Moffitt', 'Alexander Narizni', ""Bryan Lee O'Malley"", 'Jim Reischl', 'Sydney Van Delft', 'Joe Vercillo', 'Joshua William James']","['Action', 'Comedy', 'Fantasy', 'Romance']","['us', 'gb', 'ca', 'jp']",['en'],PG-13,60000000.0,"$10,609,795, 15 Aug 2010",132000000.0,7.5,348312.0,12 Aug 2010 (Australia),Scott Pilgrim vs. the World,Edgar Wright,Michael Bacall,Edgar Wright,J. Miles Dale,Eric Gitter,Universal Pictures,Marc Platt Productions,Nigel Godrich,Jonathan Amos,Bill Pope,Odetta Stoddard,Bradley James Allan,Keith Acheson
2010,The Social Network,1285016,120,"['Jesse Eisenberg', 'Rooney Mara', 'Bryan Barter', 'Dustin Fitzsimons', 'Joseph Mazzello', 'Patrick Mapel', 'Andrew Garfield', 'Toby Meuli', 'Alecia Svensen', 'Jami Owen', 'James Dastoli', 'Robert Dastoli', 'Scotty Crowe', 'Jayk Gallagher', 'Marcella Lentz-Pope', 'Trevor Wright', 'Barry Livingston', 'Marybeth Massett', 'Randy Evans', 'Denise Grayson', 'John Getz', 'Rashida Jones', 'Carrie Armstrong', 'Henry Roosevelt', 'Armie Hammer', 'Josh Pence', 'Max Minghella', 'David Selby', 'Pamela Roylance', 'Brian Palermo', 'Brett Leigh', 'Chris Gouchoe', 'Nicholas Tubbs', 'Kevin Chui', 'Richie Ferris', 'Burke Walton', 'Anh Tuan Nguyen', 'Inbal Amirav', 'Dane Nightingale', 'Stephen Fuller', 'John He', 'Nick Smoke', 'Cali Fredrichs', 'Shelby Young', 'Steve Sires', 'Brenda Song', 'Melise', 'Victor Z. Isaac', 'Abhi Sinha', 'Mark Saul', 'Cedric Sanders', 'Justin Timberlake', 'Dakota Johnson', 'Nancy Linari', 'Douglas Urbanski', 'Inger Tudor', 'Aaron Sorkin', 'Mariah Bonner', 'Kyle Fain', 'Christopher Khai', 'Emma Fitzpatrick', 'Jeffrey Thomas Border', 'Courtney Arndt', 'Felisha Terrell', 'Zoe De Toledo', 'Simon Barr', 'Alex Leigh', 'Phil Turnham', 'Richie Steele', 'Chris Friend', 'Tom Harvey', 'Alex Olijnyk', 'Ray Poulter', 'Bob Hewitt', 'Dave Lambourn', 'James Padmore', 'Sebastian Kouba', 'Charles Herbert', 'Robin Dowell', 'Nathan Hillyer', 'James Shanklin', 'Alex Reznik', 'John Hayden', 'Oliver Muirhead', 'Shane Adler', 'Amy Ferguson', 'Monique Edwards', 'Cayman Grant', 'Wallace Langham', 'Scott Lawrence', 'Peter Holden', 'Darin Cooper', 'Jared Hillman', 'Caitlin Gerard', 'Lacey Beeman', 'Cherilyn Wilson', 'Caleb Landry Jones', 'Franco Vega', 'Andrew Thacher', 'Noah Baron', 'Matt Barriga', 'Tessa Bartholomew', 'Mike Bash', 'Manika Beverly', 'Joseph Bianchi-Coppola', 'Levi Blue', 'Melanie Booth', 'Tony Calle', 'Shannon Carter', 'Jayson Carvalho', 'Ben Cho', 'Kristen Clement', 'Cooper Conley-Currier', 'Tyler Corbin', 'Nikki Dalonzo', 'Chad Davis', 'Calvin Dean', 'Tony DeSean', 'Jonathan Doh', 'Elliott Ehlers', 'John Erickson', 'Robert Ian Evans', 'Jeffrey Feingold', 'Jason Flemyng', 'Shawn Fogarty', 'Carlos Foglia', 'Sterling Folkestad', 'Bryan Forrest', 'Jessica Franz', 'Chaseedaw Giles', 'Brian Guy', 'Josh Haslup', 'Jesse Heiman', 'Crystal Hoang', 'Eli Jane', 'Pilot Jones', 'Daniela Kalota', 'Paul S. Kim', 'Sandra Jin Kim', 'Ren Knopf', 'Kelley Koski', ""Lynn L'Heureux"", 'Eric La Barr', 'Erica LaRose', 'Michael James Levy', 'Kandis Mak', 'Trevor Marsh', 'Jeff Martineau', 'Angelina McCoy', 'James McElroy', 'Naina Michaud', 'Tatum Miranda', 'Arnold Montey', 'Sara Murphy', 'Brett Newton', 'Leigh Nicole', 'Rebecca Ocampo', 'Michael Ouellette', 'Levon Panek', 'Jennifer Polania', 'Adina Porter', 'Miriam Pultro', 'Tony Reinke', 'Britt Rentschler', 'David Rivera', 'Vincent Rivera', 'Tia Robinson', 'Jeff Rosick', 'Alexandra Ruddy', 'Adrienne Rusk', 'Alice Ryan', 'Nicole Sadighi', 'Fred Salmon', 'Kyle Sauer', 'Luis Selgas', 'Jon Shannon', 'Jason Shepard', 'Lauren Simon', 'Nathan Dean Snyder', 'Austin Steady', 'Patrick Michael Strange', 'Emily Sucher', 'Rebecca Tilney', 'Georgina Tolentino', 'Tina Toner', 'Ian Verdun', 'Riley Voelkel', 'Jun Wang', 'David Michael Williamson', 'Taigtus Woods', 'Aleks Zosuls']","['Biography', 'Drama']",['us'],"['en', 'fr']",TV-14,40000000.0,"$22,445,653, 04 Oct 2010",224920315.0,7.7,580676.0,01 Oct 2010 (Canada),The Social Network,David Fincher,Aaron Sorkin,,Dana Brunetti,Ceán Chaffin,Columbia Pictures,Relativity Media,Trent Reznor,Kirk Baxter,Jeff Cronenweth,Victor J. Zolfo,Matt Carver,Casey Allen
