year,name,Movie_ID,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects
2008,The Dark Knight,0468569,152,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy', 'Chin Han', 'Nestor Carbonell', 'Eric Roberts', 'Ritchie Coster', 'Anthony Michael Hall', 'Keith Szarabajka', 'Colin McFarlane', 'Joshua Harto', 'Melinda McGraw', 'Nathan Gamble', 'Michael Vieau', 'Michael Stoyanov', 'William Smillie', 'Danny Goldring', 'Michael Jai White', ""Matthew O'Neill"", 'William Fichtner', 'Olumiji Olawumi', 'Greg Beam', 'Erik Hellman', 'Beatrice Rosen', 'Vincenzo Nicoli', 'Edison Chen', 'Nydia Rodriguez Terracina', 'Andy Luther', 'James Farruggio', 'Tom McElroy', 'Will Zahrn', 'James Fierro', 'Patrick Leahy', 'Sam Derence', 'Jennifer Knox', 'Patrick Clear', 'Sarah Jayne Dunn', 'Charles Venn', 'Winston Ellis', 'David Dastmalchian', 'Sophia Hinshelwood', 'Keith Kupferer', 'Joseph Luis Caballero', 'Richard Dillane', 'Daryl Satcher', 'Chris Petschler', 'Aidan Feore', 'Philip Bulcock', 'Paul Birchard', 'Walter Lewis', 'Vincent Riotta', 'Nancy Crane', 'K. Todd Freeman', 'Matt Shallenberger', 'Michael Andrew Gorman', 'Lanny Lutz', 'Peter DeFaria', 'Matt Rippy', 'Andrew Bicknell', 'Ariyon Bakare', 'Doug Ballard', 'Helene Maksoud', 'Tommy Campbell', 'Craig Heaney', 'Lorna Gayle', 'Lisa McAllister', 'Peter Brooke', 'Joshua Rollins', 'Dale Rivera', 'Matthew Leitch', ""Tommy 'Tiny' Lister"", 'Thomas Gaitsch', 'William Armstrong', 'Adam Kalesperis', 'Tristan Tait', 'Bronson Webb', 'David Ajala', 'Gertrude Mosley', 'Jonathan Ryland', 'James Scales', 'Nigel Carrington', 'Ian Pirie', 'Lateef Lovejoy', 'Grahame Edwards', 'Roger Monk', 'Ronan Summers', 'Wai Wong', 'Michael Corey Foster', 'Hannah Gunn', 'Brandon Lambdin', 'Jeff Albertson', 'Tracy L. Aldaz', 'Matthew W. Allen', 'Stephen Armourae', 'Alisa Azpeitia', 'Mike Bach', 'Wayne Baker', 'Martin Ballantyne', 'Tommy Bartlett', 'Paul Bateman', 'Blayne Bennett', 'Christian Black', 'Craig Braginsky', 'Jon Lee Brody', 'Douglas Bunn', 'Debbi Burns', 'Luke Burnyeat', 'Maritza Cabrera', 'Shirin Caiola', 'Fabrice Calmels', 'Josh Chapman', 'Laura Chernicky', 'Matt Cho', 'Henry Milton Chu', 'Rob Clark', 'Kelli Clevenger', 'David Cosey', 'Rachel Daugherty', 'Bruce Allen Dawson', 'Danielle Day', 'Richard Divizio', 'Tony Domino', 'Jessica Doyle', 'Laine Edwards', 'R. Michael Egan', 'David William James Elliott', 'Dan Evashevski', 'Gene Fojtik', 'Reese Foster', 'Jason Frederick', 'Jason Fuller', 'Darren Elliot Fulsher', 'David Fultz', 'Scott Ganyo', 'Marisol Giraud', 'Tim Glanfield', 'Dan Gossen', 'Lisa Greene', 'Sharlene Grover', 'Natalie Hallam', 'Thomas Hartmann', 'Chris Hastings', 'Alexander Hathaway', 'Michael Hennessy', 'Jordon Hodges', 'John Hoving', 'Sean Hynes', 'Bill Ibrahim', 'Gerard Jamroz', 'Charles Jarman', 'Erron Jay', 'Daniel Jefferson', 'Ramses Jimenez', 'Will Jones', 'Bob Kaliebe', 'Nicky Katt', 'Mark Keiser', 'Charlie Kierscht', 'Thomas Kosik', 'Don Kress', 'Ryan Kross', 'Tim Krueger', 'Michael Kuster', 'Dan Latham', 'Joseph Lazicki', 'Donovan Leitch Jr.', 'David Lesley', 'Emily Lineham', 'Deborah Lynn', 'Noelle Lynn', 'Jonathan Macchi', 'Al Marchesi', 'J.R. Martino', 'Joseph Mazurk', 'Tom McComas', 'Krista McEnany', 'Ryan McGonagle', 'James Mellor', 'Denise Meyer Kennell', 'Joseph Nelson', 'Joseph Oliveira', 'Sal Ozbay', 'Christopher Pastenes', 'Libby Pedersen', 'Greg Peterson', 'Ernest Pierce', 'Kevin Pitcairn', 'Rory Plante', 'Pek Pongpaet', 'Charles Query', 'Marc Radz', 'Buster Reeves', 'Sara Ritz', 'Peter Rnic', 'Gary Ryder', 'Kelly Saindon', 'Elisa Schleef', 'Greg Schweiner', 'Jan Seybold', 'Amit Shah', 'Vivek Shah', 'Michael Sherwin', 'Michelle Shields', 'Tina Simmons', 'Kit Sinnett', 'Sofiya Smirnova', 'John Snowden', 'Lorea Solabarrieta', 'Dwight Sora', 'Bruce Spielbauer', 'January Stern', 'Robert Patrick Stern', 'Jordan Stone', 'Robert Stone', 'Richard Strobel', 'Albert Tang', 'Jim Templar', 'Chris D. Thomas', 'John Thurner', 'Tinnie Tong', 'Tom Townsend', 'Chuen Tsou', 'John Turk', 'James Warfield', 'John Warman', 'Joel Wasserman', 'Mike Whyte', 'Chris Wilson', 'Lisa Wolf', 'Debi Wollitzer', 'Essa Zahir', 'Kevin Zaideman']","['Action', 'Crime', 'Drama', 'Thriller']","['us', 'gb']","['en', 'cmn']",TV-14::(LV),185000000.0,"$158,411,483, 20 Jul 2008",,9.0,2137949.0,16 Jul 2008 (Australia),The Dark Knight,Christopher Nolan,Jonathan Nolan,Christopher Nolan,Kevin De La Noy,Jordan Goldberg,Warner Bros.,Legendary Entertainment,James Newton Howard,Lee Smith,Wally Pfister,Peter Lando,Jessica Franks,Victor Abbene
2008,Iron Man,0371746,126,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Gwyneth Paltrow', 'Leslie Bibb', 'Shaun Toub', 'Faran Tahir', 'Clark Gregg', 'Bill Smitrovich', 'Sayed Badreya', 'Paul Bettany', 'Jon Favreau', 'Peter Billingsley', 'Tim Guinee', 'Will Lyman', 'Tom Morello', 'Marco Khan', 'Khalili Dastan', 'Ido Mor', 'Kevin Foster', 'Garret Noël', 'Eileen Weisinger', 'Ahmed Ahmed', 'Fahim Fazli', 'Gerard Sanders', 'Tim Rigby', 'Russell Richardson', 'Nazanin Boniadi', 'Thomas Craig Plumer', 'Robert Berkman', 'Stacy Stas Hurst', 'Lauren Scyphers', 'Frank Nyi', 'Marvin Jordan', 'Jim Cramer', 'Donna Evans', 'Reid Harper', 'Summer Kylie Remington', 'Ava Rose Williams', 'Vladimir Kubr', 'Callie Croughwell', 'Javan Tahir', 'Sahar Bibiyan', ""Patrick O'Connell"", 'Adam Harrington', 'Meera Simhan', 'Ben Newmark', 'Ricki Lander', 'Jeannine Kaspar', 'Sarah Cahill', 'Stan Lee', 'Justin Rex', 'Zorianna Kit', 'Lana Kinnear', 'Nicole Lindeblad', 'Masha Lund', 'Gabrielle Tuite', 'Tim Griffin', 'Joshua Harto', 'Micah Hauptman', 'James Bethea', 'Greg Anthony', 'Jeffrey Ashkin', 'Mark W. Berry', 'Russell Bobbitt', 'Jon Braver', 'Vianessa Castaños', 'Mike Cochrane', 'Crystal Marie Denha', 'Yonel Dorelis', 'Mellany Gandara', 'Glenn Goldstein', 'Halla', 'Rodrick Hersh', 'Kristin J. Hooper', 'Samuel L. Jackson', 'Chris Jalandoni', 'Stephen Janousek', 'Theo Kypri', 'Laura Liguori', 'Flavia Manes Rossi', 'Anthony Martins', 'Allison McAtee', 'Robert McMurrer', 'James M. Myers', 'Nick W. Nicholson', 'America Olivo', 'Sylvette Ortiz', 'Brett Padelford', 'Ajani Perkins', 'Elijah Samuel Quesada', 'Chris Reid', 'Toi Rose', 'Arne Starr', 'George F. Watson', 'David Zyler']","['Action', 'Adventure', 'Sci-Fi']",['us'],"['hu', 'ku', 'hi', 'en', 'fa', 'ur', 'ar']",TV-14::(LSV),140000000.0,"$98,618,668, 02 May 2008",,7.9,888366.0,30 Apr 2008 (Argentina),Iron Man,Jon Favreau,Mark Fergus,Hawk Ostby,Victoria Alonso,Ari Arad,Paramount Pictures,Marvel Enterprises,Ramin Djawadi,Dan Lebental,Matthew Libatique,Lauri Gaffin,Steve Battaglia,Victor Abbene
2008,Twilight,1099212,122,"['Kristen Stewart', 'Sarah Clarke', 'Matt Bushell', 'Billy Burke', 'Gil Birmingham', 'Taylor Lautner', 'Gregory Tyree Boyce', 'Justin Chon', 'Michael Welch', 'Anna Kendrick', 'Christian Serratos', 'Nikki Reed', 'Kellan Lutz', 'Ashley Greene', 'Jackson Rathbone', 'Robert Pattinson', 'José Zúñiga', 'Trish Egan', 'Ayanna Berkshire', 'Ned Bellamy', 'Bryce Flint-Sommerville', 'Peter Facinelli', 'Solomon Trimble', 'Rachelle Lefevre', 'Cam Gigandet', 'Edi Gathegi', 'Alexander Mendeluk', 'Hunter Jackson', 'Gavin Bristol', 'Sean McGrath', 'Katie Powers', 'Elizabeth Reaser', 'Catherine Grimme', 'Humberto Amor', 'William Joseph Elk III', 'Victoria Geil', 'Kristopher Hyatt', 'Stephenie Meyer', 'Rick Mora', 'Rana Morrison', 'Tyler Nordby', 'Trip Ross', 'Edward Stiner', 'Josh Turner', 'Maggie-Jo Turner', 'Robert Zorn']","['Drama', 'Fantasy', 'Romance']",['us'],['en'],PG-13,37000000.0,"$69,637,740, 23 Nov 2008",,5.2,402050.0,20 Nov 2008 (Russia),Twilight,Catherine Hardwicke,Melissa Rosenberg,,Marty Bowen,Wyck Godfrey,Summit Entertainment,Temple Hill Entertainment,Carter Burwell,Nancy Richardson,Elliot Davis,Gene Serdena,Deon Boyce,Jeremy Agamata
2008,Step Brothers,0838283,98,"['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen', 'Richard Jenkins', 'Adam Scott', 'Kathryn Hahn', 'Andrea Savage', 'Lurie Poston', 'Elizabeth Yozamp', 'Logan Manus', 'Travis T. Flory', 'Lili Rose McKay', 'Shira Piven', 'Seth Morris', 'Wayne Federman', 'Maria Quiban', 'Danielle Schneider', 'Gillian Vigman', 'Brian Huskey', 'Adam McKay', 'Seth Rogen', 'Chris Henchy', 'Mary Catherine Hamelin', 'Ian Roberts', 'Erica Vittina Phillips', 'Phil LaMarr', 'Rob Riggle', 'Jason Davis', 'Paula Killen', 'Ken Jeong', 'Horatio Sanz', 'Kyle Felts', 'Jake Szymanski', 'Matt Walsh', 'Dmitri Schuyler-Linch', 'Bryce Hurless', 'Brent White', 'Don Abernathy', 'Erin Affourtit', 'Pedro Miguel Arce', 'Jeffrey Ashkin', 'Denise Bradley', 'Pete Brown', 'Troy Butcher', 'Jeremy Clark', 'James Collins', 'John D. Crawford', 'Michael Dane', 'Craig A. Dunlop', 'Krystal Ellsworth', 'Justin Fix', 'Charlie Gelbart', 'Tommy Gerrits', 'Larry Goldstein', 'Guy Iannacone', 'Carol Ilku', 'Amanda Lee Jacoby', 'Christopher Karl Johnson', 'Breaunna Lake', 'Gregg Lee', 'Michelle Lenhardt', 'Tara Macken', 'Debbie Prokop', 'Alex Pulido', 'Kate Rappoport', 'Jarrod Robbins', 'Sandra Rosko', 'Erinn Selkis', 'Laimarie Serrano', 'Steve Silverie', 'Micah Sudduth']",['Comedy'],['us'],"['en', 'es']",R,65000000.0,"$30,940,732, 27 Jul 2008",128107642.0,6.9,252635.0,25 Jul 2008 (Canada),Step Brothers,Adam McKay,Will Ferrell,Adam McKay,Judd Apatow,Joshua Church,Columbia Pictures,Relativity Media,Jon Brion,Brent White,Oliver Wood,Casey Hallenbeck,Courtenay Miles,Akemi Abe
2008,WALL·E,0910970,98,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'MacInTalk', 'John Ratzenberger', 'Kathy Najimy', 'Sigourney Weaver', 'Teddy Newton', 'Bob Bergen', 'John Cygan', 'Pete Docter', 'Paul Eiding', 'Donald Fullilove', 'Teresa Ganzel', 'Jess Harnell', 'Sherry Lynn', 'Mickie McGowan', 'Laraine Newman', 'Lori Alan', 'Jeff Pidgeon', 'Jan Rabson', 'Lori Richardson', 'Andrew Stanton', 'Jim Ward', 'Colette Whitaker', 'Kim Kopf', 'Angus MacLane', 'Niki McElroy', 'Garrett Palmer', 'Sinisa Ruzic', 'Kai Steel Smith']","['Animation', 'Adventure', 'Family', 'Sci-Fi']",['us'],['en'],TV-G::(TV rating),180000000.0,"$63,087,526, 29 Jun 2008",,8.4,932812.0,26 Jun 2008 (Bolivia),WALL·E,Andrew Stanton,Andrew Stanton,Pete Docter,Lindsey Collins,John Lasseter,FortyFour Studios,Pixar Animation Studios,Thomas Newman,Stephen Schaffer,Danielle Feinberg,,Jim Capobianco,Frank Aalbers
2008,The Incredible Hulk,0800080,112,"['Edward Norton', 'Liv Tyler', 'Tim Roth', 'William Hurt', 'Tim Blake Nelson', 'Ty Burrell', 'Christina Cabot', 'Peter Mensah', 'Lou Ferrigno', 'Paul Soles', 'Débora Nascimento', 'Greg Bryk', 'Chris Owens', 'Al Vrkljan', 'Adrian Hein', 'John MacDonald', 'Shaun McComb', 'Simon Wong', 'Pedro Salvín', 'Julio Cesar Torres Dantas', 'Raimundo Camargo Nascimento', 'Nick Alachiotis', 'Jason Burke', 'Grant Nickalls', 'Joris Jarsky', 'Arnold Pinnock', 'Tig Fong', 'Jason Hunter', 'Maxwell McCabe-Lokos', 'David Collins', 'John Carvalho', 'Robin Wilcock', 'Wayne Robson', 'Javier Lambert', 'Martin Starr', 'Chris Ratz', 'Todd Hofley', 'Joe Lalogga', 'Tamsen McDonough', 'Michael Kenneth Williams', 'Roberto Bakker', 'Ruru Sacha', 'James Downing', 'Rickson Gracie', 'Stephen Gartner', 'Nicholas Rose', 'Genelle Williams', 'P.J. Kerr', 'Jee-Yun Lee', 'Desmond Campbell', 'DeShaun Clarke', 'Tony Nappo', 'Aaron Berg', 'David Meunier', 'Tre Smith', 'Moses Nyarko', 'Carlos A. González', 'Yan Regis', 'Stephen Broussard', 'Robert Morse', 'Matt Purdy', 'Lenka Matuska', 'Scott Magee', 'Wes Berger', 'Carla Nascimento', 'Krista Vendy', 'Mila Stromboni', 'Jim Annan', 'John Atkin', 'David Bianchi', 'Bill Bixby', 'JB Blanc', 'John Campea', 'Jon Cesar', 'Rick Cordeiro', 'Brandon Cruz', 'Scoot DeVille', 'Fabio Dorea', 'Robert Downey Jr.', 'Kieran Gallant', 'J.D. Hall', 'Jay Hunter', 'Dave Kiner', 'Stan Lee', 'Richard D. Leko', 'Jonathan Lipow', 'Kevin Lise', 'Dan MacDonald', 'David L. Marston', 'François Mequer', 'Ishan Morris', 'Scott Murphy', 'Billy Parrott', 'Imali Perera', 'Kristina Pesic', 'Avi Phillips', 'Jeffrey W. Pike', 'T.J. Smith', 'Fred Tatasciore', 'Dylan Taylor', 'Max Topplin', 'Miyoshi Umeki', 'J.A. Worthington', 'Russell Yuen']","['Action', 'Adventure', 'Sci-Fi']",['us'],"['en', 'pt', 'es']",PG-13,150000000.0,"$55,414,050, 15 Jun 2008",263427551.0,6.7,412111.0,06 Jun 2008 (Colombia),The Incredible Hulk,Louis Leterrier,Zak Penn,,Avi Arad,Stephen Broussard,Universal Pictures,Marvel Enterprises,Craig Armstrong,Rick Shaine,Peter Menzies Jr.,Monica Delfino,Ashley Bell,Alberto Abril
2008,The Curious Case of Benjamin Button,0421715,166,"['Cate Blanchett', 'Brad Pitt', 'Julia Ormond', 'Faune Chambers Watkins', 'Elias Koteas', 'Donna Duplantier', 'Jacob Tolano', 'Earl Maddox', 'Ed Metzger', 'Jason Flemyng', 'Danny Vinson', 'David Jensen', 'Joeanna Sayler', 'Taraji P. Henson', 'Mahershala Ali', 'Fiona Hale', ""Patrick Thomas O'Brien"", 'Marion Zinser', 'Peter Donald Badalamenti II', 'Danny Nelson', 'Paula Gray', 'Lance E. Nichols', 'Rampai Mohadi', 'Troi Bechet', 'Phyllis Somerville', 'Elle Fanning', 'Ted Manson', 'Clay Cullen', 'Edith Ivey', 'Robert Towers', 'Jared Harris', 'Sonya Leslie', 'Yasmine Abriel', 'Madisen Beaty', 'Tom Everett', 'Don Creech', 'Christopher DesRoches', 'Joshua DesRoches', 'Richmond Arquette', 'Josh Stewart', 'Ilia Volok', 'Tilda Swinton', 'David Ross Paterson', 'Taren Cunningham', 'Myrton Running Wolf', 'Stephen Monroe Taylor', 'Devyn A. Tyler', 'Adrian Armas', 'Wilbur Fitzgerald', 'Ashley Nolan', 'Louis Herthum', 'Katta Hules', 'Rus Blackwell', 'Joel Bissonnette', 'Deneen Tyler', 'Spencer Daniels', 'Chandler Canterbury', 'Charles Henry Wyson', 'Jessica Cropper', 'Katherine Crockett', 'Leslie Augustine', 'Blake Balu', 'Aliane Baquerot', 'Dewayne Bateman', 'Brett Beoubay', 'Allen Boudreaux', 'Eve Brent', 'David E. Brown', 'Megan Brown', 'Melissa Cabrera', 'Jake Carpenter', 'Ryan Catalanotto', 'Clay Chamberlin', 'Emma Degerstedt', 'Walter Delmar', 'Louis Dupuy', 'Lori Enterline', 'Marian Filali', 'Ron Flagge', 'Joe Fontana', 'Garrett Forbes', 'Tiffany Forest', 'Debby Gaudet', 'Simone-Élise Girard', 'Geraldine Glenn', 'Zuri Goldman', 'Victoria Goulet', 'Malerie Grady', 'Cody Green', 'Derrick Guidry', 'Bob Harter', 'Aaron Jennings Hartnell', 'Tim Harvey', 'Emily Howe', 'Rhonda Huete', 'Grant James', 'Christopher Karl Johnson', 'Shiloh Jolie-Pitt', 'Jeffrey Scott Jones', 'Nadyia Jones', 'Marcus Kelley', 'Alim Kouliev', 'Jonathan Lane', 'Benee Leavy', 'Cynthia LeBlanc', 'Elton LeBlanc', 'Shane LeCocq', 'Naima Lett', 'Heather Lipson', 'Kevin Lorio', 'Audrey Lynn', 'Alec Mazo', 'Angelina McCoy', 'Harlon Miller', 'Valeska Miller', 'Ian Novotny', 'Jay Oliver', 'Michael Owens', 'Antonia Putiloff', 'Shawn Ramagos', 'Bianca Roe', 'Sean Ross', 'Ross Rouillier', 'Robert W. Savina', 'Craig Sawyer', 'Andy Sims', 'Chaz Smith', 'Logan Douglas Smith', 'Terry Lee Smith', 'Lauren Swinney', 'Dennis Thomas IV', 'Jennifer Toffel', 'Yvette Tucker', 'Daniel Vincent', 'Gerrold Vincent', 'M. Jearl Vinot', 'Gelsey Weiss', 'Autumn Withers', 'Brianna Womick', 'Michael Wozniak']","['Drama', 'Fantasy', 'Romance']",['us'],"['en', 'ru', 'fr']",PG-13,150000000.0,"$26,853,816, 28 Dec 2008",333932083.0,7.8,551631.0,25 Dec 2008 (Fiji),The Curious Case of Benjamin Button,David Fincher,Eric Roth,,Ceán Chaffin,Jim Davidson,Warner Bros.,Paramount Pictures,Alexandre Desplat,Kirk Baxter,Claudio Miranda,Victor J. Zolfo,George Bott,Dan Abrams
2008,Tropic Thunder,0942385,107,"['Jeff Kahn', 'Robert Downey Jr.', 'Anthony Ruivivar', 'Jack Black', 'Jay Baruchel', 'Brandon T. Jackson', 'Ben Stiller', 'Eric Winzenried', 'Steve Coogan', 'Valerie Azlynn', 'Matt Levin', 'David Pressman', 'Amy Stiller', 'Danny McBride', 'Dempsey Silva', 'Bill Hader', 'Nick Nolte', 'Jeff Weidemann', 'Nadine Ellis', 'Rachel Avery', 'Darryl Farmer', 'Rod Tate', 'Maria Menounos', 'Tyra Banks', 'Christine Taylor', 'Jel Galiza', 'Andrea de Oliveira', 'Matthew McConaughey', 'Yvette Nicole Brown', 'Reggie Lee', 'Trieu Tran', 'Brandon Soo Hoo', 'J. Thomas Chon', 'Jacob Chon', 'Tom Cruise', 'Mini Anden', 'Mike Hoagland', 'Jon Voight', 'Jennifer Love Hewitt', 'Jason Bateman', 'Lance Bass', 'Alicia Silverstone', 'Don Abernathy', 'Linda Bella', 'Denise Bradley', 'Ella Christopher', 'Natalie Cohen', 'Larry Cruz', 'Angela Daun', 'Clark DeVol', 'Josh Diaz', 'Kaylee Dodson', 'Jasmine Dustin', 'David D. Espinoza', 'David Daniel Espinoza', 'Eric Feliciano', 'Joe Forbes', 'Austin Honaker', 'Miko Hughes', 'Dave Johnson', 'Jillian Johnston', 'James Lew', 'Lesley Nicole Lewis', 'Tobey Maguire', 'Fadhia Carmelle Marcelin', 'Paul McMichael', 'Anya Monzikova', 'The Mooney Suzuki', 'Chad Mountain', 'Brittany Perry-Russell', 'Simon Rhee', 'DJ Rivers', 'Samantha Sadoff', 'Eli Santana', 'Gaku Space', 'Becca Sweitzer', 'Kaye Marie Talise', 'Sandra Valladares', 'Julie Van', 'Jobeth Wagner']","['Action', 'Comedy', 'War']","['us', 'gb', 'de']","['en', 'cmn']","TV-14::(DLSV, TV Rating.)",92000000.0,"$25,812,796, 17 Aug 2008",188072649.0,7.0,358597.0,13 Aug 2008 (Canada),Tropic Thunder,Ben Stiller,Justin Theroux,Ben Stiller,Stuart Cornfeld,Matt Eppedio,DreamWorks,Red Hour Films,Theodore Shapiro,Greg Hayden,John Toll,Daniel B. Clancy,Dieter Busch,Gary Abrahamian
2008,The Hurt Locker,0887912,131,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty', 'Guy Pearce', 'Ralph Fiennes', 'David Morse', 'Evangeline Lilly', 'Christian Camargo', 'Suhail Dabbach', 'Christopher Sayegh', 'Nabil Koni', 'Sam Spruell', 'Sam Redford', 'Feisal Sadoun', 'Barrie Rice', 'Imad Dadudi', 'Erin Gann', 'Justin Campbell', 'Malcolm Barrett', 'Kristoffer Ryan Winters', 'J.J. Kandel', 'Ryan Tramont', 'Hani Naimi', 'Hasan Darwish', 'Wasfi Amour', 'Nibras Qassem', 'Ben Thomas', 'Nader Tarawneh', 'Anas Wellman', 'Omar Mario', 'Fleming Campbell', 'Mark Behar', 'Tommy Dallace', 'Jeffrey Feingold', 'Jerry Fortuna', 'David Gueriera', 'Joseph Martinus', 'Kate Mines', 'Yousef Shweihat']","['Drama', 'Thriller', 'War']",['us'],"['en', 'ar']",R,15000000.0,"$145,352, 28 Jun 2009",,7.6,399862.0,10 Oct 2008 (Italy),The Hurt Locker,Kathryn Bigelow,Mark Boal,,Kathryn Bigelow,Mark Boal,Voltage Pictures,Grosvenor Park Media,Marco Beltrami,Chris Innis,Barry Ackroyd,Amin Charif El Masri,Ashley Bell,R. Edward Black
2008,The Boy in the Striped Pyjamas,0914798,94,"['Asa Butterfield', ""Zac Mattoon O'Brien"", 'Domonkos Németh', 'Henry Kingsmill', 'Vera Farmiga', 'Cara Horgan', 'Zsuzsa Holl', 'Amber Beattie', 'László Áron', 'David Thewlis', 'Richard Johnson', 'Sheila Hancock', 'Charlie Baker', 'Iván Verebély', 'Béla Fesztbaum', 'Attila Egyed', 'Rupert Friend', 'David Hayman', 'Jim Norton', 'Jack Scanlon', 'László Nádasi', 'László Quitt', 'Mihály Szabados', 'Zsolt Sáfár Kovács', 'Gábor Harsai', 'Julia Papp']","['Drama', 'War']","['gb', 'us']","['en', 'es']",PG-13,12500000.0,,,7.8,175847.0,12 Sep 2008 (UK),The Boy in the Striped Pajamas,Mark Herman,John Boyne,,Rosie Alison,Mark Herman,Miramax,BBC Films,James Horner,Michael Ellis,Benoît Delhomme,Gábor Nagy,Monika Bota,Louie Alexander
