year,name,Movie_ID,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects
2005,Star Wars: Episode III - Revenge of the Sith,0121766,140,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Jimmy Smits', 'Frank Oz', 'Anthony Daniels', 'Christopher Lee', 'Keisha Castle-Hughes', 'Silas Carson', ""Jay Laga'aia"", 'Bruce Spence', 'Wayne Pygram', 'Temuera Morrison', 'David Bowers', 'Oliver Ford Davies', 'Ahmed Best', 'Rohan Nichol', 'Jeremy Bulloch', 'Amanda Lucas', 'Kenny Baker', 'Matt Sloan', 'Peter Mayhew', 'Rebecca Jackson Mendoza', 'Joel Edgerton', 'Bonnie Piesse', 'Jett Lucas', 'Tux Akindoyeni', 'Matt Rowan', 'Kenji Oates', 'Amy Allen', 'Bodie Taylor', 'Graeme Blundell', 'Trisha Noble', 'Claudia Karvan', 'Keira Wingate', 'Hayley Mooy', 'Sandi Finlay', 'Katie Lucas', ""Genevieve O'Reilly"", 'Warren Owens', 'Kee Chan', 'Rena Owen', 'Christopher Kirby', 'Matthew Wood', 'Kristy Wright', 'Coinneach Alexander', 'Olivia McCallum', 'Michael Kingma', 'Axel Dench', 'Steven Foy', 'Julian Khazzouh', 'James Rowland', 'David Stiff', 'Robert Cope', 'David Acord', 'Paul Bateman', 'Ross Beadman', 'Jerome St. John Blake', 'Robert M. Bouffard', 'Jill Brooks', 'Gene Bryant', 'Josh Canning', 'Dominique Chionchio', 'Rob Coleman', 'Ben Cooke', 'Fay David', 'Paul Davies', 'Caroline de Souza Correa', 'Eliana Dona', 'Malcolm Eager', 'Nina Fallon', 'Lawrence Foster', 'Tim Gibbons', 'Nick Gillard', 'Roger Guyett', 'Chantal Harrison', 'Philip Harvey', 'Pablo Hidalgo', 'James Earl Jones', 'Ben Key', 'Shaun R.L. King', 'Goran D. Kleut', 'John Knoll', 'Gervais Koffi', 'John M. Levin', 'Janet Lewin', 'Bai Ling', 'George Lucas', 'Dean Mitchell', 'Arnold Montey', 'Paul James Nicholson', 'Blake Nickle', 'Denise Ream', 'Anthony Reyna', 'Christopher Rodriguez', 'Hamish Roxburgh', 'Mike Savva', 'Jacqui Louez Schoorl', 'Lisa Shaunessy', 'Orli Shoshan', 'John Sigurdson', 'Christian Simpson', 'Paul Spence', 'Suzie Steen', 'Richard Stride', 'Marty Wetherill', 'Aaliyah Williams', 'Masa Yamaguchi']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['us'],['en'],TV-14::(LV),113000000.0,"$108,435,841, 22 May 2005",,7.5,656744.0,17 May 2005 (Kuwait),Star Wars: Episode III - Revenge of the Sith,George Lucas,George Lucas,,George Lucas,Rick McCallum,Lucasfilm,Mestiere Cinema,John Williams,Roger Barton,David Tattersall,Piero Di Giovanni,Deborah Antoniou,Romulo Adriano Jr.
2005,Batman Begins,0372784,140,"['Christian Bale', 'Michael Caine', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Ken Watanabe', 'Mark Boone Junior', 'Linus Roache', 'Morgan Freeman', 'Larry Holden', 'Gerard Murphy', 'Colin McFarlane', 'Sara Stewart', 'Gus Lewis', 'Richard Brake', 'Rade Serbedzija', 'Emma Lockhart', 'Christine Adams', 'Catherine Porter', 'John Nolan', 'Karen David', 'Jonathan D. Ellis', 'Tamer Hassan', 'Ronan Leahy', 'Vincent Wong', 'Tom Wu', 'Mark Chiu', 'Turbo Kong', 'Sai-Kit Yung', 'Chike Chan', 'Tenzin Clive Ball', 'Tenzin Gyurme', 'Jamie Hayden', 'David Murray', 'John Kazek', 'Darragh Kelly', 'Patrick Nolan', 'Joseph Rye', 'Kwaku Ankomah', 'Jo Martin', 'Charles Edwards', 'Lucy Russell', 'Timothy Deenihan', 'David Bedella', 'Flavia Masetto', 'Emily Steven-Daly', 'Martin McDougall', 'Noah Lee Margetts', 'Joe Hanley', 'Karl Shiels', 'Roger Griffiths', 'Stephen Walters', 'Richard Laing', 'Matt Miller', 'Risteard Cooper', 'Shane Rimmer', 'Jeremy Theobald', 'Alexandra Bastedo', 'Soo Hee Ding', 'Conn Horgan', 'Phill Curr', 'Jack Gleeson', 'John Judd', 'Sarah Wateridge', 'Charlie Kranz', 'Terry McMahon', 'Cedric Young', 'Tim Booth', 'Tom Nolan', 'Leon Delroy Williams', 'Roger Yuan', 'Joe Sargent', 'Mel Taylor', 'Ilyssa Fradin', 'Andrew Pleavin', 'Jeff Christian', 'John Burke', 'Earlene Bentley', 'Alex Moggridge', 'Jay Buozzi', 'Jordan Shaw', 'Omar Mostafa', 'Patrick Pond', 'Poppy Tierney', 'Rory Campbell', 'Fabio Cardascia', 'Spencer Wilding', 'Mark Rhino Smith', 'Khan Bonfils', 'Dave Legeno', 'Ruben Halse', 'Rodney Ryan', 'Dominic Burgess', 'Nadia Cameron-Blakey', 'Mark Straker', 'T.J. Ramini', 'Kieran Hurley', 'Emmanuel Idowu', 'Jeff Tanner', 'Martin Alexander', 'Dean Alexandrou', 'Joey Ansah', 'Anoushka Arden', 'Alex Argenti', 'Lasco Atkins', 'Rick Avery', 'Morne Botes', 'John Jason Bucknall', 'Douglas Bunn', 'Gary Bunn', 'Kimber Closson', 'Thomas D. Craven', 'Alexander Curtis', 'Ray Donn', 'James Embree', 'Jon Foo', 'Jennifer A. Goodman', 'Daniel Grzeskowiak', 'Tommy Gunn', 'Philip Harvey', 'Adam Hawkes', 'James Heatlie', 'Scott Hinds', 'Don Klass', 'Gil Kolirin', 'Ryan Kross', 'Jeff Lipman', 'Sonny Louis', 'Emil Martirossian', 'Arnold Montey', 'Jane Osborn', 'Allen Panakal', 'John Perkins', 'Ernest Pierce', 'Dan Poole', 'Abdul Pope', 'Marc Radz', 'Mike Savva', 'Kit Sinnett', 'Michael Stailey', 'Jimmy Star', 'Mark Strange', 'Dee Tails', 'Chuen Tsou', 'Russell Wilcox']","['Action', 'Adventure']","['us', 'gb']","['en', 'ur', 'cmn']",TV-14::(V),150000000.0,"$48,745,440, 19 Jun 2005",374218673.0,8.2,1226748.0,15 Jun 2005 (Belgium),Batman Begins,Christopher Nolan,Bob Kane,,Larry Franco,Benjamin Melniker,Warner Bros.,Syncopy,James Newton Howard,Lee Smith,Wally Pfister,Gene Foad,Phil Booth,Aurelia Abate
2005,Charlie and the Chocolate Factory,0367594,115,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee', 'Adam Godley', 'Franziska Troegner', 'AnnaSophia Robb', 'Julia Winter', 'Jordan Fry', 'Philip Wiegratz', 'Blair Dunlop', 'Liz Smith', 'Eileen Essell', 'David Morris', 'Nitin Ganatra', 'Shelley Conn', 'Chris Cresswell', 'Philip Philmar', 'Tony Kirwood', 'Todd Boyce', 'Nayef Rashed', 'Menis Yousry', 'Harry Taylor', 'Hubertus Geller', 'Francesca Hunt', 'Garrick Hagon', 'Kevin Eldon', 'Mark Heap', 'Roger Frost', 'Oscar James', 'Colette Appleby', 'Debora Weston', 'Annette Badland', 'Steve Hope Wynne', 'Geoffrey Holder', 'Robert Boas', 'Lucy-Anne Brooks', 'Elena Buda', 'Rene Costa', 'Ray Donn', 'Julie Eagleton', 'Laine Edwards', 'Danny Elfman', 'Aiko Horiuchi', 'Stephen Humby', 'Jynine James', 'Hollie Kemp', 'Michelle Kernohan', 'Sara Kirkpatrick', 'Brigitte Millar', 'Georgina Minter-Brown', 'Valery Richardson', 'Georgie Smith', 'Brian Teles', 'Caroline Thielemann', 'River Thompson', 'Ray Verma', 'John Warman', 'Tracy Yarkoni']","['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","['gb', 'us']",['en'],TV-Y7,150000000.0,,474968763.0,6.6,398654.0,13 Jul 2005 (Belgium),Charlie and the Chocolate Factory,Tim Burton,Roald Dahl,,Bruce Berman,Graham Burke,Warner Bros.,Village Roadshow Pictures,Danny Elfman,Chris Lebenzon,Philippe Rousselot,Peter Young,Jonny Benson,Victor Aguirre
2005,Sin City,0401792,124,"['Jessica Alba', 'Devon Aoki', 'Alexis Bledel', 'Powers Boothe', 'Cara D. Briggs', 'Jude Ciccolella', 'Jeffrey J. Dashnaw', 'Rosario Dawson', 'Jesse De Luna', 'Benicio Del Toro', 'Jason Douglas', 'Michael Clarke Duncan', 'Tommy Flanagan', 'Christina Frankenfield', 'Rick Gomez', 'Carla Gugino', 'Josh Hartnett', 'Rutger Hauer', 'David Hickey', 'Evelyn Hurley', 'Greg Ingram', 'Nicky Katt', 'Jaime King', 'Helen Kirk', 'Michael Madsen', 'Ethan Maniquis', 'Jason McDonald', 'John McLeod', 'Clark Middleton', 'Frank Miller', 'Brittany Murphy', 'Iman Nazemzadeh', 'Lisa Marie Newmyer', 'Tommy Nix', 'Nick Offerman', 'Clive Owen', 'Marco Perella', 'Sam Ray', 'Randal Reeder', 'Mickey Rourke', 'David Alex Ruiz', 'Ryan Rutledge', 'Marley Shelton', 'Jeff Schwan', 'Korey Simeone', 'Nick Stahl', 'Paul T. Taylor', 'Scott Teeters', 'Ken Thomas', 'Rico Torres', 'Makenzie Vega', 'Arie Verveen', 'Patricia Vonne', 'Shaun Wainwright-Branigan', 'Chris Warner', 'Bruce Willis', 'Elijah Wood', 'Danny Wynands', 'J.D. Young', 'Charissa Allen', 'Joe Basquez', 'Jessica Hale', 'Samantha Inoue Harte', 'Michael Lambert', 'Ashley Moore', 'Amanda Phillips', 'Lauren-Elaine Powell', 'Texas Presley', 'Emmy Robbin', 'Kelley Robins', 'Robert Rodriguez', 'Monika Spruch', 'Penny Vital', 'Katherine Willis']","['Crime', 'Thriller']",['us'],['en'],R,40000000.0,"$29,120,273, 03 Apr 2005",,8.0,722084.0,01 Apr 2005 (Canada),Sin City,Frank Miller,Frank Miller,,Elizabeth Avellan,Bill Scott,Dimension Films,Troublemaker Studios,John Debney,Robert Rodriguez,Robert Rodriguez,David Hack,Brian Bettwy,Christopher Abeyta
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0363771,143,"['Georgie Henley', 'Skandar Keynes', 'William Moseley', 'Anna Popplewell', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Kiran Shah', 'James Cosmo', 'Judy McIntosh', 'Elizabeth Hawthorne', 'Patrick Kake', 'Shane Rangi', 'Brandon Cook', 'Cassie Cook', 'Morris Lupton', 'Shelly Edwards', 'Susan Haldane', 'Margaret Bremner', 'Jaxin Hall', 'Terry Murdoch', 'Katrina Browne', 'Lee Tuson', 'Elizabeth Kirk', 'Felicity Hamill', ""Kate O'Rourke"", 'Sonya Hitchcock', 'Lucy Tanner', 'Tiggy Mathias', 'Gregory Cooper', 'Richard King', 'Russell Pickering', 'Ben Barrington', 'Charles Williams', 'Vanessa Cater', 'Allison Sarofim', 'Alina Phelan', 'Stephen Ure', 'Sam La Hood', 'Ajay Ratilal Navi', ""Bhoja 'BK' Kannada"", 'Zakiuddin Mohd. Farooque', 'M. Ramaswami', ""Praphaphorn 'Fon' Chansantor"", 'Nikhom Nusungnern', 'Doungdieo Savangvong', 'Rachael Henley', 'Mark Wells', 'Noah Huntley', 'Sophie Winkleman', 'Liam Neeson', 'Ray Winstone', 'Dawn French', 'Rupert Everett', 'Cameron Rhodes', 'Philip Steuer', 'Jim May', 'Sim Evan-Jones', 'Douglas Gresham', 'Megan Franich', 'Sandro Kopp', 'Michael Madsen', 'Larry Mills', 'Andrew Osbourne', 'Timothy Patrick']","['Adventure', 'Family', 'Fantasy']","['us', 'gb']","['en', 'de', 'bzs']",PG,180000000.0,"$65,556,312, 11 Dec 2005",,6.9,346614.0,07 Dec 2005 (Spain),"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,Ann Peacock,Andrew Adamson,Andrew Adamson,Douglas Gresham,Walt Disney Pictures,Walden Media,Harry Gregson-Williams,Sim Evan-Jones,Donald McAlpine,Kerrie Brown,Simon Ambridge,Tony Abejuro
2005,The Longest Yard,0398165,113,"['Adam Sandler', 'Chris Rock', 'Burt Reynolds', 'Nelly', 'Michael Irvin', 'Walter Williamson', 'Bill Goldberg', 'Terry Crews', 'Bob Sapp', 'Nicholas Turturro', 'Dalip Singh', 'Lobo Sebastian', 'Joey Diaz', 'Steve Reevis', 'David Patrick Kelly', 'Tracy Morgan', 'Edward Bunker', 'William Fichtner', 'Bill Romanowski', 'Kevin Nash', 'Steve Austin', 'Brian Bosworth', 'Michael Papajohn', 'Conrad Goode', 'Brandon Molale', 'Todd Holland', 'James Cromwell', 'Cloris Leachman', 'Allen Covert', 'Rob Schneider', 'Chris Berman', 'Jim Rome', 'Patrick Bristow', 'Lauren Sanchez', 'Dan Patrick', 'Christopher Neiman', 'Ed Lauter', 'Sean Salisbury', 'Rob Moore', 'Big Boy', 'Michael H. Goodwyn', 'Ray Stoney', 'Michael Silas', 'André Fuentes', 'Lonnie Henderson', 'Asiel Hardison', 'Colin Kim', 'Mark Robert Ellis', 'Timothy F. Crowley', 'Mr. Porter', 'Bizarre', 'Proof', 'Kuniva', 'Swift', 'Bryan Burwell', 'Sam Farmer', 'Jay Glazer', 'Peter King', 'John McClain', 'Adam Schefter', 'Larry Weisman', 'Marc S. Ganis', 'Shane Ralston', 'Jenae Altschwager', 'Candace Juleff', 'Bryan Ross', 'Ricardo J. King', 'Stink Fisher', 'Jasper Pendergrass Jr.', 'Sean McNamara', 'Robert Harvey', 'Eric Chmielecki', 'Denise Marie Jerome', 'Jaayda McClanahan', 'Tara Wilson', 'Rachel Saydak', 'Cara-Lee Knodel', 'Nora Hassan', 'John Hockridge', 'Steven Alford', 'Wendie Pasterick Aston', 'David Axel', 'Dalton Baker', 'P.J. Barberino', 'Nicolas Barclift', 'Richard Barela', 'Bobby Beall Jr.', 'Brett Bech', 'John Branch', 'John Eric Brown', 'Jerry Buys', 'Terrell Byrd', 'Jacare Calhoun', 'Israel Carbajal', 'Rodney Carrington', 'Mary Castro', 'Lee Cogburn', 'Courteney Cox', 'Jahani Curl', 'Brian David', 'Joe Davis', 'Christian DeStefanis', 'Charles Dowdy III', 'Joe Duffy', 'Stephen Eiland', 'John Forker', 'Steve Fox', 'Dean Francois', 'Wayne Charles Fugate', 'Kevin Grady', 'Casey Hendershot', 'Gui Inacio', 'Ryan James', 'Andre Johnson', 'Michael Lawrence Kaye', 'Mike Koperski', 'Nino Llanera', 'Casey Lowe', 'Ben Mackey', 'Jose Jacinto Marquez', 'Tex Marshall', 'Red McCombs', 'Carl McDowell', 'Mike McKenny', 'Paul McMichael', 'Robert McMurrer', 'Joseph Mendez', 'George Meyers', 'Jody Millard', 'Kelron Mixon', 'Scottie Nic', 'Mark Nobel', ""Robert O'Connor"", 'Bob Perry', 'A.J. Presley', 'Tommy Rodriguez', 'Bobby Roe', 'Rudi Rose', 'Cynthia Rube', 'Scarlett Schines', 'Joseph Sims', 'Aleksandr Sountsov', 'Brian Spaeth', 'Sam Spector', 'Ryan Stockstad', 'Tarita Virtue', 'Carl Weyant', 'Jason Williams', 'David Yeager', 'Ryan Yerrick']","['Comedy', 'Crime', 'Sport']",['us'],['en'],PG-13::(No. 41698),82000000.0,"$58,613,245, 27 May 2005",190320568.0,6.4,153478.0,27 May 2005 (USA),The Longest Yard,Peter Segal,Al Ruddy,,Barry Bernardi,Allen Covert,Paramount Pictures,Columbia Pictures,Teddy Castellucci,Jeff Gourson,Dean Semler,Gary Fettis,Alex Baik,Erik Akutagawa
2005,Harry Potter and the Goblet of Fire,0330373,157,"['Eric Sykes', 'Timothy Spall', 'David Tennant', 'Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Mark Williams', 'James Phelps', 'Oliver Phelps', 'Bonnie Wright', 'Jeff Rawle', 'Robert Pattinson', 'Jason Isaacs', 'Tom Felton', 'Stanislav Yanevski', 'Robert Hardy', 'Philip Rham', 'Olivia Higginbottom', 'Ashley Artus', 'Alex Palmer', 'Paschal Friel', 'Richard Rosson', 'Roger Lloyd Pack', 'Sheila Allen', 'Su Elliot', 'Anne Lacy', 'Flip Webster', 'David Sterne', 'Christopher Whittingham', 'Liam McKenna', 'Campbell Graham', 'Margery Mason', 'Katie Leung', 'Matthew Lewis', 'Robbie Coltrane', 'William Melling', 'Michael Gambon', 'David Bradley', 'Devon Murray', 'Afshan Azad', 'Warwick Davis', 'Frances de la Tour', 'Shefali Chowdhury', 'Angelica Mandy', 'Clémence Poésy', 'Maggie Smith', 'Alan Rickman', 'Predrag Bjelac', 'Tolga Safer', 'Brendan Gleeson', 'Alfred Enoch', 'Louis Doyle', 'Jamie Waylett', 'Josh Herdman', 'Charlotte Skeoch', 'Miranda Richardson', 'Robert Wilfort', 'Gary Oldman', 'Tiana Benjamin', 'Henry Lloyd-Hughes', 'Jarvis Cocker', 'Jonny Greenwood', 'Phil Selway', 'Steve Mackey', 'Jason Buckle', 'Steve Claydon', 'Shirley Henderson', 'Alan Watts', 'Ralph Fiennes', 'Adrian Rawlins', 'Geraldine Somerville', 'Maximus Marcantonio', 'Joseph Accerelli', 'Emily Aitcheson', 'Martin Alexander', 'Lia Alu', 'Alex Argenti', 'Lasco Atkins', 'Jack Bagley', 'Paul Bannon', 'Paul Bateman', 'Greta Bellamacina', 'Sara Bispham', 'Jamal Hue Bonner', 'Melanie Bright', 'Lucy-Anne Brooks', 'Lucy Casson', 'Paul Chiedozie', 'Samantha Clinch', 'Alexandra Craig', 'Janine Craig', 'Christina Cuttell', 'Cheri Darbon', 'Paul Davies', 'Gabriella Munro Douglas', 'Barry Dowden', 'Jessica Foden', 'Mark Franks', 'Kelsey Gallagher', 'Natalie Hallam', 'Sarah Harrison', 'Aaron Heffernan', 'Phil Holden', 'Tim Hope', 'Carly Houston', 'Lee Hoy', 'Kevin Hudson', 'Shona Kay', 'Hazel Keech', 'Greg Kolpakchi', 'Daniel Larner', 'Sonny Louis', 'Mala Su Mabey', 'Reece Mack', 'Mehmet Mahmut', 'Talal Malik', 'Montana Manning', 'James Marinos', 'Simpson McKendry', 'Jamie McLeod-Ross', 'Oliver Miceli', 'Naomi Miller', 'Sam Morris', 'Phil Mulryne', 'Laurence Murray', 'Ann Ogden', 'Andrew Osbourne', 'Jo Osmond', 'Lisa Osmond', 'Roy Owens', 'Nathan Phillips', 'Paije Richardson', 'Roxanne Ricketts', 'Charlotte Ritchie', 'Sarah Rorbach', 'Peter Roy', 'Joanne Sandi', 'Jonathan Schwerzmann', 'Tim Secrett', 'John Sigurdson', 'Aaron Sillis', 'Kit Sinnett', 'Andy Smart', 'Jimmy Song', 'Albert Tang', 'Anthony Trahearn', 'Paul Vigrass', 'Brian Wheeler', 'Ian Whyte', 'Siobhan Ellen Williams', 'Funda Önal']","['Adventure', 'Family', 'Fantasy', 'Mystery']","['gb', 'us']","['en', 'fr']",PG-13,150000000.0,,896911078.0,7.7,502552.0,16 Nov 2005 (United Arab Emirates),Harry Potter and the Goblet of Fire,Mike Newell,Steve Kloves,,David Barron,Chris Carreras,Warner Bros.,Heyday Films,Patrick Doyle,Mick Audsley,Roger Pratt,Stephenie McMillan,Janette Boyle,Aurelia Abate
2005,V for Vendetta,0434409,132,"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea', 'Stephen Fry', 'John Hurt', 'Tim Pigott-Smith', 'Rupert Graves', 'Roger Allam', 'Ben Miles', 'Sinéad Cusack', 'Natasha Wightman', 'John Standing', 'Eddie Marsan', 'Clive Ashborn', 'Emma Field-Rayner', 'Ian Burfield', 'Mark Phoenix', 'Alister Mazzotti', 'Billie Cook', 'Guy Henry', 'Cosima Shaw', 'Megan Gay', 'Roderic Culver', 'Tara Hacking', 'Andy Rashleigh', 'Chad Stahelski', 'Antje Rau', 'Amelda Brown', 'Richard Campbell', 'Patricia Gannon', 'Mark Longhurst', 'Simon Holmes', 'Charles Cork', 'John Ringham', 'Oliver Bradshaw', 'Jack Schouten', 'Caoimhe Murdock', 'Juliet Howland', 'Brin Rosser', 'Raife Patrick Burchell', 'Joseph Rye', 'Adrian Finighan', 'Malcolm Sinclair', 'Bradley Steve Ford', 'Madeleine Rakic-Platt', 'Selina Giles', 'Carsten Hayes', 'Derek Hutchinson', 'Martin Savage', 'Grant Burgin', 'Greg Donaldson', 'Imogen Poots', 'Jason Griffiths', 'Laura Greenwood', 'Kyra Meyer', 'Paul Antony-Barber', 'Anna Farnworth', 'Mary Stockley', 'Simon Newby', 'David Merheb', 'Daniel Donaldson', 'Dulcie Smart', 'Ben Posener', 'Ian T. Dickinson', 'Sophia New', 'Julie Brown', 'Gerard Gilroy', 'Eamon Geoghegan', 'Matthew Bates', 'David Leitch', 'Matt Wilkinson', 'Martin McGlade', 'Richard Laing', 'Michael Simkins', 'William Tapley', 'Lee Asquith-Coe', 'Paul Bateman', 'Luke Burnyeat', 'Andy Callaghan', 'Tony Cook', 'Mat Curtis', 'Nicolas de Pruyssenaere', 'David Decio', 'Christopher Fosh', 'Gordon Gram', 'Rogan Grant', 'Rami Hilmi', 'David Hood', 'Keith How', 'Forbes KB', 'Edsel Kragg', 'Mathis Landwehr', 'Talal Malik', 'João Costa Menezes', 'Jason Oettle', 'Norman Campbell Rees', 'Peter Ryder', 'Kit Sinnett', 'Wolfgang Stegemann', 'Jonas von Lingen', 'Chris Wilson']","['Action', 'Drama', 'Sci-Fi', 'Thriller']","['us', 'gb', 'de']",['en'],R,54000000.0,"$25,642,640, 19 Mar 2006",,8.2,972177.0,15 Mar 2006 (Philippines),V for Vendetta,James McTeigue,Lilly Wachowski,Lana Wachowski,Jessica Alan,Grant Hill,Warner Bros.,Virtual Studios,Dario Marianelli,Martin Walsh,Adrian Biddle,Peter Walpole,Tobias Asam,Steve Adamson
2005,War of the Worlds,9686194,49,"['Léa Drucker', 'Gabriel Byrne', 'Adel Bencherif', 'Natasha Little', 'Elizabeth McGovern', 'Daisy Edgar-Jones', 'Bayo Gbadamosi', 'Ty Tennant', 'Aaron Heffernan', 'Stephen Campbell Moore', 'Paul Gorostidi', 'Stéphane Caillard', 'Scott James', 'Mathieu Torloting', 'Emilie de Preissac', 'Pino Maiello', 'Leigh Williams', 'Oliver Zetterström', 'Alysson Paradis', 'Guillaume Gouix', 'Michael Marcus', 'Georgina Rich', 'Théo Christine', 'Colin Mace', 'Celeste Evagora', 'Jane Wood', 'Daniel Eghan', 'Beatriz Romilly', 'Marylin Nnadede', 'Augustin Raguenet', 'Matt Tait', 'Jonathan Gunning', 'Tim Ahern', 'Joseph Beddelem', 'Soufiane Chilah', 'Bern Collaço', 'Julie Dray', 'Edem-Ita Duke', 'Ravin J. Ganatra', 'Pieter Genard', 'Murray Head', 'Deeivya Meir', 'Paul Riddell', 'Ani Rogers', 'Daniel Joseph Woolf']","['Drama', 'Mystery', 'Sci-Fi']","['gb', 'fr', 'us']",['en'],,,,,6.0,1571.0,,War of the Worlds,,,,,,AGC Television,Canal+,,,,,,
2005,Pride & Prejudice,0414387,129,"['Keira Knightley', 'Talulah Riley', 'Rosamund Pike', 'Jena Malone', 'Carey Mulligan', 'Donald Sutherland', 'Brenda Blethyn', 'Claudie Blakley', 'Sylvester Morand', 'Simon Woods', 'Kelly Reilly', 'Matthew Macfadyen', 'Pip Torrens', 'Janet Whiteside', 'Sinead Matthews', 'Roy Holder', 'Rupert Friend', 'Tom Hollander', 'Jay Simpson', 'Judi Dench', 'Rosamund Stephen', 'Samantha Bloom', 'Cornelius Booth', 'Penelope Wilton', 'Peter Wight', 'Meg Wynn Owen', 'Tamzin Merchant', 'Moya Brady', 'Mark Arends', 'Billy Burke', 'Kate Copeland', 'Stephen Humby', 'Arnold Montey', 'Liam Thomas']","['Drama', 'Romance']","['fr', 'gb', 'us']",['en'],PG,28000000.0,,121147947.0,7.8,235925.0,16 Sep 2005 (UK),Pride & Prejudice,Joe Wright,Jane Austen,,Tim Bevan,Liza Chasin,Focus Features,Universal Pictures,Dario Marianelli,Paul Tothill,Roman Osin,Katie Spencer,Phil Booth,Oliver Atherton
