Name,ID
 Manuela Eleonor de Gouveia,3949998.0
Gerard Butler,124930.0
 Cristian Valencia,2293451.0
Wei-Ning Hsu,2627085.0
 Kate Dickie,225483.0
 Bill Moseley,608405.0
 Tadanobu Asano,38355.0
Mary Shannon,1212197.0
 Ella Bergendahl,10507632.0
 Miguel Pineto Cagettano,9008131.0
 Mara Nicolescu,1155994.0
 Lesley Easter,3127148.0
Clive Owen,654110.0
Roy Scheider,1702.0
 Hayden Panettiere,659363.0
Tak Sakaguchi,1056120.0
Laura Leighton,500359.0
 El Khttabi Abdelouahab,7322543.0
David Chiang,156955.0
Dale Robertson,731783.0
 Avinash,43199.0
 Jonathan Cohen,3214170.0
 Rodrigo De la Serna,209404.0
Mabel Normand,635667.0
 Bridgette Wilson-Sampras,933098.0
 Patrick Curran,5829219.0
 Maika Monroe,2140860.0
 Martin Shaw,789864.0
 Rawiri Paratene,660984.0
 Filipa de Almeida,1392422.0
 Brice Lemaire,6353209.0
 Natalia Warner,5182706.0
Everlyn Sampi,1082266.0
Val Kilmer,174.0
 Yui Aragaki,2201753.0
 Theodora Tzimou,879284.0
Paul Gross,343472.0
 Jalil Lespert,504267.0
 Jennifer Lawrence,2225369.0
 Kurtwood Smith,1748.0
 Jaden Smith,1535523.0
 J.D. Garfield,307267.0
" ""MoNique""",594898.0
 Dicky Eklund Jr.,5352674.0
Björn Löfstedt,8632549.0
Yulia Fukatsuki,2670988.0
 Elias Schwarz,5835038.0
 Uri Hochman,387847.0
James Duval,1166.0
 A.J. Cook,176882.0
 Lokesh,518090.0
 Mandeep Dhillon,3778244.0
 Miya Kondo,4584350.0
 Richard Speight Jr.,817620.0
 Sergey Genkin,4778253.0
 Darbi Worley,941498.0
 Rosamund Pike,683253.0
Runa Aléon,6246680.0
Chantal Quesnelle,703336.0
Emanuela Alves,5896581.0
 Gayatri Joshi,1539666.0
Dwayne Johnson,425005.0
 Beth Grant,335275.0
 Cristela Alonzo,2242399.0
 Kevin Janssens,1822271.0
Sebastian Koch,462407.0
Edwin van der Walt,6380170.0
 Bridgit Mendler,1847099.0
Pom Klementieff,2962353.0
Leda Davies,1508585.0
Bretten Lord,4702098.0
Ethan Juan,2432722.0
 Stéphane Lefebvre,498905.0
Dan Bush,124112.0
 Sabitha Anand,25621.0
 Niels Ellegaard,253974.0
 Hyeon Ju,1085697.0
 Eileen Davies,203688.0
Marley Shelton,5420.0
 Rio Kanno,1287602.0
 Bonnie Hunt,1372.0
Amy Price-Francis,697201.0
 Conor Maloney],10164576.0
 Freya Mavor,4087606.0
Chris Sharp,789018.0
 Clint James,1752714.0
 Molly Ringwald,208.0
 Yumi Motoyama,3191402.0
 Merryn Pearse,6080535.0
Laura de la Isla,2414781.0
Blake Anderson,2981935.0
 Carmen Balagué,49361.0
 Tonatiuth Avilez,1794368.0
Robert Hands,359654.0
Mario Van Peebles,5522.0
Mohammad Ahmadi,14123.0
 Thecla Mjatta,594757.0
 Kajal Aggarwal,2570245.0
 Robert Sheehan,1588066.0
 Jenna Dewan,1564087.0
 Sergey Chernov,1115782.0
 Lluís Homar,392913.0
Josh Gad,1265802.0
Prabhas,1659141.0
 James Rebhorn,714310.0
 Michalina Olszanska,5584702.0
 Tim Robbins,209.0
Khari B.,1698636.0
 Pedro Brício,117615.0
 Chelcie Ross,743304.0
 Yon Henao Calderón,7883912.0
Tenzin Chokyi Gyatso,1976620.0
Andrew Garfield,1940449.0
Emmanuelle Chriqui,4825.0
 Richard Burton,9.0
 Jean-Marie Lhomme,508301.0
 John Castellanos,144731.0
Philip Seymour Hoffman,450.0
Alec Su,1451398.0
Rie Miyazawa,594533.0
 Juanse Buzo,6881667.0
 Jeppe Beck Laursen,1355643.0
Joe Whyte,926679.0
 Anapola Mushkadiz,1492431.0
Homayoun Ershadi,259831.0
Matthias Schoenaerts,774386.0
 Aj Jennings,9646004.0
 Lirak Celaj,3427306.0
 Megyn Price,697044.0
Diego Capusotto,135752.0
 Leonardo DiCaprio,138.0
Olivier Augrond,1108374.0
 Shannyn Sossamon,815370.0
"""Ross OHennessy""",1090815.0
Tim Robbins,209.0
Dave Bald Eagle,49623.0
 Kasia Smutniak,810738.0
 Rahul Bose,97893.0
Anthony Albano,16297.0
Stephen Dillane,226820.0
Rahul Banerjee,3354073.0
 Sharafudheen,7837226.0
Carlos Alazraqui,16141.0
Patsy Kensit,475.0
 James Bullard,120023.0
 Josh Burdett,3917744.0
Naruyoshi Kikuchi,2146945.0
Ayane Sakura,4785118.0
Connor Holden,6996458.0
 Tony Denman,219301.0
Per-Olov Sedin,8581358.0
 Fernanda Torres,868639.0
Melanie Griffith,429.0
 Ronit Roy,747172.0
 Katherine Crockett,3121646.0
Alexandra Daddario,1275259.0
 Honglei Sun,838944.0
Masayuki Deai,2306501.0
Sakiko Takao,3747824.0
Jesse Metcalfe,582462.0
 Jack Turner,4791710.0
 Yovik],4173594.0
Na-Prach Rattananit,7923456.0
Lino Capolicchio,135320.0
 Jin Camou,4825952.0
 Manny M. Hernandez,1954988.0
 Radivoje Bukvic,1366568.0
 William H. Macy,513.0
 Ramesh Bajpai,3256423.0
Francisco Celhay,3555231.0
David Prat,4391146.0
 Jamie Carmon,4341855.0
 Brian Gleeson,2244852.0
 Sanna Persson,1133009.0
Stan Shaw,789976.0
 Hulan Batjargal,8584562.0
 James Babson,1186736.0
Remzi Dermele,2529719.0
 Hu Gao,6811089.0
Enka Alonso,4689678.0
 Annabelle Wallis,1834115.0
Olga Andreadis,9737257.0
Pilar Padilla,655761.0
 Scot Davis,1404049.0
 Eric Christian Olsen,647638.0
 Pier Dagher,5070794.0
Stephen Dorff,1151.0
Alison Eastwood,2055.0
Grant Bowler,101198.0
Christophe Tuaillon,2844289.0
 Talulah Riley,1506908.0
 Lawrence Chou,1204831.0
Robert Englund,387.0
 Ray Aranha,33068.0
 Mathieu Amalric],23832.0
Annelies Boel,5717419.0
 Laurie Lisle,9538010.0
Matthew Broderick,111.0
Ricky Tomlinson,866870.0
Bonnie Aarons,7491.0
 Deborra-Lee Furness,299028.0
Alexander Beyer,79890.0
Micah Joe Parker,5356118.0
John Krasinski,1024677.0
Chris Kattan,441592.0
 Keon Black,2902454.0
Bima Anggara,3152154.0
 Terry Stone,1316819.0
 Tekola Cornetet,6653108.0
 David Alexander,4588024.0
 Luke Evans,1812656.0
 Hamza Iguer,3777564.0
 Lupita Infante,408624.0
 Debora Weston,922937.0
Tahir Ahmad,5487695.0
Farid Bikchantayev,2463171.0
Xiaoran Guo,4240886.0
 J. Smith-Cameron,810397.0
André Benjamin,71275.0
José Zúñiga,959242.0
 Sojourner Kincaid-Rolle,4913736.0
 Judy Garland,23.0
Sudeep,1679372.0
 Jorge A. Jimenez,2784856.0
Rebecca Finch,4931044.0
 Maria Bonnevie,95013.0
 Fiona Gordon,330185.0
Patrick Stewart,1772.0
 Jimmie Donn Woody],2547461.0
Ashleigh Craig,4219564.0
 Ece Uslu,1699619.0
 Estefanía Doménech,9572451.0
 Steve Buscemi,114.0
Rita Martins,554112.0
 Ben Donnellon,2406914.0
 Matthew Fox,289142.0
Tyler McAuliffe,6193216.0
 Harbinder Kaur Babli,7446744.0
Carice van Houten,396924.0
Renata Litvinova],514852.0
Amy Cohen Banker,2289947.0
 Swoosie Kurtz,1436.0
Denzel Washington,243.0
Angelina Jolie,1401.0
 Marisol Centeno,148331.0
 Farrukh Sheikh,5108969.0
 Audrey P. Scott,3716878.0
 Peter Husmann,404055.0
 Joel Edgerton,249291.0
 Aurélia Petit,677546.0
 Waheeda Rehman,716851.0
 Will Madden],4830183.0
Russell Geoffrey Banks,3086789.0
Rekha,4334.0
Sándor Zsótér,958192.0
Wes Bentley,4747.0
Romola Garai,304801.0
Dayahang Rai,4741033.0
 Eugene Tejada,4720350.0
Shannon Brinson,3652549.0
 Erand Hoxha,7911338.0
Karen Paullada,1407557.0
 Natalya Rudakova,3130063.0
Cole Hauser,369513.0
 Shauna Macdonald,531933.0
 Piolo Pascual,664469.0
 Stephen Plunkett,3080893.0
Jürgen Vogel,900915.0
 Blake Anderson,2981935.0
Tim Wynn,944000.0
Takayuki Hamatsu,9576872.0
 Tristan John Gluth,7349817.0
 Zoe Saldana,757855.0
Charles Meli,4481026.0
Mariya Nishiuchi,3386632.0
Joe Leone,1679043.0
H.B. Warner,912478.0
Dino Morea,603352.0
 Jane West,922126.0
 Ha-Neul Kang,453452.0
 Chance the Rapper,5692878.0
 Loic Garnier,3291305.0
 Kevin McDonald,567852.0
 Saoirse Ronan,1519680.0
Paul Giamatti,316079.0
 Jessica Alba,4695.0
 Ashley C. Williams,2280521.0
 Lex D. Geddings,311470.0
 Stephen McHattie,565569.0
Philip Aman,6822825.0
Mahira Khan,4493060.0
Gerard McDonald,3121858.0
Matthew Davis,205127.0
 Frank Welker,919798.0
Selassie Amana,1738018.0
Jerry Johansson,3373224.0
 Rhyan Schwartz,3277205.0
Ava Bogle,3696805.0
 Carmela Lanci,2959587.0
Warren Christie,1406239.0
 Misako Aoki,5782863.0
Abdulhadi Al-Khayat,7752995.0
Olivia Cooke,4972453.0
