Name,ID
 Wei Fan,1981215.0
Hitomi Kuroki,475878.0
 W. Jayasiri,419705.0
 Rodrigo Fraga,4447687.0
 Bill Cobbs,167850.0
Robert Duvall,380.0
Pontus Axelsson,1349013.0
Urara Awata,43411.0
 Sienna Guillory,347149.0
 Azra Balkan,50296.0
 Henry Simmons,5431.0
Mark Berry,77623.0
Aly Michalka,1425528.0
 Will Forte,287182.0
 Jason Ralph,4170268.0
 Madhu,534866.0
Rajkummar Rao,3822770.0
 Jane Adams,11038.0
Andreas Georgiou,2788669.0
 Denden,218942.0
 Jeanne Moreau,603402.0
Joseph Friend,1382417.0
 Ronee Blakley,86867.0
 Stijn Steyaert,4711113.0
Amy Poehler,688132.0
 Cara Seymour,786806.0
 Sue Johnston,426855.0
Vinay Pathak,665555.0
Sonarika Bhadoria,5537554.0
 Joe Absolom,9424.0
 Rebecca Duckworth,10707887.0
Gilles Coiffard],2917627.0
 Kim Cattrall,326.0
 Kristo Salminen,758728.0
 Shûsuke Saitô,5441453.0
 Louis Cheung,3518961.0
 Grace Van Patten,2665105.0
 Asin Thottumkal,1821791.0
 Cobie Smulders,1130627.0
 Rambo Amadeus,991459.0
 David Istok,6447087.0
Gys de Villiers,212170.0
Emil Forselius,286836.0
Beena Banerjee,66455.0
 Lennie MacPherson,534221.0
 Aditi Chowdary,10055242.0
James Remar,1664.0
Maxim Gaudette,309945.0
 Margot Steinberg,825784.0
 Leo Fitzpatrick,280559.0
 Adnan Maral,544801.0
Connor Berry,2107491.0
Memet Ali Alabora,19385.0
Anna Florence,1392291.0
Jordana Brewster,108287.0
 Flavio Peniche,671869.0
 Alison Pill,683467.0
Jennifer Carpenter,1358539.0
Mouna Hawa,6562625.0
 Matilde Alcázar,2965256.0
 Nigel Whitmey,926205.0
 Mandy Patinkin,1597.0
 Aamir Khan,451148.0
Vinessa Shaw,5416.0
Asahi Itou,9548740.0
 Link Ruiz,3433566.0
 Matthew Perry,1612.0
 Jim Cummings,191906.0
Max Casella,143295.0
"""LaTresia Ashley""",3530396.0
Kurt Russell,621.0
 Hiroshi Tamaki,1071507.0
 Daniel Radcliffe,705356.0
 Víctor Martínez,1064474.0
 Robert Henry,377986.0
 Orrahathai Suesrisawad,5443798.0
 Vitaliy Kupriyanov,3751715.0
Marta Mazurek,4658761.0
Michel Beaudry,64455.0
 Ashton Kutcher,5110.0
Bernie Mac,5170.0
Siju Wilson,2936907.0
Kad Merad,580101.0
 Big Dave Brown,1658737.0
 Kevin Ford,285738.0
 Melody Bates,2005351.0
 Jeffrey Dean Morgan,604742.0
Alison Goldfrapp,2072094.0
 Seunghwui Koo,5208738.0
 Catherine A. Callahan,2124399.0
 Wes Bentley,4747.0
 Chisato Shôda,7217862.0
 Laura Cazes-Pailler,6242432.0
 Ki-duk Kim,1104118.0
 James Badge Dale,197647.0
 Eugénia Bettencourt,79302.0
 Vittoria Belvedere,69722.0
Rory Bushfield,4781587.0
 Abigail Breslin,1113550.0
Sam Anderson,1556238.0
Chris Allen,3074123.0
 Kaera Uehara,879941.0
Ran Burns,122842.0
Eric Lindstrom,512452.0
 Maya Stange,822222.0
Celia Xavier,944381.0
Emilio Echevarría,248408.0
 Ryôko Hirosue,386414.0
Michael Adamus,4366513.0
Blandine Yaméogo,945793.0
 Michael Peake,668847.0
 Kazushige Nagashima,1031551.0
Stella Gonet,327291.0
Anna Jimskaia,2064118.0
 KaDee Strickland,834380.0
Georgie Henley,1670137.0
Dakota Johnson,424848.0
 Tahir Raj Bhasin,3795810.0
Chantelle Barry,57951.0
 Mariana Magaña,3419170.0
Katie Jarvis,3086235.0
Jeremy Irons,460.0
 Virgina Ariza,1671035.0
 Paula Garcés,305519.0
Lauren Ashley Carter,3354777.0
 Jeremy Irons,460.0
Kristina Kopf,2715315.0
Guy Jodoin,423518.0
Negar Abedi,3884551.0
Nishawn Bhullar,5582887.0
Chris Cooper,177933.0
 Lorenza Izzo,4448022.0
Samiul Alam,8681254.0
 Jacob Pitts,686009.0
 Florival Gomes,3531493.0
 Deborah Aquila,32597.0
 Jordan Burg,1491136.0
 Dan Stevens,1405398.0
