Name,ID
 Anson Mount,609845.0
Terry Fujii,3086359.0
Brian Hooks,393655.0
Karan Soni,4175221.0
Siddhanta Mahapatra,3394756.0
 Jeanne Lambert,5015383.0
Endre Beleznay,67757.0
 Ruby Porat Shoval,1413449.0
 Donnie Yen,947447.0
 Anahí Politi,9409041.0
 Dalia Hernández,2199664.0
Nana Eikura,1966152.0
Lukás Hudcovsky,8300818.0
Ayça Inci,1728526.0
Xavier Dolan,230859.0
Evan Rachel Wood,939697.0
 Richard Brundage,116054.0
Emanuel Loarca,1478537.0
François Goeske,1307426.0
 Kang-sheng Lee,497642.0
Jackée Harry,364068.0
Matt Sommerfield,2583852.0
Barry G. Bernson,8467096.0
Andy Powers,1022918.0
David Spade,5450.0
 Emma Roberts,731075.0
 Shôta Sometani,2202409.0
 Yue Wu,2336722.0
 Shakeela],787631.0
Gwyneth Paltrow,569.0
 Brian Ogola,8417303.0
Lloyd James,416710.0
Catherine Wilkening,929075.0
 Pasquale Petrolo,1133014.0
 Axel Arenas,6865754.0
 Rejane Arruda,37476.0
 Tasha Tacosa,2383520.0
 Sonja Ball,50468.0
 Julian Dorra,11015347.0
 Natalie Mendoza,413238.0
 Jimmy Smits,1751.0
 Sam Rockwell,5377.0
Panutat Rattanatrai,1797589.0
Ashley L. Anderson,1950173.0
 Hongbo Jiang,1592136.0
 Olga Kabo,434085.0
Shantel VanSanten,1416900.0
Masayuki Mori,605270.0
Primawan Luqman Hakim,3705192.0
 Will Ferrell,2071.0
Kumar Raj],3822770.0
Desmond Harrington,4993.0
Brie Larson,488953.0
Wander Moliani,7216542.0
Benjamin Biolay,1483904.0
 Luis Banuelos,3069974.0
 Ruth Sheen,790689.0
 Minnie West,7799417.0
 Ankush Mohite,595998.0
 Emily Watson,1833.0
Gigi Leung,504942.0
 Bruno Cremer,187337.0
 Tom Courtenay,183822.0
 Daniel Patrick Ellis,1429873.0
Radovan Vujovic,1381996.0
Mitchell Lance Adams,1957987.0
 Raad Rawi,712562.0
Benton Jennings,421110.0
 Satsuki Mochida,6808581.0
 Nicki Aycox,43704.0
 Kyôko Kazama,1422956.0
Maria Bello,4742.0
 Baonan Wang,9906281.0
Madhan Bob,1485941.0
Nyncke Beekhuyzen,1445039.0
Kurtis Von Krueger,4249591.0
 Elisha Ali,6211008.0
Kevin Hart,366389.0
Jason Patric,574.0
Gabino Rodríguez,735851.0
Jared Harris,364813.0
Monika Browne,7006184.0
 Kristen Bell,68338.0
Chang Jung Lim,510514.0
Ben Miller,587950.0
Chris Klein,5098.0
Gísli Örn Garðarsson,1458629.0
Kalabhavan Mani,542343.0
" ""Ryan ONan""",1645352.0
 Büsra Pekin,2756685.0
Karolina Gruszka,344734.0
Jim Sturgess,836343.0
 François Cluzet,167388.0
Tamae Andô,2429393.0
Ray Besharah,2734418.0
 Maud Forget,286245.0
Kate Walsh,5532.0
 Allison Janney,5049.0
Nicolás Sáenz Ekkert,8597338.0
Ruth Roland,738082.0
 John K. Frazier,1427691.0
 Eunice Baía,63395.0
Aaron Broomhall,6659956.0
 Stacey Edmonds,1732415.0
Mohamed Fouad,1731836.0
Saiful Apek,1004978.0
Eamin Haque Bobby,5382136.0
 Benjamin Buza,6784513.0
Christian Chase,4899597.0
Roos van Dijk,8537634.0
 Wah Yuen,950757.0
Bijay Anand,1261907.0
Robert Chimento,157690.0
 Hafsia Herzi,2082567.0
Fred Cassellius,1486128.0
Chris Pine,1517976.0
Román Tanoni,3218647.0
 Hugh Bonneville,95017.0
Robert Carlyle,1015.0
 Florian Bartholomäi,1921479.0
Andrew Borden,6003910.0
Scott Shepherd,791864.0
Tanta Ginting,4118392.0
 Franck Gastambide,4151736.0
Tania Tripi,873048.0
David Arquette,274.0
Ramin Karimloo,1546077.0
Yuzuki Aikawa,3843258.0
John Schwab,1134945.0
 Mary Jo Smith,809277.0
Ángel Vargas,889933.0
 Beverly Garland,307500.0
 Mike Binder,82802.0
 Seun Olagunju,645907.0
Michael Bee,5481142.0
 Niall Matter,2473076.0
 Hunter Cone,6042481.0
 Gail Bean,4713993.0
 Peter Cushing,1088.0
 Thierry Neuvic,627245.0
 Paraskeva Djukelova,229263.0
Julian Ovenden,1099188.0
 Qavjan Gegievi,4347168.0
 Gal Toren,4159531.0
 Kalpana,436200.0
" ""Dave Squatch Ward""",911480.0
 Mariko Amano,7564174.0
 Damon Wayans,1834.0
Paul Dano,200452.0
 Georges St-Pierre,2017048.0
 Seung-won Cha,149226.0
 Kristina Korsholm,1394083.0
Erik Palladino,5292.0
Silvia Cloutier,4171501.0
 Marimar Vega,1357740.0
 William Ragsdale,706619.0
Martti Suosalo,839432.0
 Michael Caine,323.0
 Rachel Weisz,1838.0
 Idina Menzel,579953.0
 Wiktor Zborowski,953975.0
Selena Gomez,1411125.0
 Aisha Takow,6784316.0
