Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
X-Men,2000,PG-13,14 Jul 2000,104 min,"Action, Adventure, Sci-Fi",Bryan Singer,"Tom DeSanto (story), Bryan Singer (story), David Hayter (screenplay)","Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",English,USA,13 wins & 26 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.4,"545,484",tt0120903,movie,21 Nov 2000,"$156,164,829",20th Century Fox,N/A,True
Almost Famous,2000,R,22 Sep 2000,122 min,"Adventure, Comedy, Drama, Music",Cameron Crowe,Cameron Crowe,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee",A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,"English, French",USA,Won 1 Oscar. Another 52 wins & 103 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.9,"238,238",tt0181875,movie,13 Mar 2001,"$31,716,715",DreamWorks SKG,N/A,True
Scary Movie,2000,R,07 Jul 2000,88 min,Comedy,Keenen Ivory Wayans,"Shawn Wayans, Marlon Wayans, Buddy Johnson, Phil Beauman, Jason Friedberg, Aaron Seltzer","Carmen Electra, Dave Sheridan, Frank B. Moore, Giacomo Baessato","A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",English,USA,7 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.2,"219,282",tt0175142,movie,12 Dec 2000,N/A,Dimension Films,N/A,True
Malena,2000,R,02 Feb 2001,108 min,"Comedy, Drama, Romance, War",Giuseppe Tornatore,"Giuseppe Tornatore (screenplay), Luciano Vincenzoni (original story)","Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana","Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.","Italian, English, Latin, Greek,  Ancient (to 1453)","Italy, USA",Nominated for 2 Oscars. Another 7 wins & 17 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.5,"82,384",tt0213847,movie,10 Jul 2001,N/A,Miramax,N/A,True
Cast Away,2000,PG-13,22 Dec 2000,143 min,"Adventure, Drama, Romance",Robert Zemeckis,William Broyles Jr.,"Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,"English, Russian",USA,Nominated for 2 Oscars. Another 15 wins & 33 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.8,"483,099",tt0162222,movie,12 Jun 2001,N/A,20th Century Fox,N/A,True
Unbreakable,2000,PG-13,22 Nov 2000,106 min,"Drama, Mystery, Sci-Fi, Thriller",M. Night Shyamalan,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark",A man learns something extraordinary about himself after a devastating accident.,English,USA,2 wins & 13 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.3,"362,323",tt0217869,movie,26 Jun 2001,"$95,000,000",Touchstone Pictures,N/A,True
Dinosaur,2000,PG,19 May 2000,82 min,"Animation, Adventure, Family, Thriller","Eric Leighton, Ralph Zondag","Thom Enriquez (story), John Harrison (story), Robert Nelson Jacobs (story), Ralph Zondag (story), John Harrison (screenplay), Robert Nelson Jacobs (screenplay), Walon Green (based on an earlier screenplay by), Gregory Gunter (creative development), Shirley Pierce (screenplay), Jonathan Roberts (additional story material), Rhett Reese (additional story material), Tamara Lusher (additional story)","Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere",An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,English,USA,4 wins & 21 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"48,972",tt0130623,movie,30 Jan 2001,"$135,606,304",Buena Vista,N/A,True
Coyote Ugly,2000,PG-13,04 Aug 2000,100 min,"Comedy, Drama, Music, Romance",David McNally,Gina Wendkos,"Piper Perabo, Adam Garcia, John Goodman, Maria Bello","Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",English,USA,4 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.7,"102,307",tt0200550,movie,29 Dec 2000,N/A,Buena Vista,N/A,True
Erin Brockovich,2000,R,17 Mar 2000,131 min,"Biography, Drama",Steven Soderbergh,Susannah Grant,"Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,English,USA,Won 1 Oscar. Another 31 wins & 58 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.3,"161,676",tt0195685,movie,15 Aug 2000,N/A,Universal Pictures,N/A,True
Billy Elliot,2000,R,10 Nov 2000,110 min,"Drama, Music",Stephen Daldry,Lee Hall,"Jamie Bell, Jean Heywood, Jamie Draven, Gary Lewis",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,English,"UK, France",Nominated for 3 Oscars. Another 54 wins & 65 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.7,"117,856",tt0249462,movie,17 Apr 2001,N/A,NCM Fathom,N/A,True
"O Brother, Where Art Thou?",2000,PG-13,02 Feb 2001,107 min,"Adventure, Comedy, Crime, Music","Joel Coen, Ethan Coen","Homer (epic poem ""The Odyssey""), Ethan Coen, Joel Coen","George Clooney, John Turturro, Tim Blake Nelson, John Goodman","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",English,"UK, France, USA",Nominated for 2 Oscars. Another 7 wins & 35 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.7,"269,389",tt0190590,movie,12 Jun 2001,"$45,150,731",Buena Vista,N/A,True
The Emperor's New Groove,2000,G,15 Dec 2000,78 min,"Animation, Adventure, Comedy, Family, Fantasy",Mark Dindal,"Chris Williams (story by), Mark Dindal (story by), David Reynolds (screenplay by), Stephen J. Anderson (additional story material by), Don Hall (additional story material by), John Norton (additional story material by), Roger Allers (based on an original story by), Matthew Jacobs (based on an original story by), Doug Frankel (additional story), Mark Kennedy (additional story), Mark Walton (additional story)","David Spade, John Goodman, Eartha Kitt, Patrick Warburton","Emperor Kuzco (David Spade) is turned into a llama by his ex-administrator Yzma (Eartha Kitt), and must now regain his throne with the help of Pacha (John Goodman), the gentle llama herder.",English,USA,Nominated for 1 Oscar. Another 7 wins & 26 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.3,"165,936",tt0120917,movie,01 May 2001,"$87,320,505",Buena Vista Pictures,N/A,True
Chocolat,2000,PG-13,19 Jan 2001,121 min,"Drama, Romance",Lasse Hallström,"Joanne Harris (novel), Robert Nelson Jacobs (screenplay)","Alfred Molina, Carrie-Anne Moss, Aurelien Parent Koenig, Antonio Gil",A woman and her daughter open a chocolate shop in a small French village that shakes up the rigid morality of the community.,"English, French","UK, USA",Nominated for 5 Oscars. Another 7 wins & 30 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.2,"170,611",tt0241303,movie,07 Aug 2001,N/A,Miramax,N/A,True
The Family Man,2000,PG-13,22 Dec 2000,125 min,"Comedy, Drama, Fantasy, Romance",Brett Ratner,"David Diamond, David Weissman","Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven","A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.","English, Italian",USA,4 wins & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.8,"98,096",tt0218967,movie,17 Jul 2001,N/A,Universal Pictures,N/A,True
The Whole Nine Yards,2000,R,18 Feb 2000,98 min,"Comedy, Crime",Jonathan Lynn,Mitchell Kapner,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan","A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.","English, French, Spanish",USA,5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.7,"104,557",tt0190138,movie,18 Jul 2000,"$57,262,492",Warner Home Video,N/A,True
Bring It On,2000,PG-13,25 Aug 2000,98 min,"Comedy, Romance, Sport",Peyton Reed,Jessica Bendinger,"Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union",A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,English,USA,2 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.0,"82,597",tt0204946,movie,13 Feb 2001,"$67,905,760",Universal Pictures,N/A,True
Mission: Impossible II,2000,PG-13,24 May 2000,123 min,"Action, Adventure, Thriller",John Woo,"Bruce Geller (creator television series Mission: Impossible), Ronald D. Moore (story), Brannon Braga (story), Robert Towne (screenplay)","Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames","I.M.F. Agent Ethan Hunt (Tom Cruise) is sent to Sydney, Australia to find and destroy a genetically modified disease called ""Chimera"".",English,"USA, Germany",11 wins & 19 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.1,"295,836",tt0120755,movie,08 Jul 2003,N/A,Vanguard,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Road Trip,2000,R,19 May 2000,93 min,"Adventure, Comedy",Todd Phillips,"Todd Phillips, Scot Armstrong","Breckin Meyer, Seann William Scott, Amy Smart, Paulo Costanzo",Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.,English,USA,4 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.4,"150,630",tt0215129,movie,19 Dec 2000,N/A,Dreamworks Distribution LLC,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
The Cell,2000,R,18 Aug 2000,107 min,"Horror, Sci-Fi, Thriller",Tarsem Singh,Mark Protosevich,"Jennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste","An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",English,"USA, Germany",Nominated for 1 Oscar. Another 6 wins & 23 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.3,"91,252",tt0209958,movie,19 Dec 2000,N/A,New Line Cinema,N/A,True
Final Destination,2000,R,17 Mar 2000,98 min,"Horror, Thriller",James Wong,"Glen Morgan (screenplay), James Wong (screenplay), Jeffrey Reddick (screenplay), Jeffrey Reddick (story)","Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.","English, French",USA,3 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.7,"216,193",tt0195714,movie,26 Sep 2000,N/A,New Line Cinema,N/A,True
The Beach,2000,R,11 Feb 2000,119 min,"Adventure, Drama, Romance, Thriller",Danny Boyle,"John Hodge (screenplay), Alex Garland (novel)","Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon, Virginie Ledoyen","Vicenarian Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss. Excited and intrigued, he sets out to find it.","English, French, Swedish, Thai, Serbian","USA, UK",7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.7,"211,389",tt0163978,movie,09 Jan 2001,N/A,20th Century Fox,N/A,True
Hollow Man,2000,R,04 Aug 2000,112 min,"Action, Horror, Sci-Fi, Thriller",Paul Verhoeven,"Gary Scott Thompson (story), Andrew W. Marlowe (story), Andrew W. Marlowe (screenplay)","Elisabeth Shue, Kevin Bacon, Josh Brolin, Kim Dickens","When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences.",English,"USA, Germany",Nominated for 1 Oscar. Another 7 wins & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,5.8,"116,381",tt0164052,movie,08 May 2001,"$72,055,301",Columbia Pictures,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Traffic,2000,R,05 Jan 2001,147 min,"Crime, Drama, Thriller",Steven Soderbergh,"Simon Moore (miniseries Traffik), Stephen Gaghan (screenplay)","Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","English, Spanish","USA, Mexico, Germany",Won 4 Oscars. Another 69 wins & 83 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.6,"188,344",tt0181865,movie,29 May 2001,"$123,836,420",USA Films,N/A,True
Vertical Limit,2000,PG-13,08 Dec 2000,124 min,"Action, Adventure, Drama, Thriller",Martin Campbell,"Robert King (story), Robert King (screenplay), Terry Hayes (screenplay)","Chris O'Donnell, Robin Tunney, Stuart Wilson, Augie Davis","A climber must rescue his sister on top of K2, one of the world's biggest mountains.","English, Urdu","USA, Germany",Nominated for 1 BAFTA Film Award. Another 2 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.9,"55,895",tt0190865,movie,22 May 2001,"$67,771,442",Columbia Pictures,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
What Women Want,2000,PG-13,15 Dec 2000,127 min,"Comedy, Fantasy, Romance",Nancy Meyers,"Josh Goldsmith (story), Cathy Yuspa (story), Diane Drake (story), Josh Goldsmith (screenplay), Cathy Yuspa (screenplay)","Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda","After an accident, a chauvinistic executive gains the ability to hear what women are really thinking.","English, French",USA,Nominated for 1 Golden Globe. Another 5 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"182,976",tt0207201,movie,08 May 2001,"$181,483,882",Paramount Pictures,N/A,True
What Lies Beneath,2000,PG-13,21 Jul 2000,130 min,"Drama, Fantasy, Horror, Mystery, Thriller",Robert Zemeckis,"Clark Gregg (screenplay), Sarah Kernochan (story), Clark Gregg (story)","Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar",The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,English,USA,5 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"111,603",tt0161081,movie,30 Jan 2001,"$155,018,556",DreamWorks SKG,N/A,True
Quills,2000,R,25 Dec 2000,124 min,"Biography, Drama",Philip Kaufman,"Doug Wright (play), Doug Wright (screenplay)","Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine","In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.","English, Latin","UK, Germany, USA",Nominated for 3 Oscars. Another 18 wins & 41 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.3,"49,536",tt0180073,movie,08 May 2001,"$4,284,664",20th Century Fox,N/A,True
Pitch Black,2000,R,18 Feb 2000,109 min,"Horror, Sci-Fi",David Twohy,"Jim Wheat (story), Ken Wheat (story), Jim Wheat (screenplay), Ken Wheat (screenplay), David Twohy (screenplay)","Vin Diesel, Radha Mitchell, Cole Hauser, Keith David","A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.","English, Arabic","USA, Australia",2 wins & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.1,"216,524",tt0134847,movie,24 Oct 2000,N/A,Gramercy Pictures/ USA Films,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Dancer in the Dark,2000,R,06 Oct 2000,140 min,"Crime, Drama, Musical",Lars von Trier,Lars von Trier,"Björk, Catherine Deneuve, David Morse, Peter Stormare","An east European girl goes to America with her young son, expecting it to be like a Hollywood film.","English, German, Czech","Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium",Nominated for 1 Oscar. Another 33 wins & 46 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,8.0,"95,603",tt0168629,movie,20 Mar 2001,"$2,839,256",Fine Line Features,N/A,True
Battlefield Earth,2000,PG-13,12 May 2000,118 min,"Action, Adventure, Sci-Fi",Roger Christian,"Corey Mandell (screenplay), J.D. Shapiro (screenplay), L. Ron Hubbard (novel)","John Travolta, Barry Pepper, Forest Whitaker, Kim Coates","It's the year 3000 A.D.; the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, whom are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime.",English,USA,19 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '9/100'}]",9,2.5,"73,535",tt0185183,movie,16 Jan 2001,N/A,Warner Bros. Pictures,N/A,True
