Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Dark Knight Rises,2012,PG-13,20 Jul 2012,164 min,"Action, Thriller",Christopher Nolan,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)","Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.","English, Arabic","UK, USA",Nominated for 1 BAFTA Film Award. Another 38 wins & 102 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.4,"1,418,915",tt1345836,movie,03 Dec 2012,"$448,130,642",Warner Bros. Pictures,N/A,True
The Avengers,2012,PG-13,04 May 2012,143 min,"Action, Adventure, Sci-Fi",Joss Whedon,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"English, Russian, Hindi",USA,Nominated for 1 Oscar. Another 38 wins & 79 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,8.0,"1,204,899",tt0848228,movie,25 Sep 2012,"$623,279,547",Walt Disney Pictures,N/A,True
The Hunger Games,2012,PG-13,23 Mar 2012,142 min,"Action, Adventure, Sci-Fi, Thriller",Gary Ross,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)","Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,English,USA,Nominated for 1 Golden Globe. Another 33 wins & 47 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.2,"805,111",tt1392170,movie,18 Aug 2012,"$407,981,652",Lionsgate,N/A,True
Django Unchained,2012,R,25 Dec 2012,165 min,"Drama, Western",Quentin Tarantino,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","English, German, French, Italian",USA,Won 2 Oscars. Another 56 wins & 151 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,8.4,"1,246,387",tt1853728,movie,16 Apr 2013,"$162,804,648",The Weinstein Co.,N/A,True
Les Misérables,2012,PG-13,25 Dec 2012,158 min,"Drama, History, Musical, Romance, War",Tom Hooper,"William Nicholson (screenplay by), Alain Boublil (screenplay by), Claude-Michel Schönberg (screenplay by), Herbert Kretzmer (screenplay by), Alain Boublil (based on the original stage musical ""Les Misérables""), Claude-Michel Schönberg (based on the original stage musical ""Les Misérables""), Victor Hugo (based on the novel by)","Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",English,"UK, USA",Won 3 Oscars. Another 81 wins & 172 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.6,"291,332",tt1707386,movie,22 Mar 2013,"$148,775,460",Universal Pictures,N/A,True
Skyfall,2012,PG-13,09 Nov 2012,143 min,"Action, Adventure, Thriller",Sam Mendes,"Neal Purvis, Robert Wade, John Logan, Ian Fleming (characters)","Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes","Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.","English, Turkish, Shanghainese, Portuguese, Japanese","UK, USA",Won 2 Oscars. Another 65 wins & 119 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.7,"599,507",tt1074638,movie,11 Mar 2013,"$299,300,000",MGM,N/A,True
Pitch Perfect,2012,PG-13,05 Oct 2012,112 min,"Comedy, Music, Romance",Jason Moore,"Kay Cannon (screenplay), Mickey Rapkin (based on the book by)","Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",English,USA,7 wins & 20 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.2,"261,840",tt1981677,movie,18 Dec 2012,"$61,100,000",Universal Studios,N/A,True
The Master,2012,R,21 Sep 2012,138 min,Drama,Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.,English,USA,Nominated for 3 Oscars. Another 76 wins & 179 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.2,"136,745",tt1560747,movie,26 Feb 2013,"$15,800,000",The Weinstein Company,N/A,True
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,16 Nov 2012,115 min,"Adventure, Drama, Fantasy, Romance",Bill Condon,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli","After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",English,USA,21 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.5,"218,394",tt1673434,movie,02 Mar 2013,"$292,298,923",Lionsgate/Summit Entertainment,N/A,True
Brave,2012,PG,22 Jun 2012,93 min,"Animation, Adventure, Comedy, Family, Fantasy","Mark Andrews, Brenda Chapman, Steve Purcell(co-director)","Brenda Chapman (story by), Mark Andrews (screenplay by), Steve Purcell (screenplay by), Brenda Chapman (screenplay by), Irene Mecchi (screenplay by)","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",English,"USA, UK",Won 1 Oscar. Another 18 wins & 48 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.1,"346,595",tt1217209,movie,13 Nov 2012,"$237,282,182",Walt Disney Pictures,N/A,True
