Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Children of Men,2006,R,05 Jan 2007,109 min,"Drama, Sci-Fi, Thriller",Alfonso Cuarón,"Alfonso Cuarón (screenplay), Timothy J. Sexton (screenplay), David Arata (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), P.D. James (novel)","Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain","In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.","English, German, Italian, Romanian, Spanish, Arabic, Georgian, Russian, Serbian","USA, UK, Japan",Nominated for 3 Oscars. Another 48 wins & 76 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.9,"436,694",tt0206634,movie,27 Mar 2007,"$35,100,000",Universal Pictures,N/A,True
Inside Man,2006,R,24 Mar 2006,129 min,"Crime, Drama, Mystery, Thriller",Spike Lee,Russell Gewirtz,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","English, Albanian, Spanish",USA,6 wins & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.6,"318,703",tt0454848,movie,08 Aug 2006,"$88,439,515",Universal Pictures,N/A,True
The Devil Wears Prada,2006,PG-13,30 Jun 2006,109 min,"Comedy, Drama",David Frankel,"Aline Brosh McKenna (screenplay), Lauren Weisberger (novel)","Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.","English, French","USA, France",Nominated for 2 Oscars. Another 16 wins & 50 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.9,"346,753",tt0458352,movie,12 Dec 2006,"$124,700,000",20th Century Fox,N/A,True
The Pursuit of Happyness,2006,PG-13,15 Dec 2006,117 min,"Biography, Drama",Gabriele Muccino,Steve Conrad,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,"English, Cantonese",USA,Nominated for 1 Oscar. Another 11 wins & 24 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,8.0,"414,116",tt0454921,movie,27 Mar 2007,"$162,586,036",Sony Pictures,N/A,True
Little Miss Sunshine,2006,R,18 Aug 2006,101 min,"Comedy, Drama","Jonathan Dayton, Valerie Faris",Michael Arndt,"Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,English,USA,Won 2 Oscars. Another 68 wins & 107 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.8,"416,296",tt0449059,movie,19 Dec 2006,"$59,831,476",Fox Searchlight,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
Superman Returns,2006,PG-13,28 Jun 2006,154 min,"Action, Sci-Fi",Bryan Singer,"Michael Dougherty (screenplay), Dan Harris (screenplay), Bryan Singer (story), Michael Dougherty (story), Dan Harris (story), Jerry Siegel (characters), Joe Shuster (characters)","Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden","Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.","English, German, French",USA,Nominated for 1 Oscar. Another 12 wins & 40 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.0,"263,033",tt0348150,movie,28 Nov 2006,"$200,100,000",Warner Bros. Pictures,N/A,True
Mission: Impossible III,2006,PG-13,05 May 2006,126 min,"Action, Adventure, Thriller",J.J. Abrams,"Alex Kurtzman, Roberto Orci, J.J. Abrams, Bruce Geller (television series)","Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup",IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.,"English, Italian, Mandarin, Cantonese, German, Czech","USA, Germany, China, Italy",7 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.9,"312,055",tt0317919,movie,30 Oct 2006,"$133,400,000",Paramount Pictures,N/A,True
Idiocracy,2006,R,25 Jan 2007,84 min,"Adventure, Comedy, Sci-Fi, Thriller",Mike Judge,"Mike Judge (story), Mike Judge (screenplay), Etan Cohen (screenplay)","Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews","Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"134,755",tt0387808,movie,09 Jan 2007,"$313,505",20th Century Fox,N/A,True
The Da Vinci Code,2006,PG-13,19 May 2006,149 min,"Mystery, Thriller",Ron Howard,"Akiva Goldsman (screenplay), Dan Brown (novel)","Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno","A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.","English, French, Latin, Spanish","USA, Malta, France, UK",Nominated for 1 Golden Globe. Another 6 wins & 20 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.6,"378,679",tt0382625,movie,14 Nov 2006,"$217,536,138",Sony Pictures,N/A,True
Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,04 Aug 2006,108 min,"Comedy, Sport",Adam McKay,"Will Ferrell, Adam McKay","Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole","Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.","English, French",USA,8 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"157,252",tt0415306,movie,12 Dec 2006,"$148,213,377",Sony Pictures Releasing,N/A,True
The Fast and the Furious: Tokyo Drift,2006,PG-13,16 Jun 2006,104 min,"Action, Crime, Thriller",Justin Lin,Chris Morgan,"Lucas Black, Damien Marzette, Trula M. Marcus, Zachery Ty Bryan",A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,"English, Japanese, Portuguese","USA, Germany, Japan",1 win & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.0,"224,011",tt0463985,movie,26 Sep 2006,"$62,500,000",Universal Pictures,N/A,True
Invincible,2006,PG,25 Aug 2006,105 min,"Biography, Drama, Sport",Ericson Core,Brad Gann,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway","Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.1,"61,774",tt0445990,movie,19 Dec 2006,"$57,789,574",Buena Vista,N/A,True
Rocky Balboa,2006,PG,20 Dec 2006,102 min,"Drama, Sport",Sylvester Stallone,"Sylvester Stallone, Sylvester Stallone (characters)","Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.","English, Spanish",USA,3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.1,"193,599",tt0479143,movie,20 Mar 2007,"$70,147,850",MGM,N/A,True
Blood Diamond,2006,R,08 Dec 2006,143 min,"Adventure, Drama, Thriller",Edward Zwick,"Charles Leavitt (screenplay), Charles Leavitt (story), C. Gaby Mitchell (story)","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.","English, Mende, Afrikaans","USA, Germany",Nominated for 5 Oscars. Another 8 wins & 26 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,8.0,"470,101",tt0450259,movie,20 Mar 2007,"$57,300,000",Warner Bros. Pictures,N/A,True
The Queen,2006,PG-13,17 Nov 2006,103 min,"Biography, Drama, History",Stephen Frears,Peter Morgan,"Helen Mirren, James Cromwell, Alex Jennings, Roger Allam","After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.","English, German, French","UK, USA, France, Italy",Won 1 Oscar. Another 94 wins & 95 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.3,"99,129",tt0436697,movie,24 Apr 2007,"$56,222,759",Miramax Films,N/A,True
Flushed Away,2006,PG,03 Nov 2006,85 min,"Animation, Adventure, Comedy, Family, Fantasy","David Bowers, Sam Fell","Dick Clement (screenplay by), Ian La Frenais (screenplay by), Christopher Lloyd (screenplay by), Joe Keenan (screenplay by), William Davies (screenplay by), Sam Fell (story by), Peter Lord (story by), Dick Clement (story by), Ian La Frenais (story by)","Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno","The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.",English,"UK, USA",Nominated for 1 BAFTA Film Award. Another 6 wins & 13 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.6,"105,051",tt0424095,movie,20 Feb 2007,"$64,459,316",Paramount,N/A,True
Marie Antoinette,2006,PG-13,20 Oct 2006,123 min,"Biography, Drama, History, Romance",Sofia Coppola,Sofia Coppola,"Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn","The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.","English, Latin, French","USA, France, Japan",Won 1 Oscar. Another 18 wins & 23 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.4,"94,853",tt0422720,movie,13 Feb 2007,"$15,962,471",Sony Pictures,N/A,True
Night at the Museum,2006,PG,22 Dec 2006,108 min,"Adventure, Comedy, Family, Fantasy",Shawn Levy,"Robert Ben Garant (screenplay), Thomas Lennon (screenplay), Robert Ben Garant (screen story), Thomas Lennon (screen story), Milan Trenc (book)","Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney",A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,"English, Italian, Hebrew","USA, UK",2 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.4,"293,208",tt0477347,movie,24 Apr 2007,"$249,300,000",20th Century Fox,N/A,True
The Hills Have Eyes,2006,R,10 Mar 2006,107 min,"Horror, Thriller",Alexandre Aja,"Wes Craven (based upon his film), Alexandre Aja (screenplay), Grégory Levasseur (screenplay)","Maxime Giffard, Michael Bailey Smith, Tom Bower, Ted Levine",A family falls victim to a group of mutated cannibals in a desert far away from civilization.,English,"USA, France, Romania",2 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.4,"151,630",tt0454841,movie,04 Mar 2008,"$41,685,824",Fox Searchlight Pictures,N/A,True
Perfume: The Story of a Murderer,2006,R,05 Jan 2007,147 min,"Crime, Drama",Tom Tykwer,"Andrew Birkin (screenplay), Bernd Eichinger (screenplay), Tom Tykwer (screenplay), Patrick Süskind (novel)","Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany","Jean-Baptiste Grenouille (Ben Whishaw), born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",English,"Germany, France, Spain, USA, Czech Republic, Belgium, Netherlands, Luxembourg, Latvia, UK",15 wins & 18 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.5,"223,460",tt0396171,movie,24 Jul 2007,"$2,101,584",Dreamworks,N/A,True
X-Men: The Last Stand,2006,PG-13,26 May 2006,104 min,"Action, Sci-Fi",Brett Ratner,"Simon Kinberg, Zak Penn","Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart","The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",English,"Canada, USA, UK",7 wins & 37 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.7,"461,436",tt0376994,movie,03 Oct 2006,"$234,300,000",20th Century Fox,N/A,True
Black Christmas,2006,R,25 Dec 2006,84 min,Horror,Glen Morgan,"Glen Morgan (screenplay), Roy Moore","Katie Cassidy, Michelle Trachtenberg, Mary Elizabeth Winstead, Lacey Chabert","On Christmas Eve, an escaped maniac returns to his childhood home, which is now a sorority house, and begins to murder the sorority sisters one by one.",English,"USA, Canada",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,4.6,"23,307",tt0454082,movie,13 Mar 2007,N/A,N/A,N/A,True
Nacho Libre,2006,PG,16 Jun 2006,92 min,"Comedy, Family, Sport",Jared Hess,"Jared Hess, Jerusha Hess, Mike White","Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).","English, Spanish","USA, Mexico",1 win & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.7,"76,721",tt0457510,movie,24 Oct 2006,"$80,200,000",Paramount Pictures,N/A,True
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,R,03 Nov 2006,84 min,Comedy,Larry Charles,"Sacha Baron Cohen (screenplay), Anthony Hines (screenplay), Peter Baynham (screenplay), Dan Mazer (screenplay), Sacha Baron Cohen (story), Peter Baynham (story), Anthony Hines (story), Todd Phillips (story), Sacha Baron Cohen (based on a character created by)","Sacha Baron Cohen, Ken Davitian, Luenell, Chester","Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.","English, Romanian, Hebrew, Polish, Armenian","USA, UK",Nominated for 1 Oscar. Another 20 wins & 33 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.3,"337,585",tt0443453,movie,06 Mar 2007,"$128,400,000",20th Century Fox,N/A,True
The Illusionist,2006,PG-13,01 Sep 2006,110 min,"Drama, Fantasy, History, Mystery, Romance, Thriller",Neil Burger,"Neil Burger (screenplay), Steven Millhauser (short story ""Eisenheim the Illusionist"")","Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell","In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",English,"USA, Czech Republic",Nominated for 1 Oscar. Another 10 wins & 10 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.6,"340,639",tt0443543,movie,09 Jan 2007,"$39,680,302",Yari Film Group,N/A,True
Click,2006,PG-13,23 Jun 2006,107 min,"Comedy, Drama, Fantasy, Romance",Frank Coraci,"Steve Koren, Mark O'Keefe","Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff",A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,"English, Portuguese, Japanese",USA,Nominated for 1 Oscar. Another 3 wins & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"288,965",tt0389860,movie,10 Oct 2006,"$137,340,146",Sony Pictures Releasing,N/A,True
The Santa Clause 3: The Escape Clause,2006,G,03 Nov 2006,97 min,"Adventure, Comedy, Family, Fantasy",Michael Lembeck,"Ed Decter, John J. Strauss, Leo Benvenuti (characters), Steve Rudnick (characters)","Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold","Santa, aka Scott Calvin, is faced with double-duty: how to keep his new family happy, and how to stop Jack Frost from taking over Christmas.",English,USA,4 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,4.7,"29,909",tt0452681,movie,20 Nov 2007,"$84,438,648",Buena Vista,N/A,True
The Good Shepherd,2006,R,22 Dec 2006,167 min,"Drama, History, Thriller",Robert De Niro,Eric Roth,"Matt Damon, Angelina Jolie, Alec Baldwin, Tammy Blanchard",The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,"English, Spanish, Russian, German, Lingala",USA,Nominated for 1 Oscar. Another 2 wins & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.7,"95,238",tt0343737,movie,03 Apr 2007,"$59,839,040",Universal Pictures,N/A,True
