Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Walk the Line,2005,PG-13,18 Nov 2005,136 min,"Biography, Drama, Music, Romance",James Mangold,"Johnny Cash (book), Johnny Cash (book), Gill Dennis, James Mangold","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.","English, Russian","USA, Germany",Won 1 Oscar. Another 44 wins & 46 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.8,"218,406",tt0358273,movie,28 Feb 2006,"$119,317,827",20th Century Fox,N/A,True
Wedding Crashers,2005,R,15 Jul 2005,119 min,"Comedy, Romance",David Dobkin,"Steve Faber, Bob Fisher","Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams","John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",English,USA,11 wins & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.9,"318,406",tt0396269,movie,03 Jan 2006,"$209,218,368",New Line Cinema,N/A,True
Brokeback Mountain,2005,R,13 Jan 2006,134 min,"Drama, Romance",Ang Lee,"Annie Proulx (short story), Larry McMurtry (screenplay), Diana Ossana (screenplay)","Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.","English, Spanish","USA, Canada",Won 3 Oscars. Another 138 wins & 128 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"305,223",tt0388795,movie,04 Apr 2006,"$82,970,165",Focus Features,N/A,True
The Dukes of Hazzard,2005,PG-13,05 Aug 2005,104 min,Comedy,Jay Chandrasekhar,"Gy Waldron (based on characters created by), John O'Brien (screenplay by), John O'Brien (story by), Jonathan L. Davis (story by)","Johnny Knoxville, Seann William Scott, Alice Greczyn, Steve Lemme","Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.",English,USA,5 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.1,"73,152",tt0377818,movie,06 Dec 2005,"$80,206,743",Warner Bros. Pictures,N/A,True
Kingdom of Heaven,2005,R,06 May 2005,144 min,"Action, Adventure, Drama, History, War",Ridley Scott,William Monahan,"Martin Hancock, Michael Sheen, Nathalie Cox, Eriq Ebouaney","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","English, Arabic, Latin, Italian","UK, Germany, Spain, Morocco, USA",5 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.2,"253,976",tt0320661,movie,11 Oct 2005,"$47,259,055",20th Century Fox,N/A,True
Brick,2005,R,14 Apr 2006,110 min,"Action, Crime, Drama, Mystery, Thriller",Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss",A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,English,USA,11 wins & 23 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.3,"96,254",tt0393109,movie,08 Aug 2006,"$1,973,180",Focus Features,N/A,True
Serenity,2005,PG-13,30 Sep 2005,119 min,"Action, Adventure, Sci-Fi, Thriller",Joss Whedon,Joss Whedon,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,"English, Mandarin",USA,9 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.8,"273,879",tt0379786,movie,20 Dec 2005,"$25,335,935",Universal Pictures,N/A,True
Sky High,2005,PG,29 Jul 2005,100 min,"Adventure, Comedy, Family, Sci-Fi",Mike Mitchell,"Paul Hernandez, Robert Schooley, Mark McCorkle","Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.","English, Cantonese",USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.2,"73,745",tt0405325,movie,29 Nov 2005,"$63,939,454",Buena Vista,N/A,True
The 40-Year-Old Virgin,2005,R,19 Aug 2005,116 min,"Comedy, Romance",Judd Apatow,"Judd Apatow, Steve Carell","Steve Carell, Catherine Keener, Paul Rudd, Romany Malco","Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.","English, Spanish, Japanese",USA,10 wins & 19 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.1,"372,190",tt0405422,movie,13 Dec 2005,"$109,243,478",Universal Pictures,N/A,True
Constantine,2005,R,18 Feb 2005,121 min,"Action, Fantasy, Horror, Mystery",Francis Lawrence,"Jamie Delano (comic book ""Hellblazer""), Garth Ennis (comic book ""Hellblazer""), Kevin Brodbin (story), Kevin Brodbin (screenplay), Frank A. Cappello (screenplay)","Keanu Reeves, Rachel Weisz, Shia LaBeouf, Djimon Hounsou","Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.","English, Filipino, Tagalog","USA, Germany",2 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,7.0,"286,211",tt0360486,movie,19 Jul 2005,"$75,400,000",Warner Bros. Pictures,N/A,True
Zathura: A Space Adventure,2005,PG,11 Nov 2005,101 min,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Jon Favreau,"Chris Van Allsburg (book), David Koepp (screenplay), John Kamps (screenplay)","Jonah Bobo, Josh Hutcherson, Dax Shepard, Kristen Stewart",Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.,English,USA,2 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.1,"85,928",tt0406375,movie,14 Feb 2006,"$28,045,540",Sony Pictures,N/A,True
King Kong,2005,PG-13,14 Dec 2005,187 min,"Action, Adventure, Drama, Romance",Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Merian C. Cooper (based on a story by), Edgar Wallace (based on a story by)","Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann","A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",English,"New Zealand, USA, Germany",Won 3 Oscars. Another 43 wins & 100 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.2,"372,274",tt0360717,movie,28 Mar 2006,"$218,100,000",Universal Pictures,N/A,True
Match Point,2005,R,20 Jan 2006,124 min,"Drama, Romance, Thriller",Woody Allen,Woody Allen,"Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye, Matthew Goode","At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",English,"UK, Ireland, Luxembourg",Nominated for 1 Oscar. Another 11 wins & 30 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.6,"194,715",tt0416320,movie,25 Apr 2006,"$23,100,000",Dreamworks,N/A,True
Hostel,2005,R,06 Jan 2006,94 min,Horror,Eli Roth,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova","Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.","English, Czech, German, Dutch, Slovak, Japanese, Icelandic, Russian, Spanish","USA, Germany, Czech Republic, Slovakia, Iceland",4 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,5.9,"161,452",tt0450278,movie,18 Apr 2006,"$47,277,326",Lions Gate Films,N/A,True
Just Friends,2005,PG-13,23 Nov 2005,96 min,"Comedy, Romance",Roger Kumble,Adam 'Tex' Davis,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein","While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer.",English,"Germany, USA, Canada",3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.2,"99,493",tt0433400,movie,07 Mar 2006,"$32,596,916",New Line Cinema,N/A,True
Mr. & Mrs. Smith,2005,PG-13,10 Jun 2005,120 min,"Action, Comedy, Crime, Thriller",Doug Liman,Simon Kinberg,"Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody",A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,"English, Spanish",USA,9 wins & 18 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"425,276",tt0356910,movie,29 Nov 2005,"$186,200,000",20th Century Fox,N/A,True
The Island,2005,PG-13,22 Jul 2005,136 min,"Action, Sci-Fi, Thriller",Michael Bay,"Caspian Tredwell-Owen (screenplay), Alex Kurtzman (screenplay), Roberto Orci (screenplay), Caspian Tredwell-Owen (story)","Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean","A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth.",English,USA,1 win & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.8,"290,680",tt0399201,movie,13 Dec 2005,"$35,800,000",Dreamworks Distribution LLC,N/A,True
Jarhead,2005,R,04 Nov 2005,125 min,"Action, Biography, Drama, War",Sam Mendes,"William Broyles Jr. (screenplay), Anthony Swofford (book)","Jake Gyllenhaal, Scott MacDonald, Peter Sarsgaard, Jamie Foxx",A psychological study of operations desert shield and desert storm during the gulf war; through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.,"English, Spanish, Arabic, Latin","USA, UK, Germany",6 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.0,"164,135",tt0418763,movie,07 Mar 2006,"$62,578,105",Universal Pictures,N/A,True
The Family Stone,2005,PG-13,16 Dec 2005,103 min,"Comedy, Drama, Romance",Thomas Bezucha,Thomas Bezucha,"Claire Danes, Diane Keaton, Rachel McAdams, Dermot Mulroney","An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.","English, American Sign Language",USA,Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.3,"57,260",tt0356680,movie,02 May 2006,"$59,856,288",20th Century Fox Distribution,N/A,True
Waiting...,2005,R,07 Oct 2005,94 min,Comedy,Rob McKittrick,Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner",Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,"English, German",USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.8,"85,038",tt0348333,movie,07 Feb 2006,"$16,101,109",Lions Gate,N/A,True
The Devil's Rejects,2005,R,22 Jul 2005,107 min,Horror,Rob Zombie,"Rob Zombie, Rob Zombie (characters)","Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe","The murderous, backwoods Firefly family take to the road to escape a vengeful police force which is not afraid of being as ruthless as their target.","English, Spanish","USA, Germany",10 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.8,"88,017",tt0395584,movie,07 Nov 2005,"$16,901,126",Lions Gate Films,N/A,True
A History of Violence,2005,R,30 Sep 2005,96 min,"Crime, Drama, Thriller",David Cronenberg,"John Wagner (graphic novel), Vince Locke (graphic novel), Josh Olson (screenplay)","Viggo Mortensen, Maria Bello, Ed Harris, William Hurt","A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core in this action thriller.",English,"USA, Germany, Canada",Nominated for 2 Oscars. Another 37 wins & 78 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.4,"213,906",tt0399146,movie,14 Mar 2006,"$31,500,000",New Line Cinema,N/A,True
Fantastic Four,2005,PG-13,08 Jul 2005,106 min,"Action, Adventure, Fantasy, Sci-Fi",Tim Story,"Mark Frost, Michael France, Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)","Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis","A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",English,"USA, Germany",3 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.7,"300,738",tt0120667,movie,06 Dec 2005,"$154,485,963",20th Century Fox,N/A,True
The Descent,2005,R,04 Aug 2006,99 min,"Adventure, Horror, Thriller",Neil Marshall,Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder","A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",English,UK,8 wins & 18 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.2,"188,809",tt0435625,movie,26 Dec 2006,"$26,005,908",Lionsgate,N/A,True
The Greatest Game Ever Played,2005,PG,30 Sep 2005,120 min,"Biography, Drama, History, Sport",Bill Paxton,"Mark Frost (book), Mark Frost (screenplay)","James Paxton, Tom Rack, Armand Laroche, Peter Hurley","In the 1913 US Open, 20-year-old Francis Ouimet played golf against his idol, 1900 US Open champion, Englishman Harry Vardon.",English,"USA, Canada",3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.4,"26,195",tt0388980,movie,11 Apr 2006,"$15,283,642",Buena Vista Pictures,N/A,True
The Pacifier,2005,PG,04 Mar 2005,95 min,"Action, Comedy, Drama, Family",Adam Shankman,"Thomas Lennon, Robert Ben Garant","Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow","Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.","English, Korean","Canada, USA",1 win & 10 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.6,"82,279",tt0395699,movie,28 Jun 2005,"$113,006,880",Buena Vista,N/A,True
Madagascar,2005,PG,27 May 2005,86 min,"Animation, Adventure, Comedy, Family","Eric Darnell, Tom McGrath","Mark Burton, Billy Frolick, Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.","English, Portuguese, Spanish, German, French, Greek",USA,4 wins & 31 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.9,"341,550",tt0351283,movie,15 Nov 2005,"$193,136,719",Dreamworks,N/A,True
Hitch,2005,PG-13,11 Feb 2005,118 min,"Comedy, Romance",Andy Tennant,Kevin Bisch,"Will Smith, Eva Mendes, Kevin James, Amber Valletta","While helping his latest client woo the woman of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.",English,USA,4 wins & 24 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"282,101",tt0386588,movie,14 Jun 2005,"$177,575,142",Sony Pictures,N/A,True
Coach Carter,2005,PG-13,14 Jan 2005,136 min,"Biography, Drama, Sport",Thomas Carter,"Mark Schwahn, John Gatins","Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez",Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,English,"USA, Germany",3 wins & 15 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.3,"114,297",tt0393162,movie,21 Jun 2005,"$67,169,549",Paramount Pictures,N/A,True
Munich,2005,R,06 Jan 2006,164 min,"Biography, Crime, Drama, History, Thriller",Steven Spielberg,"Tony Kushner (screenplay), Eric Roth (screenplay), George Jonas (book)","Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz","Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.","English, German, French, Hebrew, Arabic, Italian, Greek, Russian, Dutch","France, Canada, USA",Nominated for 5 Oscars. Another 13 wins & 65 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.5,"201,405",tt0408306,movie,09 May 2006,"$47,379,090",Universal Pictures,N/A,True
Four Brothers,2005,R,01 Jul 2005,109 min,"Action, Crime, Drama, Mystery, Thriller",John Singleton,"David Elliot, Paul Lovett","Mark Wahlberg, Tyrese Gibson, André Benjamin, Garrett Hedlund",When their adopted mother is gunned down in a store robbery the 'four brothers' investigated the murder for themselves & look for the killers but not all is what it seems.,English,USA,5 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.8,"127,138",tt0430105,movie,22 Jun 2010,N/A,The Orchard,N/A,True
