Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Frozen,2013,PG,27 Nov 2013,102 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Chris Buck, Jennifer Lee","Jennifer Lee (screenplay by), Hans Christian Andersen (story inspired by ""The Snow Queen"" by), Chris Buck (story by), Jennifer Lee (story by), Shane Morris (story by)","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad","When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","English, Norwegian",USA,Won 2 Oscars. Another 77 wins & 57 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.5,"527,763",tt2294629,movie,18 Mar 2014,"$400,736,600",Walt Disney Pictures,N/A,True
The Wolf of Wall Street,2013,R,25 Dec 2013,180 min,"Biography, Crime, Drama",Martin Scorsese,"Terence Winter (screenplay), Jordan Belfort (book)","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","English, French",USA,Nominated for 5 Oscars. Another 38 wins & 165 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.2,"1,069,666",tt0993846,movie,25 Mar 2014,"$91,330,760",Paramount Studios,N/A,True
Her,2013,R,10 Jan 2014,126 min,"Drama, Romance, Sci-Fi",Spike Jonze,Spike Jonze,"Joaquin Phoenix, Lynn Adrianna, Lisa Renee Pitts, Gabe Gomez","In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",English,USA,Won 1 Oscar. Another 82 wins & 181 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,8.0,"486,296",tt1798709,movie,13 May 2014,"$17,901,029",Warner Bros. Pictures,N/A,True
Snowpiercer,2013,R,11 Jul 2014,126 min,"Action, Drama, Sci-Fi",Bong Joon Ho,"Bong Joon Ho (screenplay), Kelly Masterson (screenplay), Bong Joon Ho (screen story), Jacques Lob (based on Le Transperceneige by), Benjamin Legrand (based on Le Transperceneige by), Jean-Marc Rochette (based on Le Transperceneige by)","Chris Evans, Kang-ho Song, Ed Harris, John Hurt","In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.","English, Korean, French, Japanese, Czech, German","South Korea, Czech Republic",33 wins & 103 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.1,"252,421",tt1706620,movie,21 Oct 2014,"$2,786,828",Radius-TWC,N/A,True
Olympus Has Fallen,2013,R,22 Mar 2013,119 min,"Action, Thriller",Antoine Fuqua,"Creighton Rothenberger, Katrin Benedikt","Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott",Disgraced Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,"English, Korean",USA,1 win & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.5,"241,228",tt2302755,movie,13 Aug 2013,"$98,600,000",FilmDistrict,N/A,True
Don Jon,2013,R,27 Sep 2013,90 min,"Comedy, Drama, Romance",Joseph Gordon-Levitt,Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza","A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",English,USA,2 wins & 27 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.5,"219,012",tt2229499,movie,31 Dec 2013,N/A,Relativity Media,N/A,True
The Green Inferno,2013,R,25 Sep 2015,100 min,"Adventure, Horror",Eli Roth,"Guillermo Amoedo (screenplay), Eli Roth (screenplay)","Lorenza Izzo, Ariel Levy, Daryl Sabara, Kirby Bliss Blanton","A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.","English, Spanish","USA, Spain, Chile, Peru",1 win & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.3,"34,746",tt2403021,movie,05 Jan 2016,"$7,154,957",High Top Releasing,N/A,True
Rush,2013,R,27 Sep 2013,123 min,"Biography, Drama, Sport",Ron Howard,Peter Morgan,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"English, German, Italian, French, Spanish","UK, Germany, USA",Nominated for 2 Golden Globes. Another 6 wins & 63 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.1,"402,385",tt1979320,movie,28 Jan 2014,"$22,442,876",Universal Pictures,N/A,True
Prisoners,2013,R,20 Sep 2013,153 min,"Crime, Drama, Mystery, Thriller",Denis Villeneuve,Aaron Guzikowski,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",English,USA,Nominated for 1 Oscar. Another 10 wins & 35 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.1,"542,518",tt1392214,movie,17 Dec 2013,"$60,962,878",Warner Bros.,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
