Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Star Wars: Episode II - Attack of the Clones,2002,PG,16 May 2002,142 min,"Action, Adventure, Fantasy, Sci-Fi",George Lucas,"George Lucas (screenplay by), Jonathan Hales (screenplay by), George Lucas (story by)","Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.",English,USA,Nominated for 1 Oscar. Another 16 wins & 58 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.6,"587,677",tt0121765,movie,12 Nov 2002,"$307,900,000",20th Century Fox,N/A,True
Catch Me If You Can,2002,PG-13,25 Dec 2002,141 min,"Biography, Crime, Drama",Steven Spielberg,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)","Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen","A seasoned FBI agent pursues Frank Abagnale Jr. who, before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.","English, French","USA, Canada",Nominated for 2 Oscars. Another 13 wins & 41 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.1,"745,174",tt0264464,movie,06 May 2003,"$164,400,000",DreamWorks SKG,N/A,True
Gangs of New York,2002,R,20 Dec 2002,167 min,"Crime, Drama",Martin Scorsese,"Jay Cocks (story), Jay Cocks (screenplay), Steven Zaillian (screenplay), Kenneth Lonergan (screenplay)","Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.","English, Irish, Chinese, Latin","USA, Italy",Nominated for 10 Oscars. Another 50 wins & 124 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.5,"379,309",tt0217505,movie,01 Jul 2003,"$77,605,296",Miramax Films,N/A,True
Harry Potter and the Chamber of Secrets,2002,PG,15 Nov 2002,161 min,"Adventure, Family, Fantasy, Mystery",Chris Columbus,"J.K. Rowling (novel), Steve Kloves (screenplay)","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths",An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,English,"UK, USA, Germany",Nominated for 3 BAFTA Film Awards. Another 11 wins & 42 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.4,"503,755",tt0295297,movie,11 Apr 2003,"$261,835,892",Warner Bros. Pictures,N/A,True
Secretary,2002,R,11 Oct 2002,107 min,"Comedy, Drama, Romance",Steven Shainberg,"Erin Cressida Wilson (screenplay), Mary Gaitskill (short story), Steven Shainberg (story adaptation), Erin Cressida Wilson (story adaptation)","James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren","A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",English,USA,Nominated for 1 Golden Globe. Another 15 wins & 25 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,"78,236",tt0274812,movie,01 Apr 2003,"$3,806,471",Lions Gate,N/A,True
Spider-Man,2002,PG-13,03 May 2002,121 min,"Action, Adventure, Sci-Fi",Sam Raimi,"Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book), David Koepp (screenplay)","Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco","When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",English,USA,Nominated for 2 Oscars. Another 16 wins & 58 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.3,"652,279",tt0145487,movie,01 Nov 2002,"$403,706,375",Columbia Pictures,N/A,True
,,,,,,,,,,,,,,,,,,,,,,,False
The Lord of the Rings: The Two Towers,2002,PG,18 Dec 2002,179 min,"Adventure, Drama, Fantasy",Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Stephen Sinclair (screenplay), Peter Jackson (screenplay)","Bruce Allpress, Sean Astin, John Bach, Sala Baker","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","English, Sindarin, Old English","New Zealand, USA",Won 2 Oscars. Another 118 wins & 137 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.7,"1,383,659",tt0167261,movie,26 Aug 2003,"$339,700,000",New Line Cinema,N/A,True
Road to Perdition,2002,R,12 Jul 2002,117 min,"Crime, Drama, Thriller",Sam Mendes,"Max Allan Collins (graphic novel), Richard Piers Rayner (graphic novel), David Self (screenplay)","Tyler Hoechlin, Rob Maxey, Liam Aiken, Jennifer Jason Leigh","A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",English,USA,Won 1 Oscar. Another 22 wins & 79 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.7,"231,468",tt0257044,movie,25 Feb 2003,"$104,054,514",DreamWorks SKG,N/A,True
Scooby-Doo,2002,PG,14 Jun 2002,86 min,"Adventure, Comedy, Family, Fantasy, Mystery",Raja Gosnell,"James Gunn (screenplay), Craig Titley (story), James Gunn (story), William Hanna (characters), Joseph Barbera (characters)","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini","After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.",English,"USA, Australia",5 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.0,"90,219",tt0267913,movie,08 Oct 2002,"$153,300,000",Warner Bros. Pictures,N/A,True
The Pianist,2002,R,28 Mar 2003,150 min,"Biography, Drama, Music, War",Roman Polanski,"Ronald Harwood (screenplay), Wladyslaw Szpilman (book)","Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"English, German, Russian","UK, France, Poland, Germany",Won 3 Oscars. Another 52 wins & 73 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.5,"665,070",tt0253474,movie,27 May 2003,"$32,519,322",Focus Features,N/A,True
Treasure Planet,2002,PG,27 Nov 2002,95 min,"Animation, Adventure, Family, Sci-Fi","Ron Clements, John Musker","Robert Louis Stevenson (based on the novel ""Treasure Island"" by), Ron Clements (screenplay by), John Musker (screenplay by), Rob Edwards (screenplay by), Ron Clements (animation story by), John Musker (animation story by), Ted Elliott (animation story by), Terry Rossio (animation story by)","Roscoe Lee Browne, Corey Burton, Dane A. Davis, Joseph Gordon-Levitt","A Disney animated version of ""Treasure Island"". The only difference is that the film is set in outer space with alien worlds and other galactic wonders.",English,USA,Nominated for 1 Oscar. Another 1 win & 13 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.2,"92,753",tt0133240,movie,29 Apr 2003,"$38,120,554",Buena Vista Distribution Compa,N/A,True
