Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Golden Compass,2007,PG-13,07 Dec 2007,113 min,"Adventure, Family, Fantasy",Chris Weitz,"Chris Weitz (screenplay), Philip Pullman (novel)","Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.","English, Icelandic, Russian, French","UK, USA",Won 1 Oscar. Another 6 wins & 32 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.1,"169,898",tt0385752,movie,29 Apr 2008,"$70,100,000",New Line Cinema,N/A,True
Ratatouille,2007,G,29 Jun 2007,111 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Brad Bird, Jan Pinkava(co-director)","Brad Bird (screenplay), Jan Pinkava (original story by), Jim Capobianco (original story by), Brad Bird (original story by), Emily Cook (additional story material), Kathy Greenberg (additional story material), Bob Peterson (additional story material)","Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,"English, French",USA,Won 1 Oscar. Another 64 wins & 42 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.0,"594,297",tt0382932,movie,06 Nov 2007,"$112,408,657",Disney/Pixar,N/A,True
Transformers,2007,PG-13,03 Jul 2007,144 min,"Action, Adventure, Sci-Fi",Michael Bay,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), John Rogers (story), Roberto Orci (story), Alex Kurtzman (story)","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.","English, Spanish",USA,Nominated for 3 Oscars. Another 20 wins & 41 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.0,"576,191",tt0418279,movie,16 Oct 2007,"$319,014,499",Dreamworks,N/A,True
No Country for Old Men,2007,R,21 Nov 2007,122 min,"Crime, Drama, Thriller","Ethan Coen, Joel Coen","Joel Coen (screenplay), Ethan Coen (screenplay), Cormac McCarthy (novel)","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"English, Spanish",USA,Won 4 Oscars. Another 157 wins & 132 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,8.1,"786,261",tt0477348,movie,07 Apr 2009,"$74,223,625",Miramax Films,N/A,True
Superbad,2007,R,17 Aug 2007,113 min,Comedy,Greg Mottola,"Seth Rogen, Evan Goldberg","Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,English,USA,11 wins & 24 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.6,"493,081",tt0829482,movie,04 Dec 2007,"$121,463,226",Sony Pictures/Columbia,N/A,True
Enchanted,2007,PG,21 Nov 2007,107 min,"Animation, Comedy, Family, Fantasy, Musical, Romance",Kevin Lima,Bill Kelly,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",English,USA,Nominated for 3 Oscars. Another 12 wins & 48 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.0,"168,059",tt0461770,movie,18 Mar 2008,"$127,706,877",Walt Disney Pictures,N/A,True
There Will Be Blood,2007,R,25 Jan 2008,158 min,Drama,Paul Thomas Anderson,"Paul Thomas Anderson (written for the screen by), Upton Sinclair (novel)","Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","English, American Sign Language",USA,Won 2 Oscars. Another 106 wins & 136 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,8.1,"475,282",tt0469494,movie,08 Apr 2008,"$40,133,435",Paramount Vantage,N/A,True
Into the Wild,2007,R,19 Oct 2007,148 min,"Adventure, Biography, Drama",Sean Penn,"Sean Penn (screenplay), Jon Krakauer (book)","Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","English, Danish",USA,Nominated for 2 Oscars. Another 23 wins & 99 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,8.1,"535,116",tt0758758,movie,04 Mar 2008,"$18,173,360",Paramount Vantage,N/A,True
Zodiac,2007,R,02 Mar 2007,157 min,"Crime, Drama, Mystery, Thriller",David Fincher,"James Vanderbilt (screenplay), Robert Graysmith (book)","Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",English,USA,2 wins & 67 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.7,"406,994",tt0443706,movie,24 Jul 2007,"$33,000,000",Paramount Pictures,N/A,True
Atonement,2007,R,11 Jan 2008,123 min,"Drama, Mystery, Romance, War",Joe Wright,"Ian McEwan (novel), Christopher Hampton (screenplay)","Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West","Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.","English, French","UK, France, USA",Won 1 Oscar. Another 50 wins & 146 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.8,"232,501",tt0783233,movie,18 Mar 2008,"$50,830,581",Focus Features,N/A,True
